Unnamed: 0,UK,EN,TRANSLATION,bertscore
555,Півмільйона дітей як і раніше стикаються з недоїданням в Нігері.,Half a million children still face malnutrition in Niger.,Half a million children still face malnutrition in Niger.,1.0000001192092896
556,Лише за п’ять-десять років технологія досягне необхідного рівня.,It will take five to ten years for the technology to be ready.,"In just five or ten years, technology will reach the right level.",0.8250738382339478
557,Велосипеди — інструменти для сталого розвитку міст.,Bicycles are tools for urban sustainability.,Bicycles יהוה tools for the city's permanent development,0.7597604990005493
558,Він був би радий почути це.,He would be glad to hear that.,He'd be glad to hear it.,0.9237253665924072
559,Комп'ютери роблять людей обмеженими.,Computers make people stupid.,Computers make people limited.,0.9045061469078064
560,Комп'ютери роблять із людей ідіотів.,Computers make people stupid.,Computers make people stupid.,1.0
561,"Не питайте, що вони думають. Питайте, що вони роблять.",Don't ask what they think. Ask what they do.,Don't ask what they think. Ask what they do.,0.9999999403953552
562,"Коли ви намагаєтеся щось довести, допомагає знання, що це правда.","When you're trying to prove something, it helps to know it's true.","When you try to prove something, it helps you to know that it is true.",0.951396107673645
563,"Світ змінює комунікація, а не інформація.","What changes the world is communication, not information.","The world changes communication, not information.",0.92647385597229
564,"Більшість наукових проривів не що інше, як відкриття очевидного.",Most scientific breakthroughs are nothing else than the discovery of the obvious.,Most scientific breakthroughs are nothing more than a discovery of the obvious.,0.963322103023529
565,"Все, що може бути неправильно зрозумілим, буде неправильно зрозумілим.",Anything that can be misunderstood will be.,Anything that may be misunderstood will be misunderstood.,0.9534738659858704
566,"Будь-який достатньо простий всесвіт, щоб бути осягненим, є занадто простим, щоб породити розум, здатний його осягнути.",Any universe simple enough to be understood is too simple to produce a mind able to understand it.,Any universe that is simple enough to be understood is too simple to produce a mind that can comprehend it.,0.9651246070861816
567,Чому життя так повне страждань?,Why is life so full of suffering?,Why is life so full of suffering?,1.0000001192092896
568,Я голодний!,I'm starving!,I'm hungry!,0.9577988386154175
569,Я помираю з голоду.,I'm starving!,I'm starving.,0.9999998807907104
570,Я помираю від голоду.,I'm starving!,I'm starving.,0.9999998807907104
571,Я помираю від голоду!,I'm starving!,I'm starving!,0.9999998807907104
572,У тебе є друзі в Антигуа?,Do you have friends in Antigua?,Do you have any friends in Antigua?,0.9840189814567566
573,"Я одружений, і маю двоє дітей.",I am married and have two children.,I am married and have two children.,1.000000238418579
574,"Я заміжня, і маю двоє дітей.",I am married and have two children.,I am married and have two children.,1.000000238418579
575,Він дуже добре грає на піаніно.,He plays the piano very well.,He plays the piano very well.,1.0
576,Я б хотів навчатися в Парижі.,I'd like to study in Paris.,I'd like to study in Paris.,1.0
577,Я б хотіла навчатися в Парижі.,I'd like to study in Paris.,I'd like to study in Paris.,1.0
578,"Ти не знаєш, хто я.",You don't know who I am.,You don't know who I am.,1.0
579,"Ти не знаєш, хто я такий.",You don't know who I am.,You don't know who I am.,1.0
580,"Ви не знаєте, хто я такий.",You don't know who I am.,You don't know who I am.,1.0
581,Чому ви не їсте овочі?,Why don't you eat vegetables?,Why don't you eat vegetables?,1.0
582,Чому ти не їж овочі?,Why don't you eat vegetables?,Why don't you eat vegetables?,1.0
583,Чому люди йдуть в кіно?,Why do people go to the movies?,Why do people go to the movies?,0.9999999403953552
584,Чому люди ходять у кіно?,Why do people go to the movies?,Why do people go to the movies?,0.9999999403953552
585,Я роздягаюся.,I'm undressing.,I'm undressing.,1.0
586,Автомобіль розбився об стіну.,The car crashed into the wall.,The car crashed against the wall.,0.9822710156440735
587,Машина врізалася в стіну.,The car crashed into the wall.,The car crashed into the wall.,1.0
588,Реальних видінь не буває.,There are no real visions.,There are no real visions.,0.9999999403953552
589,Креаціонізм — псевдонаука.,Creationism is a pseudo-science.,Creationism is a pseudoscience.,0.940456748008728
590,Креаціонізм — це псевдонаука.,Creationism is a pseudo-science.,Creationism is a pseudoscience.,0.940456748008728
591,Вітер вщух.,The wind calmed down.,The wind has died.,0.8275237679481506
592,Я не хочу робити тобі пропозицію!,I don't want to propose to you!,I don't want to propose to you!,0.9999998807907104
593,Я не хочу освідчуватися тобі.,I don't want to propose to you!,I don't want to propose to you.,0.9999998807907104
594,"Демократ - це вільний громадянин, який кориться волі більшості.",A democrat is a free citizen who yields to the will of the majority.,A democracy is a free citizen who submits to the will of the majority.,0.950218677520752
595,"Там, де воля, там і шлях.","Where there's a will, there's a way.","Where there's freedom, there's a way.",0.9507615566253662
596,"Хто шукає, той завжди знайде.","Who searches, finds.",He who searches will always find it.,0.8226823210716248
597,Рим не за один день був збудований.,Rome wasn't built in a day.,Rome was not built in one day.,0.9199163317680359
598,Мовчання — знак згоди.,Silence gives consent.,Silence is a sign of consent.,0.8705291748046875
599,Хто мовчить - погоджується.,Silence gives consent.,Silence agrees.,0.8660352826118469
600,"Чому кажуть «Добрий день» тоді, коли день не добрий?","Why does one say ""Good day"" when the day is not good?",Why is it said that a good day is a good one when the day is not good?,0.9040518999099731
601,Це був найкращий день мого життя.,That was the best day of my life.,It was the best day of my life.,0.9848231673240662
602,Цей був найкращий день мого життя.,That was the best day of my life.,It was the best day of my life.,0.9848231673240662
603,Це був найкращий день у моєму житті.,That was the best day of my life.,It was the best day of my life.,0.9848231673240662
604,Я не розумію німецької.,I don't understand German.,I don't understand German.,1.0
605,Я прийняв рішення.,I made my decision.,I've made up my mind.,0.8125321269035339
606,Я прийняла рішення.,I made my decision.,I've made up my mind.,0.8125321269035339
607,Даю слово.,I give you my word.,You have my word.,0.9045155048370361
608,Слово даю.,I give you my word.,I give you my word.,1.0
609,Я даю тобі слово.,I give you my word.,I give you my word.,1.0
610,Я даю тобі своє слово.,I give you my word.,I give you my word.,1.0
611,Я даю вам слово.,I give you my word.,I give you my word.,1.0
612,Я даю вам своє слово.,I give you my word.,I give you my word.,1.0
613,Ти велика любов мого життя.,You are the great love of my life.,You are the great love of my life.,1.0000001192092896
614,Маємо папу.,We have a Pope.,We have a pope.,0.9999997615814209
615,Математики — як французи: що їм не скажеш — перекладають на свою власну мову і перетворюють у щось зовсім інше по смислу.,Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.,Mathematicians are like French people: you can't tell them that you're translating into your own language and turning it into something completely different.,0.922103762626648
616,"Не хвилюйся, будь щасливий.","Don't worry, be happy!","Don't worry, be happy.",1.0
617,"Нічим не переймайся, будь щасливий!","Don't worry, be happy!","Don't worry, be happy!",1.0
618,"Я вважаю, що іноземні мови дуже цікаві.",I find foreign languages very interesting.,I think foreign languages are very interesting.,0.9398202896118164
619,Я не люблю вчити неправильні дієслова.,I don't like learning irregular verbs.,I don't like learning irregular verbs.,1.0
620,Візьми книгу та прочитай її!,Take a book and read it.,Take the book and read it!,0.9607568383216858
621,Я несамовитий від радості.,I'm beside myself with joy.,I'm furious with joy.,0.9031908512115479
622,Він уже чоловік.,He's already a man.,He's already a man.,1.0
623,Відпустка вже скінчилася.,The vacation is over now.,The holiday is over.,0.8946234583854675
624,Я боюся впасти.,I'm afraid to fall.,I'm afraid to fall.,0.9999999403953552
625,Це абсолютна правда.,That's the absolute truth.,It's absolutely true.,0.8592960238456726
626,Холодно.,It's cold.,It's cold.,0.9999999403953552
627,Зимно.,It's cold.,It's cold.,0.9999999403953552
628,Студить.,It's cold.,It's so cold.,0.955282986164093
629,Я хочу пити.,I'm thirsty.,I'm thirsty.,1.0
630,Хочу пити.,I'm thirsty.,I'm thirsty.,1.0
631,"Коли не можеш зробити те, що хочеш, ти робиш те, що можеш.","When you can't do what you want, you do what you can.","When you can't do what you want to do, you do what you can.",0.9830412268638611
632,"Коли не можеш зробити те, що хочеш, роби те, що можеш.","When you can't do what you want, you do what you can.","If you can't do what you want, do what you can.",0.9786267876625061
633,Ти навмисно це зробив!,You did this intentionally!,You did it on purpose!,0.8868510723114014
634,Ти це спеціально зробив!,You did this intentionally!,You did it on purpose!,0.8868510723114014
635,Ти йому нічого не сказав?,You didn't tell him anything?,Didn't you tell him anything?,0.9594146609306335
636,Ти йому нічого не сказала?,You didn't tell him anything?,Didn't you tell him anything?,0.9594146609306335
637,Ви йому нічого не сказали?,You didn't tell him anything?,Didn't you tell him anything?,0.9594146609306335
638,Через тебе я втратив голову.,You made me lose my mind.,You're the reason I lost my head.,0.8356932997703552
639,Ти мій типаж.,You're my type.,You're my type.,1.0000001192092896
640,Ти чарівний.,You're irresistible.,You're charming.,0.9487916231155396
641,Ти чарівна.,You're irresistible.,You're fascinating.,0.9621341228485107
642,"Ти не міг біг передзвонити пізніше, будь ласка?","Could you call again later, please?","Could you call back later, please?",0.9703071713447571
643,З ким я розмовляю?,Who am I talking with?,Who am I talking to?,0.9704470634460449
644,"Я згоден, але в мене є одна умова.","I accept, but only under one condition.","I agree, but I have one condition.",0.8738934397697449
645,"Я згоден, але за однієї умови.","I accept, but only under one condition.","I agree, but on one condition.",0.8916626572608948
646,"Посмiхнись зараз, поплачеш потiм!","Smile now, cry later!","You laugh now, you cry later!",0.8793114423751831
647,Життя прекрасне.,Life is beautiful.,Life is beautiful.,0.9999997019767761
648,Життя вдалося.,Life is beautiful.,Life was successful.,0.8872387409210205
649,Життя прекрасне!,Life is beautiful.,Life is beautiful!,0.9999997019767761
650,Я не можу стригти нігті і одночасно прасувати!,I can't cut my nails and do the ironing at the same time!,I can't cut my nails and iron them at the same time!,0.9574385285377502
651,Ти за чи проти абортів?,Are you for or against abortions?,Are you for or against abortion?,0.9794983267784119
652,Що змусило тебе змінити думку?,What made you change your mind?,What made you change your mind?,0.9999998807907104
653,Що змусило вас змінити думку?,What made you change your mind?,What made you change your mind?,0.9999998807907104
654,"Ну-мо, поглянь, мавпа з трьома головами!","Hey, look, a three-headed monkey!","Well, look, a three-headed monkey!",0.9633868932723999
655,Я обожнюю лазанью.,I love lasagna.,I love lasagna.,0.9999997615814209
656,Я люблю лазанью.,I love lasagna.,I love lasagna.,0.9999997615814209
657,Я в лікарні. У мене влучила блискавка.,I'm at the hospital. I got struck by lightning.,"I'm at the hospital, I got hit by lightning.",0.9931964874267578
658,Що для тебе є найбільшим джерелом наснаги?,What is your greatest source of inspiration?,What is your greatest source of inspiration?,0.9999999403953552
659,Що для тебе найкраще джерело натхнення?,What is your greatest source of inspiration?,What is your best source of inspiration?,0.9842530488967896
660,В теорії немає різниці між теорією та практикою. Але на практиці є.,"In theory, there is no difference between theory and practice. But, in practice, there is.","There is no difference in theory between theory and practice, but in practice there is.",0.9788875579833984
661,"В цьому світі існують настільки голодні люди, що бог може з'явитися до них лише у вигляді хліба.","There are people in the world so hungry, that God cannot appear to them except in the form of bread.",There are so many hungry people in this world that God can only appear to them as bread.,0.9149614572525024
662,"Я перечитував листи, які ти мені надіслав.",I was rereading the letters you sent to me.,I was rereading the letters you sent to me.,0.9999998807907104
663,"Я перечитував листи, які ти мені надіслала.",I was rereading the letters you sent to me.,I was rereading the letters you sent me.,0.9825254678726196
664,"Я перечитувала листи, які ти мені надіслав.",I was rereading the letters you sent to me.,I've been rereading the letters you sent to me.,0.9658335447311401
665,"Я перечитувала листи, які ти мені надіслала.",I was rereading the letters you sent to me.,I've been rereading the letters you sent me.,0.9476026296615601
666,Я не хочу йти до школи.,I don't want to go to school.,I don't want to go to school.,0.9999999403953552
667,Не хочу в школу.,I don't want to go to school.,I don't want to go to school.,0.9999999403953552
668,Я не хочу ходити до школи.,I don't want to go to school.,I don't want to go to school.,0.9999999403953552
669,Між нами все скінчено. Віддай мені перстень!,It's over between us. Give me back my ring!,It's over between us. Give me the ring!,0.9643950462341309
670,Йде дощ.,It is raining.,It's raining.,0.92915278673172
671,Падає дощ.,It is raining.,It's raining.,0.92915278673172
672,Дощить.,It is raining.,It's raining.,0.92915278673172
673,"Я планував піти сьогодні на пляж, але потім почало дощити.","I was planning on going to the beach today, but then it started to rain.","I planned to go to the beach today, but then it started to rain.",0.9777123928070068
674,"Вона дуже розумна, чи не так?","She's really smart, isn't she?","She's very smart, isn't she?",0.9813086986541748
675,"Вона насправді розумна, правда?","She's really smart, isn't she?","She's really smart, isn't she?",1.0
676,Справедливість дорого коштує.,Justice is expensive.,Justice is expensive.,1.0000003576278687
677,Справедливість коштує дорого.,Justice is expensive.,Justice is expensive.,1.0000003576278687
678,Правосуддя коштує дорого.,Justice is expensive.,Justice is expensive.,1.0000003576278687
679,"Життя — смертельна хвороба, що передається статевим шляхом.",Life is a fatal sexually transmitted disease.,Life is a deadly sexually transmitted disease.,0.9854251146316528
680,Я завтра вчитимуся в бібліотеці.,"Tomorrow, I'm going to study at the library.",I'm going to study at the library tomorrow.,0.9662935137748718
681,Я завтра займатимуся в бібліотеці.,"Tomorrow, I'm going to study at the library.",I'm going to study at the library tomorrow.,0.9662935137748718
682,Запізно.,Too late.,Too late.,0.9999999403953552
683,Вчора я ходив до зоопарку.,I went to the zoo yesterday.,I went to the zoo yesterday.,0.9999999403953552
684,Вчора я ходила до зоопарку.,I went to the zoo yesterday.,I went to the zoo yesterday.,0.9999999403953552
685,Ми виграли битву.,We won the battle.,We won the battle.,1.0000001192092896
686,Гей! Ти ще тут?,Hello? Are you still here?,"Hey, are you still here?",0.9457101821899414
687,Алло? Ти ще там?,Hello? Are you still here?,Are you still there?,0.921686589717865
688,Я готую обід щодня.,I make lunch every day.,I cook lunch every day.,0.9731607437133789
689,Я готую ланч щодня.,I make lunch every day.,I make lunch every day.,1.0
690,Сьогодні вранці я дивився телевізор.,I watched TV this morning.,I watched TV this morning.,1.0
691,Сьогодні вранці я дивилася телевізор.,I watched TV this morning.,I watched TV this morning.,1.0
692,Я читав книжку під час їжі.,I read a book while eating.,I read a book while eating.,1.0000001192092896
693,"Я читав книжку, поки їв.",I read a book while eating.,I read a book while eating.,1.0000001192092896
694,Я читала книжку під час їжі.,I read a book while eating.,I read a book while eating.,1.0000001192092896
695,"Я читала книжку, поки їла.",I read a book while eating.,I read a book while eating.,1.0000001192092896
696,Я почав вивчати китайську минулого тижня.,I started learning Chinese last week.,I started learning Chinese last week.,1.0
697,Я почала вивчати китайську минулого тижня.,I started learning Chinese last week.,I started learning Chinese last week.,1.0
698,Минулого тижня я почав вивчати китайську.,I started learning Chinese last week.,I started learning Chinese last week.,1.0
699,Минулого тижня я почала вивчати китайську.,I started learning Chinese last week.,I started learning Chinese last week.,1.0
700,Твої окуляри впали.,Your glasses fell on the floor.,Your glasses fell.,0.8726682662963867
701,В тебе окуляри впали на землю.,Your glasses fell on the floor.,Your glasses fell on the ground.,0.9721358418464661
702,Твої окуляри впали на підлогу.,Your glasses fell on the floor.,Your glasses fell on the floor.,1.0
703,Ваші окуляри впали на підлогу.,Your glasses fell on the floor.,Your glasses fell on the floor.,1.0
704,Скільки разів на день ти дивишся на себе у дзеркало?,How many times a day do you look at yourself in the mirror?,How many times a day do you look at yourself in the mirror?,0.9999997615814209
705,Скільки разів на день ти дивишся на себе у люстерко?,How many times a day do you look at yourself in the mirror?,How many times a day do you look at yourself in the mirror?,0.9999997615814209
706,Скільки разів на день ви дивитеся на себе у дзеркало?,How many times a day do you look at yourself in the mirror?,How many times a day do you look at yourself in the mirror?,0.9999997615814209
707,Скільки разів на день ви дивитеся на себе у люстерко?,How many times a day do you look at yourself in the mirror?,How many times a day do you look at yourself in the mirror?,0.9999997615814209
708,Ми поїхали до Лондона минулого року.,We went to London last year.,We went to London last year.,1.0000001192092896
709,Вона не хоче про це говорити.,She doesn't want to talk about it.,She doesn't want to talk about it.,1.0000001192092896
710,Я втратив натхнення.,I lost my inspiration.,I lost my inspiration.,1.0
711,Я втратила натхнення.,I lost my inspiration.,I lost my inspiration.,1.0
712,Це не має ніякого значення!,It doesn't mean anything!,It doesn't matter!,0.8673982620239258
713,"Зачини двері, коли будеш іти.",Close the door when you leave.,Close the door when you leave.,0.9999999403953552
714,"Зачиніть двері, коли будете йти.",Close the door when you leave.,Close the door when you leave.,0.9999999403953552
715,"Якщо немає рішення, то нема й проблеми.","If there's no solution, then there's no problem.","If there's no solution, there's no problem.",0.9768665432929993
716,Мій молодший брат дивиться телевізор.,My little brother is watching TV.,My younger brother is watching TV.,0.9654567241668701
717,"Так, це трапляється час від часу.","Yes, it happens from time to time.","Yeah, it happens from time to time.",0.9801482558250427
718,Добре мати ідеали... ви так не думаєте?,It is good to have ideals... don't you think?,It's good to have ideals... don't you think?,0.9782223701477051
719,"Мати ідеали - це добре, .. як гадаєш?",It is good to have ideals... don't you think?,"It's good to have ideals, don't you think?",0.9782223701477051
720,Люди в усьому світі завжди борються за більшу свободу та рівність.,People in the world are always advocating for more freedom and equality.,People all over the world are always fighting for greater freedom and equality.,0.9568025469779968
721,"Якщо ви не прислухаєтеся до нас, ми будемо вимушені застосувати силу.","If you don't listen to us, we will have to resort to coercion.","If you don't listen to us, we're going to have to apply force.",0.9211276173591614
722,Голод для нього був абстрактним поняттям; в нього завжди було достатньо їжі.,"To him, hunger was an abstract concept; he always had enough to eat.",His hunger was abstract; he always had enough to eat.,0.9447492957115173
723,"Це залежить від того, що ви називаєте ""вірою"" у бога.","It depends what you mean by ""believe"" in God.",It depends on what you call faith in God.,0.8848963379859924
724,"Батьки відмовилися б від мого брата, якби дізналися, що він ґей.",My parents would repudiate my brother if they ever found out he was gay.,My parents would have rejected my brother if they had found out he was gay.,0.9194980263710022
725,Тим - великий прихильник сатиричної комедії.,Tim is a huge fan of satirical comedy.,Tim is a big fan of satirical comedy.,0.9949396848678589
726,Я дуже люблю свою роботу.,I like my job very much.,I love my job very much.,0.9711506366729736
727,Маленький вогонь в лісі може легко поширитися і швидко стати величезною пожежею.,A small forest fire can easily spread and quickly become a great conflagration.,A small fire in a forest can easily spread and quickly become a huge fire.,0.9253972768783569
728,Ти мені снилася.,I dreamt about you.,I dreamed of you.,0.931918740272522
729,Я не програю!,I won't lose!,I won't lose!,1.0
730,Я запізнився до школи.,I was late to school.,I was late for school.,0.9686487913131714
731,Заняття скоро розпочнуться знову.,Classes are starting again soon.,Classes will start again soon.,0.9519829154014587
732,Але ж ти ніколи мені про це не розповідала!,But you've never told me about this!,But you never told me about it!,0.9421610236167908
733,Але ти мені ніколи про це не казав!,But you've never told me about this!,But you never told me about it!,0.9421610236167908
734,Я змінив розмітку свого сайту.,I've changed my website's layout.,I've changed my site's layout.,0.9833086729049683
735,Я змінила розмітку свого сайту.,I've changed my website's layout.,I changed my website's layout.,0.9541981220245361
736,В тебе було повно часу.,You had plenty of time.,You had plenty of time.,1.0000001192092896
737,В тебе було багато часу.,You had plenty of time.,You had plenty of time.,1.0000001192092896
738,Припини мене критикувати!,Stop criticizing me!,Stop criticizing me!,1.0000001192092896
739,Перестань мене критикувати!,Stop criticizing me!,Stop criticizing me!,1.0000001192092896
740,Перестаньте мене критикувати!,Stop criticizing me!,Stop criticizing me!,1.0000001192092896
741,"Ну ж бо, поговори зі мною, Транґу.","Come on! Talk to me, Trang.","Come on, talk to me, Trang.",1.0000001192092896
742,Я майже закінчив.,I'm almost done.,I'm almost done.,1.0
743,Я майже закінчила.,I'm almost done.,I'm almost done.,1.0
744,Я майже скінчив.,I'm almost done.,I'm almost done.,1.0
745,Я майже скінчила.,I'm almost done.,I'm almost done.,1.0
746,Візьми інший стілець!,Take the other chair!,Take another chair!,0.9066766500473022
747,Скільки залишилося бутербродів?,How many sandwiches are there left?,How many sandwiches are left?,0.9772320985794067
748,Скільки канапок лишилось?,How many sandwiches are there left?,How many sandwiches are left?,0.9772320985794067
749,Я не буду опускатися до його рівня.,I won't lower myself to his level.,I won't go down to his level.,0.9318009614944458
750,З вікна нам було видно захід сонця.,We could see the sunset from the window.,We could see the sunset from the window.,0.9999998807907104
751,Це зводить мене з глузду.,It's driving me crazy.,It's driving me crazy.,1.0
752,"Ти сказав, що я ніколи не зможу виграти?",Did you say that I could never win?,Did you say I could never win?,0.983250617980957
753,"Ти сказала, що я ніколи не зможу перемогти?",Did you say that I could never win?,Did you say I could never win?,0.983250617980957
754,"Ти сказав, що мені ніколи не виграти?",Did you say that I could never win?,Did you say I'd never win?,0.9492936730384827
755,"Ти сказала, що мені ніколи не перемогти?",Did you say that I could never win?,Did you say I'd never win?,0.9492936730384827
756,На вулиці темно як у льоху.,It's all dark outside.,It's as dark as a lion outside.,0.855276882648468
757,Що сталося? Вода по всій хаті!,What happened? There's water all over the apartment.,What happened? The water's all over the house!,0.9466119408607483
758,"Ви будете говорити і робити те, що ваші батьки говорили і робили, навіть якщо ви присягнетеся, що ніколи не зробили би це.","You will say and do things your parents said and did, even if you swore you would never do them.","You will say and do what your parents said and did, even if you swear you would never do it.",0.9711512923240662
759,Я застарий для цього світу.,I am too old for this world.,I'm too old for this world.,0.9665884971618652
760,"Життя починається тоді, коли ви готові його жити.",Life begins when you're ready to live it.,Life begins when you're ready to live it.,0.9999998211860657
761,Вчитися ніколи не пізно.,It is never too late to learn.,It's never too late to learn.,0.9602119326591492
762,"Зараз лише п'ята година ранку, але вже світло.","It's just five in the morning, but nevertheless it is light out.","It's only five o'clock in the morning, but it's already light.",0.9161493182182312
763,Він розповів мені історію свого життя.,He told me the story of his life.,He told me the story of his life.,1.0
764,"Навіть не знаю, чи створений я для цього світу.",I wonder if I am made for this world.,I don't know if I'm made for this world.,0.9132861495018005
765,Про що ви говорите!?,What are you talking about?,What are you talking about?,1.0
766,Я хочу цукерку.,I want a piece of candy.,I want some candy.,0.9396572709083557
767,Хочу цукерку.,I want a piece of candy.,I want some candy.,0.9396572709083557
768,"Я знав, що сьогодні буде весело.",I knew that today would be fun.,I knew today would be fun.,0.9807447195053101
769,"Я знала, що сьогодні буде весело.",I knew that today would be fun.,I knew today would be fun.,0.9807447195053101
770,"Це може здатися притягнутим за волосся, але це реальна проблема.","It might sound far-fetched, but this is a real problem.","It might seem like hair drawn, but it's a real problem.",0.8689082264900208
771,Коли ми їмо? Я зголоднів!,When are we eating? I'm hungry!,When are we eating? I'm hungry!,0.9999999403953552
772,Коли ми будемо їсти? Я голодний!,When are we eating? I'm hungry!,When are we going to eat? I'm hungry!,0.9629542827606201
773,У мене завтра заняття.,I have class tomorrow.,I have classes tomorrow.,0.9802789688110352
774,Не можу в це повірити!,I can't believe it!,I can't believe it!,1.0
775,"«Дякую», — «Нема за що».","""Thank you."" ""You're welcome.""","Thank you, um, for what.",0.7768140435218811
776,"«Дякую», — «На здоров'я».","""Thank you."" ""You're welcome.""","Thank you very much for the article ""The Bible's Viewpoint: How Can You Find It?, "" published by the Watchtower Bible and Tract Society of New York, Inc.",0.6720860600471497
777,"""Дякую."" ""Будь ласка.""","""Thank you."" ""You're welcome.""","""Thank you."" ""Please.""",0.9227529764175415
778,"""Дякую."" ""Прошу.""","""Thank you."" ""You're welcome.""","""Thank you."" ""You're welcome.""",0.9999999403953552
779,"""Дякую."" ""Дуже прошу.""","""Thank you."" ""You're welcome.""","""Thank you."" ""You're welcome.""",0.9999999403953552
780,"""Спасибi."" ""Прошу.""","""Thank you."" ""You're welcome.""","""Thank you."" ""Please.""",0.9227529764175415
781,"""Дякую"". — ""Прошу"".","""Thank you."" ""You're welcome.""",Thank you.,0.8142942190170288
782,"""Спасибі"". — ""Нема за що"".","""Thank you."" ""You're welcome.""","""Thank you"".",0.9170545339584351
783,"""Дякую"". — ""Нема за що"".","""Thank you."" ""You're welcome.""","""Thank you."" (Laughter)",0.799442708492279
784,"Як вимовляється ""pronounce""?","How do you pronounce ""pronounce""?","How do you pronounce ""pronounce""?",0.9999998807907104
785,Зима — моя улюблена пора року.,Winter is my favorite season.,Winter is my favorite season.,1.0000001192092896
786,"Факти вказують, що оптимальною тривалістю лекції є 30, а не 60 хвилин.",The data suggest that the optimum length of a lecture may be 30 instead of 60 minutes.,The facts indicate that the optimal duration of the lecture is 30 minutes rather than 60 minutes.,0.9231366515159607
787,Я багато чому навчився від тебе.,I learned a lot from you.,I learned a lot from you.,1.0000001192092896
788,Я багато чому від тебе навчився.,I learned a lot from you.,I learned a lot from you.,1.0000001192092896
789,Я багато чому від вас навчився.,I learned a lot from you.,I learned a lot from you.,1.0000001192092896
790,Я від тебе багато чому навчився.,I learned a lot from you.,I learned a lot from you.,1.0000001192092896
791,Я від вас багато чому навчився.,I learned a lot from you.,I learned a lot from you.,1.0000001192092896
792,Ми багато гуляли.,We walked a lot.,We walked a lot.,1.0000001192092896
793,Я провів у потязі дванадцять годин.,I spent twelve hours on the train.,I spent twelve hours on the train.,1.0000001192092896
794,Я дванадцять годин провів у потязі.,I spent twelve hours on the train.,I spent twelve hours on the train.,1.0000001192092896
795,Я дванадцять годин провела у потязі.,I spent twelve hours on the train.,I spent twelve hours on the train.,1.0000001192092896
796,Я провела у потязі дванадцять годин.,I spent twelve hours on the train.,I spent twelve hours on the train.,1.0000001192092896
797,Вона захворіла у ці вихідні.,She got sick this weekend.,She got sick this weekend.,0.9999998807907104
798,"Зачекай, хтось стукає до мене у двері.","Hold on, someone is knocking at my door.","Wait, somebody's knocking on my door.",0.8968231081962585
799,Він багатий. Йому не потрібні гроші!,He's rich. He doesn't need money!,He's rich. He doesn't need money!,0.9999999403953552
800,Він спить як немовля.,He's sleeping like a baby.,He sleeps like a baby.,0.930417537689209
801,Він спить як дитина.,He's sleeping like a baby.,He sleeps like a baby.,0.930417537689209
802,"Він спить, як немовля.",He's sleeping like a baby.,He sleeps like a baby.,0.930417537689209
803,Він спить як дитя.,He's sleeping like a baby.,He's sleeping like a baby.,1.0
804,"Вони надто шумлять, я не можу сконцентруватися.",They're making too much noise. I can't concentrate.,"It's too noisy, I can't concentrate.",0.90191251039505
805,Хочу масаж. Мені треба розслабитися.,I want a massage. I need to relax.,I want a massage. I need to relax.,1.0
806,Ти хворий. Тобі потрібно відпочити.,You're sick. You have to rest.,You're sick. You need to rest.,0.9872040748596191
807,Ти хвора. Тобі потрібно відпочити.,You're sick. You have to rest.,You're sick. You need to rest.,0.9872040748596191
808,Ви хвора. Вам потрібно відпочити.,You're sick. You have to rest.,You're sick. You need to rest.,0.9872040748596191
809,Ви хворі. Вам потрібно відпочити.,You're sick. You have to rest.,You're sick. You need to rest.,0.9872040748596191
810,Ви хворий. Вам потрібно відпочити.,You're sick. You have to rest.,You're sick. You need to rest.,0.9872040748596191
811,Вона вимагає неможливого.,She's asking for the impossible.,She demands the impossible.,0.8929389119148254
812,Вона просить про неможливе.,She's asking for the impossible.,She's asking for the impossible.,1.0
813,Він зник без сліду.,He disappeared without a trace.,He disappeared without a trace.,1.0
814,Він зник безслідно.,He disappeared without a trace.,He disappeared without a trace.,1.0
815,Він безслідно зник.,He disappeared without a trace.,He disappeared without a trace.,1.0
816,"Я можу покласти долоні на підлогу, не згинаючи коліна.",I can place the palms of my hands on the floor without bending my knees.,I can place my hands on the floor without bending my knees.,0.9728924036026001
817,Не може бути прогресу без спілкування.,There cannot be progress without communication.,There can be no progress without communication.,0.9677072167396545
818,"Кожен хотів би вірити, що мрії можуть збутися.",Everyone would like to believe that dreams can come true.,Everyone would like to believe that dreams can come true.,1.0
819,Кращий спосіб реалізувати свої мрії - це прокинутися.,The best way to make your dreams come true is to wake up.,A better way to fulfill your dreams is to wake up.,0.9330384731292725
820,Світ не крутиться довкола тебе.,The world doesn't revolve around you.,The world doesn't revolve around you.,0.9999999403953552
821,Світ повний дурнів.,The world is full of fools.,The world is full of fools.,1.0
822,У світі повно дурнів.,The world is full of fools.,The world is full of fools.,1.0
823,"Ви хочете сказати, що моє життя у небезпеці?",Are you saying my life is in danger?,Are you saying my life is in danger?,1.0
824,"У тебе є ідея щодо того, на що схоже моє життя?",Do you have any idea what my life is like?,Do you have any idea what my life looks like?,0.9808570146560669
825,"Ти хоч уявляєш собі, на що схоже моє життя?",Do you have any idea what my life is like?,Do you have any idea what my life is like?,0.9999999403953552
826,"Ви хоч уявляєте собі, на що схоже моє життя?",Do you have any idea what my life is like?,Do you have any idea what my life is like?,0.9999999403953552
