Unnamed: 0,de,uk,TRANSLATION,meteor_score
517,Das hat mich gerettet.,Це мене врятувало.,Це врятувало мене.,0.5
518,Das hat nichts mit euch zu tun.,Це не має до вас жодного відношення.,Це не має нічого спільного з вами.,0.4206349206349207
519,Das hat nichts mit euch zu tun.,Це не має до вас жодного стосунку.,Це не має нічого спільного з вами.,0.4206349206349207
520,Das hat nichts mit Ihnen zu tun.,Це не має до вас жодного відношення.,Це не має нічого спільного з вами.,0.4206349206349207
521,Das hat niemand von uns vor.,Ніхто з нас не планує це зробити.,Ніхто з нас такого не має.,0.5434782608695652
522,Das hätte ich beinahe vergessen.,Я мало не забув цього зробити.,Я мало не забув.,0.6842672413793103
523,Das hat Tom gar nicht gesagt.,Том цього не казав.,Том цього не казав.,0.9921875
524,Das Haus brennt.,Дім горить!,Будинок горить.,0.25
525,"Das Haus ist komplett abgebrannt, bevor die Feuerwehr kam.","До того часу, як приїхала пожежна бригада, весь будинок згорів.","Цей будинок повністю згорів, перш ніж прийшли пожежники.",0.10204081632653061
526,Das Haus ist rot.,Будинок червоний.,Будинок червоний.,0.9375
527,Das Haus war leer bis auf eine Katze.,"Будинок був пустим, за винятком кота.","Будинок був порожній, крім кішки.",0.3177966101694915
528,Das Haus wurde durch Feuer zerstört.,Будинок був зруйнований вогнем.,Будинок був зруйнований вогнем.,0.9921875
529,Das Heidentum ist viel näher an der Natur als das Christentum.,"Язичництво набагато ближче до природи, ніж християнство.","Язичество набагато ближче до природи, ніж християнство.",0.8551587301587302
530,Das hier ergibt keinen Sinn.,Це без сенсу.,Тут немає сенсу.,0.16666666666666666
531,Das hier ergibt keinen Sinn.,Це не має сенсу.,Тут немає сенсу.,0.12820512820512822
532,"Das hier ist haargenau das Buch, nach dem ich suchte.","Це саме та книга, яку я шукав.","Це точно та книга, яку я шукав.",0.8412698412698414
533,Das hier ist mein Bruder Tom.,Це мій брат Том.,Це мій брат Том.,0.9921875
534,Das hoffe ich.,"Сподіваюся, що так.",Сподіваюся.,0.17857142857142855
535,Das hoffe ich.,Я на це сподіваюся.,Сподіваюся.,0.13513513513513511
536,Das interessiert mich nicht.,Це мене не цікавить.,Мене це не цікавить.,0.7890625
537,Das ist alles deine Schuld!,Це все твоя вина.,Це все твоя провина!,0.7361111111111112
538,Das ist alles deine Schuld!,Це все твоя провина.,Це все твоя провина!,0.9921875
539,"Das ist alles, was ich versprechen kann.","Це все, що я можу пообіцяти.","Це все, що я можу обіцяти.",0.8300000000000002
540,Das ist alles?,Це все?,Це все?,0.9814814814814815
541,Das ist auch wahr.,Це також вірно.,Це теж правда.,0.16666666666666666
542,Das ist auf meinem Mist gewachsen.,Це була моя ідея.,Це виросло на моїй дупі.,0.12195121951219512
543,Das ist bequem.,Зручно.,Це зручно.,0.45454545454545453
544,"Das ist besser, oder?","Так краще, так?","Це краще, чи не так?",0.6084656084656085
545,Das ist besser.,Так краще.,Це краще.,0.25
546,Das ist besser.,Так ліпше.,Це краще.,0.0
547,Das ist Copacabana!,Це Копакабана!,Це Копакабана!,0.9375
548,"Das ist das Dümmste, was ich je gesagt habe.","Це найбільша нісенітниця, яку я коли-небудь казав.","Це найпривабливіша річ, яку я коли-небудь говорив.",0.5357142857142857
549,Das ist das Interessanteste.,Це саме цікаве.,Це найцікавіше.,0.17241379310344826
550,Das ist das letzte Mal.,Це в останній раз.,Це останній раз.,0.6552706552706553
551,Das ist dein Buch.,Це твоя книжка.,Це твоя книга.,0.625
552,Das ist deine Aufgabe.,Це твоя робота.,Це твоє завдання.,0.16666666666666666
553,Das ist dein Hauptproblem.,Це твоя головна проблема.,Це твоя основна проблема.,0.6388888888888888
554,"Das ist dein Hut, oder?","Це твій капелюх, так?","Це твій капелюх, так?",0.996
555,Das ist dein Platz.,Це твоє місце.,Це твоє місце.,0.9814814814814815
556,Das ist deins.,Це твій.,Це твоя.,0.25
557,"Das ist der Grund, weshalb ich herkam.","Це і є причина, чому я сюди прийшов.",Ось чому я прийшов сюди.,0.40990259740259744
558,Das ist der heißeste Sommer seit 50 Jahren.,Це найспекотніше літо за п’ятдесят років.,Це найспекотніше літо за 50 років.,0.6205128205128205
559,Das ist der letzte Zug.,Це останній потяг.,Це останній хід.,0.625
560,"Das ist der Mann, den ich gut kenne.","Це людина, яку я добре знаю.","Це той чоловік, якого я добре знаю.",0.6147540983606558
561,Das ist der Rechner meiner Mutter.,Це комп'ютер моєї мами.,Це комп'ютер моєї матері.,0.7361111111111112
562,Das ist der wichtigste Grund.,Це найважливіша причина.,Це найважливіша причина.,0.9814814814814815
563,Das ist die Ansicht eines Dilettanten.,Це думка дилетанта.,Ось як виглядає дилетант.,0.0
564,Das ist die einzige Möglichkeit.,Це єдина можливість.,Це єдина можливість.,0.9814814814814815
565,Das ist die erste Reise meines Lebens.,Це перша подорож у моєму житті.,Це перша подорож мого життя.,0.4990583804143125
566,Das ist die Kamera meiner Schwester.,Це фотоапарат моєї сестри.,Це камера моєї сестри.,0.6388888888888888
567,"Das ist doch nicht so einfach, wie ich dachte.","Це не так просто, як мені здавалося.","Це не так просто, як я думав.",0.7114285714285714
568,Das ist durchaus möglich.,Це цілком можливо.,Це можливо.,0.3448275862068965
569,Das ist ein Adverb.,Це прислівник.,Це прислівник.,0.9375
570,Das ist ein altes Gesetz.,Це стародавній закон.,Це старий закон.,0.3333333333333333
571,Das ist ein Boot.,Це човен.,Це човен.,0.9375
572,Das ist ein Buch über Fettleibigkeit.,Ця книга про ожиріння.,Це книга про ожиріння.,0.7361111111111112
573,Das ist ein Buch über Sterne.,Ця книга про зірки.,Це книга про зірки.,0.7361111111111112
574,Das ist ein Buch über Tiere.,Ця книга про тварин.,Це книга про тварин.,0.7361111111111112
575,Das ist eine Ausnahme.,Це виняток.,Це виняток.,0.9375
576,Das ist eine bewiesene Tatsache.,Це доведений факт.,Це є доказальний факт.,0.32258064516129037
577,Das ist eine gute Antwort.,Це добра відповідь.,Це гарна відповідь.,0.3333333333333333
578,Das ist eine gute Idee!,Це гарна ідея!,Це гарна ідея!,0.9814814814814815
579,Das ist eine gute Regel.,Це хороше правило.,Це добре правило.,0.3333333333333333
580,Das ist eine gute Schule.,Це хороша школа.,Це гарна школа.,0.3333333333333333
581,"Das ist eine gute Zeitung, stimmt's?","Це хороша газета, чи не так?","Це гарна газета, так?",0.4641544117647058
582,Das ist eine japanische Puppe.,Це японська лялька.,Це японська лялька.,0.9814814814814815
583,Das ist eine Katastrophe.,Це катастрофа.,Це катастрофа.,0.9375
584,Das ist eine Kopie.,Це копія.,Це копія.,0.9375
585,Das ist eine lange Geschichte.,Це довга історія.,Це довга історія.,0.9814814814814815
586,Das ist eine Lüge!,Це брехня!,Це брехня!,0.9375
587,Das ist ein enormer Verlust.,Це величезна втрата.,Це величезна втрата.,0.9814814814814815
588,Das ist eine schwere Anschuldigung.,Це дуже серйозне звинувачення.,Це серйозне звинувачення.,0.6552706552706553
589,Das ist eine schwere Sprache.,Це тяжка мова.,Це важка мова.,0.3333333333333333
590,Das ist eine sehr einfache Idee.,Це дуже проста ідея.,Це дуже проста ідея.,0.9921875
591,"Das ist eine sehr heimtückische Krankheit. Man bemerkt sie erst, wenn es zu spät ist.","Це дуже підступна хвороба. Ти її не помічаєш, допоки не стає запізно.","Це дуже підступна хвороба, яку можна помітити лише тоді, коли вже надто пізно.",0.327995867768595
592,Das ist eine sehr schöne Blume.,Це дуже гарна квітка.,Це дуже гарна квітка.,0.9921875
593,Das ist eine Silbermünze.,Це срібна монета.,Це срібна монета.,0.9814814814814815
594,Das ist eine tolle Idee.,Це чудова ідея.,Це чудова ідея.,0.9814814814814815
595,Das ist eine Überraschung.,Це сюрприз.,Це сюрприз.,0.9375
596,Das ist eine wichtige Frage.,Це важливе питання.,Це важливе питання.,0.9814814814814815
597,Das ist ein Foto meiner Schwester.,Це фотографія моєї сестри.,Це фото моєї сестри.,0.6388888888888888
598,Das ist ein Foto.,Це фотографія.,Це фото.,0.25
599,Das ist ein Geschenk für dich.,Це подарунок тобі.,Це подарунок для тебе.,0.6048387096774195
600,Das ist ein Geschenk für dich.,Це тобі подарунок.,Це подарунок для тебе.,0.32258064516129037
601,Das ist ein Geschenk für Sie.,Це подарунок вам.,Це подарунок для вас.,0.6048387096774195
602,Das ist ein Geschenk für Sie.,Це подарунок для вас.,Це подарунок для вас.,0.9921875
603,Das ist ein Hotel.,Це готель.,Це готель.,0.9375
604,"Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.","Це маленький крок для людини, але величезний стрибок для людства.","Це малий крок для людини, але величезний стрибок для людства.",0.8950617283950617
605,Das ist ein kleines Buch.,Це маленька книжка.,Це маленька книжка.,0.9814814814814815
606,Das ist ein Löwe.,Це лев.,Це лев.,0.9375
607,Das ist ein Pferd.,Це кінь.,Це кінь.,0.9375
608,Das ist ein Problem.,Це проблема.,Це проблема.,0.9375
609,Das ist ein Riesenfehler.,Це величезна помилка.,Це велика помилка.,0.3333333333333333
610,Das ist ein rutschiger Abhang.,Це слизька доріжка.,Це слизький схил.,0.16666666666666666
611,Das ist ein Satz.,Це речення.,Це речення.,0.9375
612,Das ist ein Schneemann.,Це сніговик.,Це сніжник.,0.25
613,Das ist ein schönes T-Shirt.,Це гарна футболка.,Це гарна футболка.,0.9814814814814815
614,Das ist ein sehr nützliches Wörterbuch.,Це дуже корисний словник.,Це дуже корисний словник.,0.9921875
615,Das ist ein Verbrechen.,Це злочин.,Це злочин.,0.9375
616,Das ist ein ziemlich riskanter Beruf.,Це доволі ризикована робота.,Це досить ризикована робота.,0.6388888888888888
617,Das ist entsetzlich teuer.,Це надзвичайно дорого.,Це дуже дорого.,0.3333333333333333
618,Das ist Erpressung!,Це шантаж.,Це шантаж!,0.9375
619,Das ist er.,Це він.,Це він.,0.9375
620,Das ist etwas anderes.,То інша справа.,Це щось інше.,0.0
621,Das ist etwas anderes.,Це інша справа.,Це щось інше.,0.16666666666666666
622,Das ist eure Entscheidung.,Це ваше рішення.,Це ваш вибір.,0.16666666666666666
623,Das ist Fleisch.,Це м'ясо.,Це м'ясо.,0.9375
624,Das ist für dich.,Це тобі.,Це для тебе.,0.2380952380952381
625,Das ist für jetzt genug.,На даний момент досить.,Досить цього на даний момент.,0.9146341463414633
626,Das ist für jetzt genug.,Поки що вистачить.,Досить цього на даний момент.,0.0
627,Das ist für Sie.,Це вам.,Це для вас.,0.2380952380952381
628,Das ist gar nicht so übel!,Це не так вже й погано!,Це не так вже й погано!,0.9976851851851852
629,Das ist gefährlich.,Це небезпечно.,Це небезпечно.,0.9375
630,"Das ist genau das Buch, wonach ich gesucht habe.","Це саме та книга, яку я шукав.","Це саме та книжка, яку я шукала.",0.6914285714285714
631,"Das ist genau die Uhr, die ich letzte Woche verloren habe.","Це той самий годинник, що я загубив тиждень тому.","Це саме той годинник, який я втратив минулого тижня.",0.2222222222222222
632,"Das ist genug für heute, ich bin müde.","На сьогодні досить, я втомився.","На сьогодні вистачить, я втомився.",0.7500000000000001
633,Das ist gerechtfertigt.,Ци виправдано.,Це справедливо.,0.0
634,Das ist Gift.,Це отрута.,Це отрута.,0.9375
635,Das ist Herr Pedro.,Це пан Педро.,Це містер Педро.,0.3333333333333333
636,Das ist ihr Buch.,Це їхня книжка.,Це її книга.,0.16666666666666666
637,Das ist Ihre Entscheidung.,Це ваше рішення.,Це твій вибір.,0.16666666666666666
638,Das ist Ihr Problem.,Це ваша проблема.,Це ваша проблема.,0.9814814814814815
639,Das ist illegal.,Це незаконно.,Це незаконно.,0.9375
640,Das ist kein Apfelsinenbaum.,Це не апельсинове дерево.,Це не яблучне дерево.,0.6388888888888888
641,Das ist kein Blut. Das ist Rote Bete.,Це не кров. Це буряк.,Це не кров.,0.5324074074074074
642,"Das ist keine Schlange, sondern nur ein Stück Seil.",Це не змія. Це всього лише шматок мотузки.,"Це не змія, це лише шматок мотузки.",0.8757427021441488
643,Das ist kein Essen.,Це не їжа.,Це не їжа.,0.9814814814814815
644,Das ist keine zufällige Fügung.,Це не збіг обставин.,Це не просто випадковість.,0.46875
645,"Das ist kein Hebräisch, sondern Jiddisch.",Це не іврит. Це ідиш.,"Це не єврейська мова, а сідадда.",0.19607843137254904
646,Das ist kein Irrtum.,Це не помилка.,Це не помилка.,0.9814814814814815
647,Das ist kein Salz.,Це не сіль.,Це не сіль.,0.9814814814814815
648,Das ist kein Schwein; das ist ein Affe.,Це не свиня; це мавпа.,"Це не свиня, це мавпа.",0.8203389830508474
649,Das ist kein Spielzeug!,Це не іграшка!,Це не іграшка!,0.9814814814814815
650,Das ist kein Spiel!,Це не гра.,Це не гра!,0.9814814814814815
651,Das ist kein Tiger.,Це не тигр.,Це не тигр.,0.9814814814814815
652,Das ist kein Trinkwasser.,Це непитна вода.,Це не питна вода.,0.32258064516129037
653,Das ist kein Trinkwasser.,Ця вода непитна.,Це не питна вода.,0.16129032258064518
654,Das ist kinderleicht!,Це дуже легко!,Це легко!,0.3448275862068965
655,Das ist komisch.,Це кумедно.,Це дивно.,0.25
656,Das ist leichter gesagt als getan.,"Простіше сказати, ніж зробити.","Це легше сказати, ніж зробити.",0.7181571815718157
657,Das ist leicht.,Це легко.,Це легко.,0.9375
658,Das ist lustig.,Це кумедно.,Це смішно.,0.25
659,Das ist mein Bruder Tom.,Це мій брат Том.,Це мій брат Том.,0.9921875
660,Das ist meine Angelegenheit.,Це моя справа.,Це моя справа.,0.9814814814814815
661,Das ist meine CD.,Це мій диск.,Це мій диск.,0.9814814814814815
662,Das ist meine Geschäftsadresse.,Це моя рабоча адреса.,Це моя ділова адреса.,0.6388888888888888
663,Das ist meine Großmutter.,Це моя бабуся.,Це моя бабуся.,0.9814814814814815
664,Das ist meine Hose.,Це мої штани.,Це мої штани.,0.9814814814814815
665,Das ist meine Idee.,Це моя ідея.,Це моя ідея.,0.9814814814814815
666,Das ist meine Küche.,Це моя кухня.,Це моя кухня.,0.9814814814814815
667,Das ist meine Lieblingsband.,Це моя улюблена група.,Це моя улюблена стрічка.,0.7361111111111112
668,Das ist meine Postleitzahl.,Це мій поштовий індекс.,Це мій поштовий індекс.,0.9921875
669,"Das ist mein erster Flug. Ich bin nervös, sagt Hiroshi.","Це мій перший політ. Я нервуюся, - каже Хіросі.","Це мій перший політ, я нервую, каже Хіроші.",0.66167290886392
670,Das ist meine Schwester Maria.,Це моя сестра Мері.,Це моя сестра Марія.,0.7361111111111112
671,Das ist meine Schwester. Sie heißt Julia.,Це моя сестра. Її звати Юля.,"Це моя сестра, її звати Джулія.",0.8300000000000002
672,Das ist meine Schwester.,Це моя сестра.,Це моя сестра.,0.9814814814814815
673,Das ist meine Uhr.,Цей годинник мій.,Це мій годинник.,0.3333333333333333
674,Das ist mein Fahrrad.,Це мій велосипед.,Це мій велосипед.,0.9814814814814815
675,Das ist mein Freund Tom.,Це мій друг Том.,Це мій друг Том.,0.9921875
676,Das ist mein Geld.,Це мої гроші.,Це мої гроші.,0.9814814814814815
677,Das ist mein letztes Wort.,Це моя остаточна відповідь.,Це моє останнє слово.,0.125
678,Das ist mein Lieblingsgericht.,Це моя улюблена страва.,Це моя улюблена страва.,0.9921875
679,Das ist mein Lieblingslied.,Це моя улюблена пісня.,Це моя улюблена пісня.,0.9921875
680,Das ist mein Lieblingsstuhl.,Це мій улюблений стілець.,Це моє улюблене крісло.,0.125
681,Das ist mein Lied!,Це моя пісня!,Це моя пісня!,0.9814814814814815
682,Das ist mein Schlafzimmer.,Це моя спальня.,Це моя спальня.,0.9814814814814815
683,Das ist mir egal.,Я не заперечую.,Мені байдуже.,0.0
684,Das ist mir völlig egal!,Мені цілком байдуже!,Мені байдуже!,0.3448275862068965
685,Das ist nicht das einzige Problem.,Це не єдина проблема.,Це не єдина проблема.,0.9921875
686,"Das ist nicht das, was ich bestellt habe.",Я не це замовляла.,"Це не те, що я замовив.",0.35714285714285715
687,Das ist nicht immer der Fall.,Це не завжди так.,Це не завжди так.,0.9921875
688,Das ist nicht komisch.,Це не смішно.,Це не дивно.,0.625
689,Das ist nicht legal.,Це незаконно.,Це не легально.,0.2380952380952381
690,Das ist nicht logisch.,Це нелогічно.,Це нелогічно.,0.9375
691,"Das ist nicht meine Meinung, nur meine Übersetzung!","Це не моя точка зору, а лише мій переклад!","Це не моя думка, а мій переклад!",0.6392045454545455
692,"Das ist nicht mein Haus, nein.","Ні, це не мій будинок.","Це не мій будинок, ні.",0.968
693,Das ist nicht möglich!,Це неможливо!,Це неможливо!,0.9375
694,Das ist nichts für dich.,Це не тобі.,Це не для тебе.,0.6048387096774195
695,Das ist nicht sicher.,Це не є безпечним.,Це небезпечно.,0.13157894736842105
696,"Das ist nichts, was jeder Beliebige tun kann.","Це не те, що може зробити кожен.","Це не те, що будь-хто може зробити.",0.8412698412698414
697,Das ist nicht Tom.,Це не Том.,Це не Том.,0.9814814814814815
698,Das ist nicht unmöglich.,Це не неможливо.,Це можливо.,0.17241379310344826
699,Das ist nicht verkäuflich.,Це не на продаж.,Це не продається.,0.48076923076923084
700,"Das ist nicht, was ich bestellt habe.",Я не це замовляв.,"Це не те, що я замовив.",0.35714285714285715
701,"Das ist nicht, was ich bestellt habe.",Я не це замовляла.,"Це не те, що я замовив.",0.35714285714285715
702,Das ist nicht wichtig.,Це не має значення.,Це не важливо.,0.48076923076923084
703,Das ist nicht zum Lachen!,Це не смішно!,Це не смішно!,0.9814814814814815
704,Das ist nicht zum Lachen!,Це не смішно.,Це не смішно!,0.9814814814814815
705,Das ist nur ein Placebo.,Це лише плацебо.,Це просто плацебо.,0.3333333333333333
706,Das ist original.,Оригінально.,Це оригінально.,0.45454545454545453
707,Das ist reine Zeitverschwendung.,Це тільки даремна трата часу.,Це марнування часу.,0.20833333333333331
708,Das ist richtig!,Вірно!,Це правильно!,0.0
709,Das ist Sabotage.,Це саботаж.,Це Сабота.,0.25
710,Das ist schon aus der Mode.,Це вже не в моді.,Це вже не мода.,0.600907029478458
711,Das ist sehr großzügig von Ihnen.,Це дуже великодушно з вашого боку.,Це дуже щедро від вас.,0.3177966101694915
712,Das ist sehr schlecht.,Це дуже погано.,Це дуже погано.,0.9814814814814815
713,Das ist sehr teuer.,Це надзвичайно дорого.,Це дуже дорого.,0.3333333333333333
714,Das ist sehr unprofessionell.,Це дуже непрофесійно.,Це дуже непрофесійно.,0.9814814814814815
715,Das ist sein Auto.,Це його машина.,Це його машина.,0.9814814814814815
716,Das ist seine Formel.,Це його формула.,Це його формула.,0.9814814814814815
717,Das ist seine Meinung.,Це його думка.,Він так думає.,0.0
718,Das ist sein Haus.,Цей будинок належить йому.,Це його будинок.,0.12820512820512822
719,Das ist sein Pferd.,Це її кінь.,Це його кінь.,0.3333333333333333
720,Das ist sein Pferd.,Це його кінь.,Це його кінь.,0.9814814814814815
721,Das ist so klar wie Kloßbrühe.,Це ясно як божий день.,Це точно як клонування.,0.20408163265306123
722,Das ist so langweilig.,Це так нудно.,Це так нудно.,0.9814814814814815
723,"Das ist Tom, mein Kollege.","Це Том, мій колега.","Це Том, мій колега.",0.9921875
724,Das ist Toms Familie.,Це родина Тома.,Це сім'я Тома.,0.3125
725,Das ist Toms Job.,Це робота Тома.,Це робота Тома.,0.9814814814814815
726,Das ist Toms Schirm.,Це парасолька Тома.,Це парасолька Тома.,0.9814814814814815
727,Das ist Toms Vater.,Це тато Тома.,Це батько Тома.,0.3333333333333333
728,Das ist Tom.,Це Том.,Це Том.,0.9375
729,Das ist ungewöhnlich.,Це незвично.,Це незвично.,0.9375
730,Das ist unmöglich.,Це неможливо.,Це неможливо.,0.9375
731,Das ist unser Auto.,Це наша машина.,Це наша машина.,0.9814814814814815
732,Das ist unser Baseballplatz.,Це наше бейсбольне поле.,Це наше поле для бейсболу.,0.6233062330623306
733,Das ist unsere Chance.,Це наш шанс.,Це наш шанс.,0.9814814814814815
734,Das ist unsere Schule.,Це наша школа.,Це наша школа.,0.9814814814814815
735,Das ist verständlich.,Це зрозуміло.,Це зрозуміло.,0.9375
736,Das ist völlig verständlich.,Це цілком зрозуміло.,Це зрозуміло.,0.3448275862068965
737,Das ist von meinem Vater.,Це належить батьку.,Це від мого батька.,0.16129032258064518
738,Das ist von Tom.,Це від Тома.,Це від Тома.,0.9814814814814815
739,Das ist vor drei Tagen passiert.,Це було три дні тому.,Це сталося три дні тому.,0.7500000000000001
740,Das ist Wasser.,Це вода.,Це вода.,0.9375
741,Das ist wirklich eine nette Überraschung!,Це насправді добрий сюрприз!,Яка ж приємна несподіванка!,0.0
742,Das ist wirklich großartig!,Це дивовижно!,Це справді чудово!,0.2380952380952381
743,Das ist wirklich traurig.,Це справді сумно.,Це дуже сумно.,0.3333333333333333
744,Das ist zu teuer.,Це задорого!,Це надто дорого.,0.2380952380952381
745,Das ist zu teuer!,Це занадто дорого!,Це надто дорого!,0.3333333333333333
746,Das ist zu teuer.,Це занадто дорого!,Це надто дорого.,0.3333333333333333
747,Das Jobangebot steht noch.,Пропозиція роботи ще в силі.,Ще є попит на роботу.,0.10000000000000002
748,Das kann jeder.,Будь-хто може це зробити.,Так може бути будь-хто.,0.25
749,Das kann jeder.,Кожен може це зробити.,Так може бути будь-хто.,0.125
750,Das kann man in jedem Wörterbuch nachsehen.,Це є в будь-якому словнику.,Ви можете перевірити це в кожному словнику.,0.28846153846153844
751,Das kann nur sie sein.,Це може бути лише вона.,Це може бути тільки вона.,0.7500000000000001
752,Das kannst du nicht machen.,Не можна цього робити.,Ти не можеш цього зробити.,0.24390243902439024
753,Das Kind folgte mir zum Park.,Дитина пішла за мною до парку.,Дитина пішла за мною в парк.,0.6614583333333333
754,Das klingt vernünftig.,Звучить резонно.,Це звучить розумно.,0.2380952380952381
755,Das klippklar.,Це ясно як божий день.,Ясно.,0.10869565217391304
756,Das Klopapier ist alle!,Закінчився туалетний папір!,Клонковий папір - це все!,0.15625
757,Das kommt auf den Zusammenhang an.,Це залежить від контексту.,Це залежить від контексту.,0.9921875
758,Das kommt mir spanisch vor.,Для мене це китайська грамота.,Таке трапляється і по-іспанськи.,0.0
759,Das könnte dich vielleicht interessieren.,Це може тебе зацікавити.,"Можливо, це тебе цікавить.",0.25
760,Das Konzert fängt gleich an.,Концерт скоро розпочнеться.,Зараз почнеться концерт.,0.16666666666666666
761,Das Konzert war ein Erfolg.,Концерт мав успіх.,Концерт був успішним.,0.16666666666666666
762,Das Land braucht eure Hilfe.,Країні потрібна ваша допомога.,Країна потребує вашої допомоги.,0.0
763,Das Land braucht Ihre Hilfe.,Країні потрібна ваша допомога.,Країна потребує вашої допомоги.,0.0
764,Das Land erklärte seine Unabhängigkeit am 7. September 1822.,Країна проголосила незалежність сьомого вересня тисяча вісімсот двадцять другого року.,Країна оголосила свою незалежність 7 вересня 1822 року.,0.20408163265306123
765,Das Laub des Baumes wurde gelb.,Листя на дереві пожовтіло.,Листя дерева стало жовтим.,0.125
766,Das Leben geht weiter.,Життя триває.,Життя продовжується.,0.25
767,Das Leben ist gut.,Життя добре.,Життя - це добре.,0.45454545454545453
768,Das Leben ist interessant.,Життя цікаве.,Життя цікаве.,0.9375
769,Das Leben ist nicht gerecht.,Життя несправедливе.,Життя не є праведне.,0.22727272727272727
770,"Das Leben ist nicht lang, es ist breit!","Життя не довге, воно широке!","Життя коротке, воно широке!",0.5215419501133786
771,Das Leben ist schwer.,Життя важке.,Життя важке.,0.9375
772,Das Leben ist sehr kurz.,Життя дуже коротке.,Життя дуже коротке.,0.9814814814814815
773,Das Leben ist voller Abenteuer.,Життя є повне пригод.,Життя повне пригод.,0.6552706552706553
774,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчати німецьку.","Життя надто коротке, щоб вивчити німецьку.",0.5260416666666666
775,"Das Leben ist zu kurz, um Deutsch zu lernen.","Життя занадто коротке, щоб вивчити німецьку.","Життя надто коротке, щоб вивчити німецьку.",0.8066666666666668
776,Das Lesen von Romanen ist mein Hobby.,Моє хобі - читання романів.,Читання романів - це моє хобі.,0.8745098039215687
777,Das Licht ist aus.,Світло вимкнене.,Світло зникло.,0.25
778,Das Licht ist aus.,Світло не горить.,Світло зникло.,0.17241379310344826
779,Das machst du doch mit Absicht!,Ти робиш це навмисно!,Ти це навмисно робиш!,0.7890625
780,Das macht mir keine Sorgen.,Я про це не турбуюся.,Це мене не турбує.,0.20408163265306123
781,Das macht neugierig.,Це цікаво.,Це викликає цікавість.,0.2380952380952381
782,"Das Mädchen ging zur Schule, obwohl sie krank war.","Дівчинка пішла до школи, незважаючи на хворобу.","Ця дівчина ходила до школи, хоча була хвора.",0.26408450704225356
783,Das Mädchen half dem Jungen.,Дівчина допомогла хлопцю.,Ця дівчина допомогла хлопцеві.,0.6048387096774195
784,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлопцю.,Дівчинка допомогла хлопцеві.,0.16666666666666666
785,Das Mädchen hat dem Jungen geholfen.,Дівчина допомогла хлочику.,Дівчинка допомогла хлопцеві.,0.16666666666666666
786,Das Mädchen hatte Angst vor ihrem eigenen Schatten.,Дівчинка боялася власної тіні.,Ця дівчина боялася своєї власної тіні.,0.6084656084656085
787,Das Mädchen ist einsam.,Дівчина самотня.,Ця дівчина самотня.,0.8928571428571429
788,Das Mädchen ist hübsch.,Дівчина гарна.,Ця дівчина гарненька.,0.2380952380952381
789,Das Mädchen ist klein für sein Alter.,Дівчинка мала для свого віку.,Дівчинка для свого віку.,0.7653061224489797
790,Das Mädchen ist schön.,Дівчина гарна.,Ця дівчина красива.,0.2380952380952381
791,Das Mädchen singt und tanzt und dann lächelt es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.","Дівчина співає і танцює, а потім посміхається мені.",0.7361111111111112
792,Das Mädchen singt und tanzt und dann lacht es mich an.,"Дівчинка співає й танцює, а потім посміхається мені.","Дівчина співає, танцює, а потім сміється.",0.48076923076923084
793,Das Mädchen wusch sich die Haare.,Дівчина помила волосся.,Дівчинка мила волосся.,0.16666666666666666
794,Das menschliche Gehirn wiegt ungefähr drei Pfund.,Мозок людини важить близько трьох фунтів.,Людський мозок важить близько 3 кілограмів.,0.42592592592592593
795,Das möchte ich mit eigenen Augen sehen.,Я хочу побачити це на власні очі.,Я хочу побачити це на власні очі.,0.9985422740524781
796,Das Murmeltier ist unsterblich.,Байбак безсмертний.,Соня безсмертна.,0.0
797,Das Museum ist nun geschlossen.,Музей зараз закритий.,Музей закритий.,0.3448275862068965
798,Das müsst ihr entscheiden.,Вам вирішувати.,Ви маєте вирішити.,0.0
799,Das nächste Jahr wird schlimmer.,Наступний рік буде гіршим.,Наступного року ситуація погіршилась.,0.0
800,Das nächste Mal werde ich es selbst machen.,Наступного разу я зроблю його сам.,Наступного разу я сам це зроблю.,0.7433333333333335
801,Das nächste Mal werden meine Kommentare auf Russisch sein.,Наступного разу мої коментарі будуть російською.,Наступного разу мої коментарі будуть російською.,0.9976851851851852
802,Das Nashorn ist sehr groß.,Носоріг дуже великий.,Носоріг дуже великий.,0.9814814814814815
803,Das neue System hat sich als erfolgreich erwiesen.,Нова система виявилась успішною.,Нова система виявилася успішною.,0.6388888888888888
804,Das Paar ist gestorben.,Пара померла.,Пара померла.,0.9375
805,Das Papier wurde in China erfunden.,Папір було винайдено в Китаї.,Папір був винайдений в Китаї.,0.5111111111111111
806,Das passiert ab und an.,Таке іноді трапляється.,Це трапляється час від часу.,0.15625
807,Das passiert vielleicht nicht.,Цього може не трапитися.,"Можливо, цього не станеться.",0.25
808,"Das Passwort ist ""Muiriel"".","Пароль - ""Muiriel"".","Пароль - ""Муїріель"".",0.7500000000000001
809,Das Pferd hat Durst.,Кінь хоче пити.,У коня є спрага.,0.0
