Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,Normalized_BLEURT_Score,Percentage_BLEURT_Score,UK
483.0,Das Fenster ist offen.,Вікно відкрите.,Вікно відкрито.,0.9554258584976196,0.9973335210183432,99.73335210183431,
484.0,Das Fenster öffnete sich.,Вікно відчинилося.,Вікно відчинилося.,0.950175404548645,0.9948595390026265,99.48595390026264,
485.0,Das Fernsehen zerstört das Familienleben.,Телевізор руйнує родинне життя.,Телевізор руйнує родинне життя.,0.9486545324325562,0.9941429132975017,99.41429132975017,
486.0,Das Fest ist zu Ende.,Вечірка закінчилася.,Свято закінчилось.,0.6611281633377075,0.8586622342747054,85.86622342747054,
487.0,Das Fest ist zu Ende.,Вечірка скінчилася.,Свято закінчилось.,0.6939058303833008,0.8741068719338525,87.41068719338526,
488.0,Das Festival war alles andere als öde.,Фестиваль був далеко не нудним.,Святкування було зовсім не пустим.,0.3594554662704468,0.7165158914193537,71.65158914193537,
489.0,Das Fleisch ist roh.,М'ясо сире.,М'ясо сире.,0.9269362688064575,0.9839093993679,98.39093993679,
490.0,Das Fleisch ist zäh.,М'ясо жорстке.,М'ясо жорстке.,0.9267718195915222,0.9838319118964922,98.38319118964922,
491.0,Das Fleisch schmeckt schlecht.,М'ясо погано смакує.,М'ясо погано смакує.,0.9198034405708313,0.9805484540196253,98.05484540196254,
492.0,Das Flugzeug flog über den Wolken.,Літак летів над хмарами.,Літак пролетів над хмарами.,0.949694037437439,0.9946327217430799,99.46327217430799,
493.0,Das Flugzeug ist abgestürzt.,Літак розбився.,Літак впав.,0.40169596672058105,0.7364193587126756,73.64193587126756,
494.0,Das Flugzeug wird in einer Stunde abheben.,Літак злетить за годину.,Літак злетить за годину.,0.9485412836074829,0.9940895511388664,99.40895511388665,
495.0,Das frisch getraute Paar ging Hand in Hand.,"Молоді йшли, узявшись за руки.",Молодша пара пішла рука в руку.,0.6035129427909851,0.8315142922397154,83.15142922397155,
496.0,Das Frühstück ist bereitet.,Сніданок готовий.,Сніданок готовий.,0.9448598623275757,0.9923548877883677,99.23548877883677,
497.0,Das Frühstück war sehr gut.,Сніданок був дуже смачний.,Сніданок був дуже хороший.,0.8827767372131348,0.9631016962538305,96.31016962538304,
498.0,Das funktioniert nie.,Це ніколи не запрацює.,Це ніколи не працює.,0.8593003153800964,0.9520397488540898,95.20397488540898,
499.0,Das funktioniert nie.,Це ніколи не спрацює.,Це ніколи не працює.,0.8391869068145752,0.9425624328830429,94.25624328830429,
500.0,Das Gebäude hat ein russischer Architekt gebaut.,Будинок побудовано російським архитектором.,Цей будинок збудував російський архітектор.,0.8739181756973267,0.9589275958639946,95.89275958639945,
501.0,Das Gebäude wurde von einem russischen Architekten erbaut.,Будинок побудовано російським архитектором.,Цей будинок збудував російський архітектор.,0.8739181756973267,0.9589275958639946,95.89275958639945,
502.0,Das Gegenteil von unpraktisch ist praktisch.,Антонім до непрактичності - практичність.,Протилежність непрактичності є практичною.,0.8592866063117981,0.9520332892243603,95.20332892243603,
503.0,Das gehört ihm.,Це його.,Це його.,0.8877819776535034,0.9654601351534285,96.54601351534285,
504.0,Das geht dich nichts an.,Це не твоя справа.,Це не твоя справа.,0.9355978965759277,0.9879907057724038,98.79907057724037,
505.0,Das geht vorbei.,Це піде у минуле.,Все буде добре.,0.31263136863708496,0.6944526609686367,69.44526609686366,
506.0,Das gesamteuropäische Sabantuy 2014 findet am 7. Juni in Riga statt. Die jährliche Organisation dieses nationalen tatarischen Feiertags in den Kulturhauptstädten des Kontinents wird zu einer guten Tradition.,Європейський Сабантуй 2014 року проходить 7 червня в Ризі. Щорічна організація цих татарських національних свят у культурних столицях континенту стає доброю традицією.,Загальна європейська конференція 2014 року проводиться 7 червня в Ризі.,-0.17735062539577484,0.4635761209507811,46.35761209507811,
507.0,Das Geschäft ist gerade gegenüber von meinem Haus.,Крамниця знаходиться просто навпроти мого будинку.,Цей бізнес прямо навпроти мого дому.,0.2816973030567169,0.6798767171240515,67.98767171240515,
508.0,Das Gesetz ist für alle gleich.,Закон один для всіх.,Закон однаковий для всіх.,0.9099222421646118,0.9758924933373132,97.58924933373132,
509.0,Das Gesicht ist der Spiegel der Seele.,Обличчя - дзеркало душі.,Обличчя - дзеркало душі.,0.9509270191192627,0.9952136952238846,99.52136952238845,
510.0,Das glaube ich nicht.,Я в це не вірю.,Я так не думаю.,-0.08628439903259277,0.5064859737846881,50.64859737846881,
511.0,Das glaube ich.,"Думаю, так.",Я так думаю.,0.9047216176986694,0.9734419906713959,97.3441990671396,
512.0,"Das Glück liegt nicht darin, viele Dinge zu besitzen.","Щастя не в тому, щоб володіти багатьма речами.","Щастя полягає не в тому, щоб мати багато речей.",0.8224430084228516,0.9346728096434745,93.46728096434745,
513.0,Das habe ich als Kind immer gemacht.,Я так робив у дитинстві.,У дитинстві я це робила.,0.858063817024231,0.9514571183378328,95.14571183378328,
514.0,Das habe ich von dir gelernt.,Я навчилася цього у тебе.,Я навчився цього від тебе.,0.8853963613510132,0.9643360472391037,96.43360472391038,
515.0,Das habe ich wirklich nicht von dir erwartet.,Я такого від тебе дійсно не очікувала.,Я цього не очікував від тебе.,0.4579658508300781,0.7629333863884256,76.29333863884256,
516.0,Das hast du absichtlich getan!,Ти це спеціально зробив!,Ти це навмисне зробив!,0.6755255460739136,0.8654461935873514,86.54461935873515,
517.0,Das hat mich gerettet.,Це мене врятувало.,Це врятувало мене.,0.93136066198349,0.9859941465643925,98.59941465643925,
518.0,Das hat nichts mit euch zu tun.,Це не має до вас жодного відношення.,Це не має нічого спільного з вами.,0.5607736110687256,0.8113757786802785,81.13757786802786,
519.0,Das hat nichts mit euch zu tun.,Це не має до вас жодного стосунку.,Це не має нічого спільного з вами.,0.7104908227920532,0.8819216196392516,88.19216196392516,
520.0,Das hat nichts mit Ihnen zu tun.,Це не має до вас жодного відношення.,Це не має нічого спільного з вами.,0.5607736110687256,0.8113757786802785,81.13757786802786,
521.0,Das hat niemand von uns vor.,Ніхто з нас не планує це зробити.,Ніхто з нас такого не має.,0.3955775201320648,0.7335363838363662,73.35363838363662,
522.0,Das hätte ich beinahe vergessen.,Я мало не забув цього зробити.,Я мало не забув.,0.004154875874519348,0.5491004108998556,54.91004108998556,
523.0,Das hat Tom gar nicht gesagt.,Том цього не казав.,Том цього не казав.,0.9296915531158447,0.9852076726021489,98.5207672602149,
524.0,Das Haus brennt.,Дім горить!,Будинок горить.,0.7784892320632935,0.9139620571460412,91.39620571460412,
525.0,"Das Haus ist komplett abgebrannt, bevor die Feuerwehr kam.","До того часу, як приїхала пожежна бригада, весь будинок згорів.","Цей будинок повністю згорів, перш ніж прийшли пожежники.",0.3811303377151489,0.7267289592165941,72.6728959216594,
526.0,Das Haus ist rot.,Будинок червоний.,Будинок червоний.,0.9475153684616089,0.9936061461523243,99.36061461523244,
527.0,Das Haus war leer bis auf eine Katze.,"Будинок був пустим, за винятком кота.","Будинок був порожній, крім кішки.",0.44691938161849976,0.7577283571791033,75.77283571791033,
528.0,Das Haus wurde durch Feuer zerstört.,Будинок був зруйнований вогнем.,Будинок був зруйнований вогнем.,0.9538259506225586,0.9965796541435604,99.65796541435604,
529.0,Das Heidentum ist viel näher an der Natur als das Christentum.,"Язичництво набагато ближче до природи, ніж християнство.","Язичество набагато ближче до природи, ніж християнство.",0.9180322885513306,0.9797138979439167,97.97138979439167,
530.0,Das hier ergibt keinen Sinn.,Це без сенсу.,Тут немає сенсу.,0.4663255214691162,0.7668724124267997,76.68724124267997,
531.0,Das hier ergibt keinen Sinn.,Це не має сенсу.,Тут немає сенсу.,0.5230552554130554,0.7936031185519554,79.36031185519555,
532.0,"Das hier ist haargenau das Buch, nach dem ich suchte.","Це саме та книга, яку я шукав.","Це точно та книга, яку я шукав.",0.9148843288421631,0.9782305984459366,97.82305984459366,
533.0,Das hier ist mein Bruder Tom.,Це мій брат Том.,Це мій брат Том.,0.9407520294189453,0.9904193018679339,99.0419301867934,
534.0,Das hoffe ich.,"Сподіваюся, що так.",Сподіваюся.,0.24096007645130157,0.6606815833372559,66.06815833372559,
535.0,Das hoffe ich.,Я на це сподіваюся.,Сподіваюся.,0.12410987168550491,0.6056224764613901,60.562247646139014,
536.0,Das interessiert mich nicht.,Це мене не цікавить.,Мене це не цікавить.,0.9328084588050842,0.9866763396345243,98.66763396345243,
537.0,Das ist alles deine Schuld!,Це все твоя вина.,Це все твоя провина!,0.7247377634048462,0.8886346915369526,88.86346915369526,
538.0,Das ist alles deine Schuld!,Це все твоя провина.,Це все твоя провина!,0.9127986431121826,0.9772478359959552,97.72478359959553,
539.0,"Das ist alles, was ich versprechen kann.","Це все, що я можу пообіцяти.","Це все, що я можу обіцяти.",0.8650979995727539,0.9547715824374015,95.47715824374015,
540.0,Das ist alles?,Це все?,Це все?,0.89809250831604,0.9703183945876616,97.03183945876616,
541.0,Das ist auch wahr.,Це також вірно.,Це теж правда.,0.2762333154678345,0.6773021193539607,67.73021193539607,
542.0,Das ist auf meinem Mist gewachsen.,Це була моя ідея.,Це виросло на моїй дупі.,0.412855327129364,0.7416775815685531,74.16775815685531,
543.0,Das ist bequem.,Зручно.,Це зручно.,0.933201253414154,0.9868614220689487,98.68614220689487,
544.0,"Das ist besser, oder?","Так краще, так?","Це краще, чи не так?",0.8358917236328125,0.941009762578837,94.1009762578837,
545.0,Das ist besser.,Так краще.,Це краще.,0.47576600313186646,0.7713207100559808,77.13207100559808,
546.0,Das ist besser.,Так ліпше.,Це краще.,-0.04420803487300873,0.5263121010546722,52.63121010546722,
547.0,Das ist Copacabana!,Це Копакабана!,Це Копакабана!,0.9372594952583313,0.9887736409809694,98.87736409809695,
548.0,"Das ist das Dümmste, was ich je gesagt habe.","Це найбільша нісенітниця, яку я коли-небудь казав.","Це найпривабливіша річ, яку я коли-небудь говорив.",0.8065212368965149,0.9271705675902514,92.71705675902514,
549.0,Das ist das Interessanteste.,Це саме цікаве.,Це найцікавіше.,0.581042468547821,0.820926341235389,82.0926341235389,
550.0,Das ist das letzte Mal.,Це в останній раз.,Це останній раз.,0.8211312294006348,0.9340547073343984,93.40547073343984,
551.0,Das ist dein Buch.,Це твоя книжка.,Це твоя книга.,0.7096967101097107,0.8815474385658318,88.15474385658318,
552.0,Das ist deine Aufgabe.,Це твоя робота.,Це твоє завдання.,0.744812548160553,0.8980938082033703,89.80938082033703,
553.0,Das ist dein Hauptproblem.,Це твоя головна проблема.,Це твоя основна проблема.,0.862777829170227,0.9536783322336984,95.36783322336984,
554.0,"Das ist dein Hut, oder?","Це твій капелюх, так?","Це твій капелюх, так?",0.935046911239624,0.9877310848279699,98.77310848279699,
555.0,Das ist dein Platz.,Це твоє місце.,Це твоє місце.,0.9309089183807373,0.9857812877221312,98.57812877221312,
556.0,Das ist deins.,Це твій.,Це твоя.,0.4120098948478699,0.7412792190116677,74.12792190116677,
557.0,"Das ist der Grund, weshalb ich herkam.","Це і є причина, чому я сюди прийшов.",Ось чому я прийшов сюди.,0.04275140166282654,0.5672868594617118,56.728685946171176,
558.0,Das ist der heißeste Sommer seit 50 Jahren.,Це найспекотніше літо за п’ятдесят років.,Це найспекотніше літо за 50 років.,0.34225350618362427,0.708410432290779,70.84104322907791,
559.0,Das ist der letzte Zug.,Це останній потяг.,Це останній хід.,0.6825003623962402,0.8687326846816565,86.87326846816565,
560.0,"Das ist der Mann, den ich gut kenne.","Це людина, яку я добре знаю.","Це той чоловік, якого я добре знаю.",0.8557165265083313,0.950351089301404,95.0351089301404,
561.0,Das ist der Rechner meiner Mutter.,Це комп'ютер моєї мами.,Це комп'ютер моєї матері.,0.9250088930130005,0.9830012315986213,98.30012315986212,
562.0,Das ist der wichtigste Grund.,Це найважливіша причина.,Це найважливіша причина.,0.9610848426818848,1.0,100.0,
563.0,Das ist die Ansicht eines Dilettanten.,Це думка дилетанта.,Ось як виглядає дилетант.,0.07961975038051605,0.5846590014827939,58.465900148279395,
564.0,Das ist die einzige Möglichkeit.,Це єдина можливість.,Це єдина можливість.,0.9102762937545776,0.976059320296415,97.6059320296415,
565.0,Das ist die erste Reise meines Lebens.,Це перша подорож у моєму житті.,Це перша подорож мого життя.,0.7804566025733948,0.9148890701829221,91.48890701829221,
566.0,Das ist die Kamera meiner Schwester.,Це фотоапарат моєї сестри.,Це камера моєї сестри.,0.6590868234634399,0.8577003673226318,85.77003673226318,
567.0,"Das ist doch nicht so einfach, wie ich dachte.","Це не так просто, як мені здавалося.","Це не так просто, як я думав.",0.2841026186943054,0.6810100872454442,68.10100872454441,
568.0,Das ist durchaus möglich.,Це цілком можливо.,Це можливо.,0.1699950098991394,0.6272432749356592,62.72432749356592,
569.0,Das ist ein Adverb.,Це прислівник.,Це прислівник.,0.9531781673431396,0.9962744225961667,99.62744225961667,
570.0,Das ist ein altes Gesetz.,Це стародавній закон.,Це старий закон.,0.4759201407432556,0.7713933387624181,77.1393338762418,
571.0,Das ist ein Boot.,Це човен.,Це човен.,0.9335664510726929,0.987033500987874,98.7033500987874,
572.0,Das ist ein Buch über Fettleibigkeit.,Ця книга про ожиріння.,Це книга про ожиріння.,0.9408784508705139,0.9904788708881789,99.04788708881789,
573.0,Das ist ein Buch über Sterne.,Ця книга про зірки.,Це книга про зірки.,0.865471363067627,0.9549475090488179,95.49475090488178,
574.0,Das ist ein Buch über Tiere.,Ця книга про тварин.,Це книга про тварин.,0.8262577056884766,0.9364702718290829,93.64702718290829,
575.0,Das ist eine Ausnahme.,Це виняток.,Це виняток.,0.9245352745056152,0.9827780654341394,98.27780654341393,
576.0,Das ist eine bewiesene Tatsache.,Це доведений факт.,Це є доказальний факт.,0.8656117916107178,0.9550136781255255,95.50136781255254,
577.0,Das ist eine gute Antwort.,Це добра відповідь.,Це гарна відповідь.,0.7156372666358948,0.8843465927250639,88.4346592725064,
578.0,Das ist eine gute Idee!,Це гарна ідея!,Це гарна ідея!,0.9237102270126343,0.9823893080658083,98.23893080658083,
579.0,Das ist eine gute Regel.,Це хороше правило.,Це добре правило.,0.8416858315467834,0.9437399110413496,94.37399110413496,
580.0,Das ist eine gute Schule.,Це хороша школа.,Це гарна школа.,0.659186601638794,0.8577473821929241,85.77473821929242,
581.0,"Das ist eine gute Zeitung, stimmt's?","Це хороша газета, чи не так?","Це гарна газета, так?",0.13535043597221375,0.6109189620914102,61.09189620914102,
582.0,Das ist eine japanische Puppe.,Це японська лялька.,Це японська лялька.,0.9310533404350281,0.9858493385170645,98.58493385170645,
583.0,Das ist eine Katastrophe.,Це катастрофа.,Це катастрофа.,0.9383710026741028,0.9892973765253011,98.92973765253011,
584.0,Das ist eine Kopie.,Це копія.,Це копія.,0.9371815919876099,0.9887369334328978,98.87369334328979,
585.0,Das ist eine lange Geschichte.,Це довга історія.,Це довга історія.,0.9377393126487732,0.988999728021503,98.8999728021503,
586.0,Das ist eine Lüge!,Це брехня!,Це брехня!,0.9293424487113953,0.9850431767268191,98.5043176726819,
587.0,Das ist ein enormer Verlust.,Це величезна втрата.,Це величезна втрата.,0.9352566003799438,0.9878298890774851,98.78298890774852,
588.0,Das ist eine schwere Anschuldigung.,Це дуже серйозне звинувачення.,Це серйозне звинувачення.,0.7661131620407104,0.9081305281089945,90.81305281089945,
589.0,Das ist eine schwere Sprache.,Це тяжка мова.,Це важка мова.,0.3381514251232147,0.7064775566062971,70.64775566062971,
590.0,Das ist eine sehr einfache Idee.,Це дуже проста ідея.,Це дуже проста ідея.,0.930169403553009,0.985432832826243,98.5432832826243,
591.0,"Das ist eine sehr heimtückische Krankheit. Man bemerkt sie erst, wenn es zu spät ist.","Це дуже підступна хвороба. Ти її не помічаєш, допоки не стає запізно.","Це дуже підступна хвороба, яку можна помітити лише тоді, коли вже надто пізно.",0.9123930931091309,0.9770567432973478,97.70567432973478,
592.0,Das ist eine sehr schöne Blume.,Це дуже гарна квітка.,Це дуже гарна квітка.,0.9459154605865479,0.9928522792775415,99.28522792775415,
593.0,Das ist eine Silbermünze.,Це срібна монета.,Це срібна монета.,0.9395588040351868,0.9898570613133449,98.9857061313345,
594.0,Das ist eine tolle Idee.,Це чудова ідея.,Це чудова ідея.,0.9340182542800903,0.987246387915482,98.7246387915482,
595.0,Das ist eine Überraschung.,Це сюрприз.,Це сюрприз.,0.9356520175933838,0.9880162072671621,98.80162072671621,
596.0,Das ist eine wichtige Frage.,Це важливе питання.,Це важливе питання.,0.9423587322235107,0.9911763704722348,99.11763704722348,
597.0,Das ist ein Foto meiner Schwester.,Це фотографія моєї сестри.,Це фото моєї сестри.,0.5648070573806763,0.813276314088093,81.3276314088093,
598.0,Das ist ein Foto.,Це фотографія.,Це фото.,-0.10168351233005524,0.49923000511490334,49.923000511490336,
599.0,Das ist ein Geschenk für dich.,Це подарунок тобі.,Це подарунок для тебе.,0.7656335830688477,0.9079045534098475,90.79045534098475,
600.0,Das ist ein Geschenk für dich.,Це тобі подарунок.,Це подарунок для тебе.,0.7746900320053101,0.9121718971505618,91.21718971505618,
601.0,Das ist ein Geschenk für Sie.,Це подарунок вам.,Це подарунок для вас.,0.7281967997550964,0.8902645684590997,89.02645684590998,
602.0,Das ist ein Geschenk für Sie.,Це подарунок для вас.,Це подарунок для вас.,0.9383663535118103,0.9892951858682624,98.92951858682623,
603.0,Das ist ein Hotel.,Це готель.,Це готель.,0.9156171083450317,0.9785758796976534,97.85758796976533,
604.0,"Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.","Це маленький крок для людини, але величезний стрибок для людства.","Це малий крок для людини, але величезний стрибок для людства.",0.8567310571670532,0.9508291299867359,95.08291299867359,
605.0,Das ist ein kleines Buch.,Це маленька книжка.,Це маленька книжка.,0.9436584711074829,0.9917887995412876,99.17887995412876,
606.0,Das ist ein Löwe.,Це лев.,Це лев.,0.9068156480789185,0.9744286850699083,97.44286850699083,
607.0,Das ist ein Pferd.,Це кінь.,Це кінь.,0.934419572353363,0.9874354865544773,98.74354865544774,
608.0,Das ist ein Problem.,Це проблема.,Це проблема.,0.9242258071899414,0.9826322463143319,98.26322463143319,
609.0,Das ist ein Riesenfehler.,Це величезна помилка.,Це велика помилка.,0.698471188545227,0.8762580409751727,87.62580409751727,
610.0,Das ist ein rutschiger Abhang.,Це слизька доріжка.,Це слизький схил.,0.4109213352203369,0.7407662963257963,74.07662963257962,
611.0,Das ist ein Satz.,Це речення.,Це речення.,0.9253817200660706,0.9831769054419178,98.31769054419178,
612.0,Das ist ein Schneemann.,Це сніговик.,Це сніжник.,0.9453784227371216,0.9925992303042238,99.25992303042239,
613.0,Das ist ein schönes T-Shirt.,Це гарна футболка.,Це гарна футболка.,0.9472492933273315,0.9934807731648782,99.34807731648782,
614.0,Das ist ein sehr nützliches Wörterbuch.,Це дуже корисний словник.,Це дуже корисний словник.,0.9484380483627319,0.9940409073184684,99.40409073184684,
615.0,Das ist ein Verbrechen.,Це злочин.,Це злочин.,0.937751054763794,0.9890052608347931,98.9005260834793,
616.0,Das ist ein ziemlich riskanter Beruf.,Це доволі ризикована робота.,Це досить ризикована робота.,0.9331486225128174,0.9868366227078565,98.68366227078566,
617.0,Das ist entsetzlich teuer.,Це надзвичайно дорого.,Це дуже дорого.,0.10291817039251328,0.5956370755054323,59.563707550543235,
618.0,Das ist Erpressung!,Це шантаж.,Це шантаж!,0.8446577191352844,0.9451402464253251,94.51402464253252,
619.0,Das ist er.,Це він.,Це він.,0.9252140522003174,0.9830979013617911,98.3097901361791,
620.0,Das ist etwas anderes.,То інша справа.,Це щось інше.,-0.14239166676998138,0.4800485699559363,48.004856995593634,
621.0,Das ist etwas anderes.,Це інша справа.,Це щось інше.,0.02200937271118164,0.5575133413822192,55.75133413822192,
622.0,Das ist eure Entscheidung.,Це ваше рішення.,Це ваш вибір.,0.3192775249481201,0.697584289461513,69.7584289461513,
623.0,Das ist Fleisch.,Це м'ясо.,Це м'ясо.,0.8729223012924194,0.9584583458921642,95.84583458921642,
624.0,Das ist für dich.,Це тобі.,Це для тебе.,0.4870911240577698,0.7766570382608924,77.66570382608924,
625.0,Das ist für jetzt genug.,На даний момент досить.,Досить цього на даний момент.,0.9216791987419128,0.981432299878705,98.1432299878705,
626.0,Das ist für jetzt genug.,Поки що вистачить.,Досить цього на даний момент.,0.24636423587799072,0.6632279904406467,66.32279904406467,
627.0,Das ist für Sie.,Це вам.,Це для вас.,0.11740052700042725,0.6024610739903964,60.24610739903964,
628.0,Das ist gar nicht so übel!,Це не так вже й погано!,Це не так вже й погано!,0.9169178009033203,0.9791887581322526,97.91887581322526,
629.0,Das ist gefährlich.,Це небезпечно.,Це небезпечно.,0.9343650341033936,0.9874097884622924,98.74097884622924,
630.0,"Das ist genau das Buch, wonach ich gesucht habe.","Це саме та книга, яку я шукав.","Це саме та книжка, яку я шукала.",0.9149919152259827,0.9782812924966402,97.82812924966402,
631.0,"Das ist genau die Uhr, die ich letzte Woche verloren habe.","Це той самий годинник, що я загубив тиждень тому.","Це саме той годинник, який я втратив минулого тижня.",0.7643542289733887,0.9073017295293492,90.73017295293492,
632.0,"Das ist genug für heute, ich bin müde.","На сьогодні досить, я втомився.","На сьогодні вистачить, я втомився.",0.9373096227645874,0.9887972607575023,98.87972607575023,
633.0,Das ist gerechtfertigt.,Ци виправдано.,Це справедливо.,0.54265296459198,0.8028374401037854,80.28374401037854,
634.0,Das ist Gift.,Це отрута.,Це отрута.,0.9231224656105042,0.9821123584624913,98.21123584624914,
635.0,Das ist Herr Pedro.,Це пан Педро.,Це містер Педро.,0.6349231004714966,0.8463145677906685,84.63145677906685,
636.0,Das ist ihr Buch.,Це їхня книжка.,Це її книга.,0.35034286975860596,0.7122220912820949,71.22220912820949,
637.0,Das ist Ihre Entscheidung.,Це ваше рішення.,Це твій вибір.,0.3219354748725891,0.6988366993246822,69.88366993246822,
638.0,Das ist Ihr Problem.,Це ваша проблема.,Це ваша проблема.,0.9339725971221924,0.987224874539948,98.7224874539948,
639.0,Das ist illegal.,Це незаконно.,Це незаконно.,0.9277178645133972,0.9842776825185231,98.42776825185231,
640.0,Das ist kein Apfelsinenbaum.,Це не апельсинове дерево.,Це не яблучне дерево.,0.6840760707855225,0.8694751489056994,86.94751489056995,
641.0,Das ist kein Blut. Das ist Rote Bete.,Це не кров. Це буряк.,Це не кров.,-0.12833569943904877,0.48667165640297033,48.667165640297036,
642.0,"Das ist keine Schlange, sondern nur ein Stück Seil.",Це не змія. Це всього лише шматок мотузки.,"Це не змія, це лише шматок мотузки.",0.648615837097168,0.8527665021352165,85.27665021352165,
643.0,Das ist kein Essen.,Це не їжа.,Це не їжа.,0.9138551950454712,0.9777456768506755,97.77456768506755,
644.0,Das ist keine zufällige Fügung.,Це не збіг обставин.,Це не просто випадковість.,0.5684294104576111,0.8149831448600614,81.49831448600614,
645.0,"Das ist kein Hebräisch, sondern Jiddisch.",Це не іврит. Це ідиш.,"Це не єврейська мова, а сідадда.",-0.09750513732433319,0.5011988300430975,50.11988300430975,
646.0,Das ist kein Irrtum.,Це не помилка.,Це не помилка.,0.9303206205368042,0.9855040853506944,98.55040853506945,
647.0,Das ist kein Salz.,Це не сіль.,Це не сіль.,0.9235695600509644,0.9823230266477139,98.23230266477138,
648.0,Das ist kein Schwein; das ist ein Affe.,Це не свиня; це мавпа.,"Це не свиня, це мавпа.",0.896865725517273,0.9697403419829086,96.97403419829087,
649.0,Das ist kein Spielzeug!,Це не іграшка!,Це не іграшка!,0.9356334209442139,0.9880074446390072,98.80074446390073,
650.0,Das ist kein Spiel!,Це не гра.,Це не гра!,0.7509477734565735,0.9009846891047616,90.09846891047616,
651.0,Das ist kein Tiger.,Це не тигр.,Це не тигр.,0.9260756969451904,0.9835039031329653,98.35039031329653,
652.0,Das ist kein Trinkwasser.,Це непитна вода.,Це не питна вода.,0.9307451844215393,0.9857041372748833,98.57041372748833,
653.0,Das ist kein Trinkwasser.,Ця вода непитна.,Це не питна вода.,0.8804745674133301,0.9620169278248157,96.20169278248157,
654.0,Das ist kinderleicht!,Це дуже легко!,Це легко!,0.5277763605117798,0.7958276746040724,79.58276746040724,
655.0,Das ist komisch.,Це кумедно.,Це дивно.,0.4223477840423584,0.7461503696200131,74.61503696200131,
656.0,Das ist leichter gesagt als getan.,"Простіше сказати, ніж зробити.","Це легше сказати, ніж зробити.",0.9359182119369507,0.9881416364253016,98.81416364253016,
657.0,Das ist leicht.,Це легко.,Це легко.,0.9222863912582397,0.9817184053050299,98.17184053050299,
658.0,Das ist lustig.,Це кумедно.,Це смішно.,0.7108861207962036,0.8821078816582353,88.21078816582353,
659.0,Das ist mein Bruder Tom.,Це мій брат Том.,Це мій брат Том.,0.9407520294189453,0.9904193018679339,99.0419301867934,
660.0,Das ist meine Angelegenheit.,Це моя справа.,Це моя справа.,0.9336965084075928,0.9870947832142646,98.70947832142646,
661.0,Das ist meine CD.,Це мій диск.,Це мій диск.,0.9463182687759399,0.9930420800502031,99.30420800502031,
662.0,Das ist meine Geschäftsadresse.,Це моя рабоча адреса.,Це моя ділова адреса.,0.8011009097099304,0.9246165423365817,92.46165423365818,
663.0,Das ist meine Großmutter.,Це моя бабуся.,Це моя бабуся.,0.9322835803031921,0.9864290200719232,98.64290200719232,
664.0,Das ist meine Hose.,Це мої штани.,Це мої штани.,0.9451169967651367,0.9924760479738164,99.24760479738164,
665.0,Das ist meine Idee.,Це моя ідея.,Це моя ідея.,0.9133073091506958,0.9774875163442674,97.74875163442674,
666.0,Das ist meine Küche.,Це моя кухня.,Це моя кухня.,0.932949423789978,0.9867427614793518,98.67427614793517,
667.0,Das ist meine Lieblingsband.,Це моя улюблена група.,Це моя улюблена стрічка.,0.6889592409133911,0.8717760690153581,87.17760690153581,
668.0,Das ist meine Postleitzahl.,Це мій поштовий індекс.,Це мій поштовий індекс.,0.9428677558898926,0.991416219332627,99.1416219332627,
669.0,"Das ist mein erster Flug. Ich bin nervös, sagt Hiroshi.","Це мій перший політ. Я нервуюся, - каже Хіросі.","Це мій перший політ, я нервую, каже Хіроші.",0.7996473908424377,0.9239316530731716,92.39316530731716,
670.0,Das ist meine Schwester Maria.,Це моя сестра Мері.,Це моя сестра Марія.,0.9293352365493774,0.9850397783998744,98.50397783998744,
671.0,Das ist meine Schwester. Sie heißt Julia.,Це моя сестра. Її звати Юля.,"Це моя сестра, її звати Джулія.",0.9274401068687439,0.9841468048031335,98.41468048031335,
672.0,Das ist meine Schwester.,Це моя сестра.,Це моя сестра.,0.9285487532615662,0.9846691922508259,98.46691922508259,
673.0,Das ist meine Uhr.,Цей годинник мій.,Це мій годинник.,0.9219005703926086,0.9815366088561636,98.15366088561636,
674.0,Das ist mein Fahrrad.,Це мій велосипед.,Це мій велосипед.,0.9414175748825073,0.9907329028486294,99.07329028486294,
675.0,Das ist mein Freund Tom.,Це мій друг Том.,Це мій друг Том.,0.9445254802703857,0.9921973289936604,99.21973289936604,
676.0,Das ist mein Geld.,Це мої гроші.,Це мої гроші.,0.942257285118103,0.9911285692122364,99.11285692122364,
677.0,Das ist mein letztes Wort.,Це моя остаточна відповідь.,Це моє останнє слово.,0.07474888116121292,0.5823638774865502,58.23638774865502,
678.0,Das ist mein Lieblingsgericht.,Це моя улюблена страва.,Це моя улюблена страва.,0.9378105401992798,0.9890332900107499,98.903329001075,
679.0,Das ist mein Lieblingslied.,Це моя улюблена пісня.,Це моя улюблена пісня.,0.9385975003242493,0.9894041008425717,98.94041008425717,
680.0,Das ist mein Lieblingsstuhl.,Це мій улюблений стілець.,Це моє улюблене крісло.,0.4667220115661621,0.7670592361527164,76.70592361527164,
681.0,Das ist mein Lied!,Це моя пісня!,Це моя пісня!,0.927438497543335,0.9841460464987739,98.41460464987739,
