Unnamed: 0,EN,UK,TRANSLATION,BLEURT_Score
508.0,Why are you helping me?,Чому ви мені допомагаєте?,Чому ти мені допомагаєш?,0.7186046838760376
509.0,We got something.,Десь тут наш клієнт.,У нас что-то есть.,0.3791588246822357
510.0,By nightfall we will be overrun.,До ночі вони будуть тут.,До ночі ми будемо переповнені.,0.48748070001602173
511.0,Give him another.,Дай йому ще випити.,Дай ему еще.,0.1845473349094391
512.0,I followed him.,Я послідував за ним.,Я слідкував за ним.,0.9257375001907349
513.0,- Come on!,- Давай!,- Давай!,0.9423935413360596
514.0,liter,літр,літр,0.933868408203125
515.0,Caesar continues to show cognative skills that far exceed that of his human counterpart.,"Цезар продовжує виявляти когнітивні здібності, що значно перевищують людські в такому ж віці.","Цезар продовжує виявляти вміння, які значно перевершують людські здібності.",0.5634843111038208
516.0,KDE Screenshot Utility,Утиліта знімків екрана KDE,Утиліта знімків екрана KDE,0.9478632211685181
517.0,"Hi, Doug.",﻿Привіт.,"Привет, Даг.",0.4800897240638733
518.0,Thank you.,Дякую.,Дякую.,0.9373334646224976
519.0,Sit down.,Сідай-но.,Сідай.,0.1270887851715088
520.0,Output: %1,Вивід:% 1,Вивід:% 1,0.9381017684936523
521.0,Go into the woods and forage for nuts and berries.,Іди в ліс і харчуйся горіхами з ягодами.,Зайди в ліс і займися горіхами та ягодами.,0.8915733695030212
522.0,Supported Cameras,"Фотоапарати, що підтримуються",Підтримувані фотоапарати,0.49125295877456665
523.0,Do not attempt it balanced on a piano bench.,У жодному разі не займатеся цим на хиткому стільці.,Не намагайтеся збалансувати його на лавці піаніно.,0.5605586171150208
524.0,Sounds like someone's not too happy to see her yesterday.,"Звучить так, ніби ти не був радий побачити її вчора.","Похоже, кто-то не очень рад видеть ее вчера.",0.24705812335014343
525.0,"Yeah, it's more than enough.","У Патріка вимкнулася дихальна система, вони її лагодять. У нього це ламається частіше, ніж у мене.","Да, этого более, чем достаточно.",-0.3624647855758667
526.0,"%1: Hubble Space Telescope, operated by STScI for NASA [public domain]","% 1: Космічний телескоп « Хаббл », керований НІКТ для НАСА [для публічного доступу]","% 1: Космічний телескоп "" Хаббл,"" керований STScI для NASA [публічний домен]",0.3420620560646057
527.0,Fire crew!,Гармати до бою!,Пожежа!,-0.27063655853271484
528.0,You're up late.,Щось ти пізно.,Ти пізно.,0.3872162103652954
529.0,Definitely.,"Я только ""за"".",Безумовно.,-0.4005506634712219
530.0,It's my dessert.,Це мій десерт.,Це мій десерт.,0.936855673789978
531.0,- Hi.,- Вітаю.,- Привіт.,0.03454248607158661
532.0,The maximum number of bullets a player can have on the screen.,"Максимальна кількість куль, які може мати гравець.","Максимальна кількість куль, які може мати на екрані гравець.",0.9488997459411621
533.0,Harry!,Гаррі!,Гаррі!,0.949836015701294
534.0,I can not help laughing to see him dance.,"Коли я бачу, як він танцює, я не можу втриматися від сміху.","Я не можу втриматися від сміху, коли бачу, як він танцює.",0.8905723690986633
535.0,"Lovely species, the Aplans.",Аплани - це щось.,"Прекрасний вид, Аплани.",0.21023908257484436
536.0,GRAY/ Alpha16 Histogram,Вимірювання,Гістограма GRAY/ Alpha16,-0.24352245032787323
537.0,"Hey, thanks for going along with my story.","Дякую, що підтвердив мою історію.","Эй, спасибо, что согласилась со мной.",0.12721748650074005
538.0,Credits and Licenses,Подяки і ліцензії,Подяки і ліцензії,0.9432011842727661
539.0,- I get it.,- Розумію.,- Я понимаю.,0.31941723823547363
540.0,Get out of here!,Йдіть!,Забирайся звідси!,-0.4808421730995178
541.0,"The men, Stil, can't possibly imagine what my intentions are.","Люди, Стільгаре, навіть уявити моїх намірів не можуть.","Чоловіки, Стільгаре, не можуть уявити, які мої наміри.",0.888035237789154
542.0,- You okay?,- Ти у порядку?,- Ты в порядке?,0.6135033965110779
543.0,"Ringo, Paul.","Рінго, це Пол.","Ринго, Пол.",0.3265741765499115
544.0,"Before you make this change, ensure that you have a way to reboot your system if a problem occurs. This might be a rescue floppy-disk provided by your operating system distribution or a specially-designed rescue floppy-disk, such as tomsrtbt. Ignore this advice at your peril.","Перш ніж вносити цю зміну, переконайтеся, що ви зможете перезавантажити вашу систему, якщо виникнуть проблеми. Врятувати систему може рятівний гнучкий диск або компакт- диск, що постачається з вашою операційною системою. За наслідки ігнорування цієї поради відповідатимете лише ви самі.","Перш ніж ви внесете цю зміну, переконайтеся, що маєте змогу перезавантажити вашу систему, якщо виникають проблеми. Це може бути рятувальний диск, що постачається вашим дистрибутивом операційної системи або спеціально підписаним рятувальним диском, наприклад, Tommrtbt. Ігноруйте цю пораду у вашій небезпеці.",0.31039172410964966
545.0,They will shoot my children.,Вони застрілять моїх дітей.,Вони застрелять моїх дітей.,0.9480555057525635
546.0,I'm on my way to visit my friend Kyle because we had a bet that if I could prove leprechauns were real he would suck my balls,"Якщо ви справжній американець, то ви обожнюєте шаурму Але ви напевно терпіти не можете криваві плями на нижній білизні","Я иду к моему другу Кайлу, потому что мы поспорили, что если бы я смог доказать, что лепречаны были настоящими, он бы отсосал мои яйца.",0.22690731287002563
547.0,Be seeing you,До побачення.,До зустрічі.,0.3241395056247711
548.0,Sorry to disappoint you.,"Вибач, що тебе розчарував.","Простите, что разочаровал вас.",0.6108255386352539
549.0,"Brightness: Slider to control the brightness value of all colors used. The brightness value can range from 0 to 200. Values greater than 100 will lighten the print. Values less than 100 will darken the print. Additional hint for power users: This KDEPrint GUI element corresponds to the CUPS command line job option parameter: -o brightness=... # use range from ""0"" to ""200""",Яскравість - повзунок контролює яскравість всіх кольорів при друці. Яскравість може приймати значення від 0 до 200. Значення більше 100 будуть освітлювати надруковане зображення. Значення менші за 100 зроблять надруковане зображення більш темним. Додаткова інформація для досвідчених користувачів - цей елемент інтерфейсу програми відповідає параметру командного рядка CUPS: - o brightness=... # число від « 0 » до « 200 »,"Яскравість: Повзунок для керування яскравістю всіх кольорів, які використовуватимуться. Значення яскравості може бути від 0 до 200. Значення, більші за 100, полегшать друк. Значення менші за 100 затьмарюють друк. Додаткова інформація для досвідчених користувачів - цей елемент інтерфейсу програми відповідає параметру командного рядка CUPS: - o lume=... # використовувати діапазон від "" 0 "" до "" 200 """,0.4057135581970215
550.0,You got it.,Буде виконано.,Ти зрозумів.,0.20911744236946106
551.0,"I know you don't understand, but you have to come with me.","про все. Знаю, ти не розумієш, тож просто пішли зі мною.","Я знаю, ты не понимаешь, но ты должен пойти со мной.",0.5312719345092773
552.0,-Hm.,-Угу.,- Гм.,-0.655009388923645
553.0,But what's the blackout part?,але що за повне відключення?,Але яка частина відключки?,0.5254966020584106
554.0,Look to your right.,Поглянь в правий бік!,Дивіться праворуч.,0.3242771327495575
555.0,That's really weird.,"Дякую. - Ну все, ходімо.",Це дуже дивно.,-0.11310838162899017
556.0,Look at him.,Гляньте на нього.,Посмотри на него.,0.15418046712875366
557.0,We all got the Christmas card-- Cinnamon.,Він нам усім посилав цю листівку на Різдво... Кориця.,Ми всі отримали різдвяну листівку... Кориця.,0.5049967765808105
558.0,Why was Qyburn here?,- Що Квіберн робив тут?,Чому Квіберн був тут?,0.8613238334655762
559.0,Any Tag,Будь- яка мітка,Будь- яка мітка,0.9361869096755981
560.0,Did you feel the earthquake this morning?,Ти відчув землетрус сьогодні рано?,Ти відчув землетрус сьогодні вранці?,0.9158381819725037
561.0,Rhodes and Stark out.,- Кінець зв'язку.,Родс і Старк.,-0.2727348208427429
562.0,"You're getting hard right now, aren't you?","Дашь знать, когда снова захочешь целоваться.","У тебе зараз з'являються проблеми, чи не так?",0.33963173627853394
563.0,It's been a long time.,Давно.,Давно не бачилися.,0.16360098123550415
564.0,Show Rating Computations,Показувати підрахунок рейтингу,Показувати доповнення оцінок,0.5285577774047852
565.0,"Maxine Angelis, New York Journal.","Максін Енджеліс, з ""Нью-Йорк Джорнал""","Максін Енджеліс, New York Journal.",-0.27746260166168213
566.0,Save As...,Зберегти як...,Зберегти як...,0.928925633430481
567.0,Formatting with BSD on a user-given device is only possible with UFS,Форматування користувацького пристрою на BSD можливе тільки з файловою системою UFS,"Форматування BSD на пристрої, який надає користувач, можливе лише з UFS",0.5359141230583191
568.0,You talk to anyone while you were there?,Еммм ... в сенсі?,"Ти розмовляєш з кимось, поки був там?",-0.133155956864357
569.0,- No discussion.,- Без дискусій.,- Никаких разговоров.,0.5313577055931091
570.0,I'll send in Eugene.,Я пришлю Євгена.,Я пришлю Юджина.,0.8689782023429871
571.0,"Loading module ""%1"" and ""%2"" has failed: stop.",Спроба завантаження модуля «% 1 » і «% 2 » зазнала невдачі: зупинка.,"Спроба завантаження модуля ""% 1 "" і ""% 2 "" зазнала невдачі: зупинка.",0.5773391127586365
572.0,And I would do it.,І я робила це.,І я б це зробив.,0.6124395132064819
573.0,"Wait a second... boom, right there, you see that?","Секундочку... бум, вот здесь, видишь?","Секундочку... бум, прямо там, видишь?",0.8821384906768799
574.0,Who else knows?,Хто ще про це знає?,Хто ще знає?,0.30643075704574585
575.0,Upload photos to Flickr,Надсилання фотографій на Flickr,Вивантажити фотографії на Flickr,0.8958359956741333
576.0,McMURPHY: Home safe and sound.,Удома живі-здорові.,Дома в безопасности и звуке.,0.3785954713821411
577.0,All frozen?,Усі заморожені?,Все замерзли?,0.12131208181381226
578.0,I don't want to discuss it.,Я не хочу цього обговорювати.,Я не хочу це обговорювати.,0.8213483095169067
579.0,Import Mode,Режим імпортування,Режим імпортування,0.9411152601242065
580.0,"I knew you were a danger to me, especially after Halloween.","Що ти мені небезпечний, я давно знав, але напевно після Дня Всіх Святих.","Я знал, что ты в опасности для меня, особенно после Хэллоуина.",0.3238007426261902
581.0,"Yes,well,I didn't have a boyfriend then and jake was still cute.","так,але я не мала коханого тоді і Джейк був ще привабливий.","так, що ж, в мене не було хлопця тоді а Джейк був ще гарненький.",0.8449269533157349
582.0,"Oh, yeah, I'm gonna have to tip her.","оу, так. я збираюся залишити їй чайові.","оу, так, я збираюся дати їй чайові.",0.8698643445968628
583.0,"- Hello, Ron.","— Привіт, Рон.","- Привіт, Роне.",0.7719442844390869
584.0,United Kingdom,Сполучене Королівствоworld. kgm,Великобританія,-0.22874991595745087
585.0,Who told you this?,Хто тобі це сказав?,Хто тобі це сказав?,0.929245114326477
586.0,There something you wanted?,Ти чогось від мене хочеш?,Ти щось хотів?,-0.041359975934028625
587.0,They said they were going to kill you.,"Вони сказали, що збираються вбити тебе","Вони сказали, що вб'ють тебе.",0.3614467680454254
588.0,ROLES_OF_TRANSLATORS,Юрій Чорноіван yurchor@ ukr. net Переклад українською,Юрій Чорноіван yurchor@ ukr. net Переклад українською,0.935388445854187
589.0,Page Layout Problem,Помилка компонування сторінки,Проблема з компонуванням сторінки,0.9509978890419006
590.0,"- That means you, Private Blithe.","- Вас це теж стосується, рядовий Блайт.","- Це означає тебе, рядовий Блайт.",0.4030131697654724
591.0,"No, sir.","- Ні, сер.","Ні, сер.",0.7840492725372314
592.0,You got the Come'N'Shop and Shop'N'Come bags?,Прямо у полі. Ти взяв пакети ''Йди і купи'' і ''Купи та йди''?,"У тебе є пакети "" Йди і купи ""?",-0.21957172453403473
593.0,An inflatable hippo pool?,Надувний басейн?,Надувний басейн для бегемотів?,0.598461389541626
594.0,Did you believe me?,Ти віриш мені?,Ти мені повірив?,0.8177944421768188
595.0,I'm... I'm done here.,С меня хватит.,Я закончила здесь.,0.21294429898262024
596.0,& Overwrite All,Перезаписати всі,Перезаписати всі,0.9445467591285706
597.0,I've never stuck a toe in myself.,я ніколи так сильно не працював ногами.,Я ніколи не тримав палець в собі.,0.5963820815086365
598.0,(POLICE RADIO CHATTER),(Поліцейські радіопереговори),(ПОЛІЦІЯ RADIO CHATTER),-0.4604589343070984
599.0,Trying to Determine the Gender - Hadifix Plug In,Перевірка. The voice is unknown,Спроба визначення додатка Gender - Hadifix in,-0.9860811233520508
600.0,"- Yeah, I have... Mr Fancy Pants.","- Таак, випила.. містер Сцикло.","- Так, у мене... містер Вишукані Штанці.",0.7323163151741028
601.0,We would have been anyway!,Ми б випарувалися в будь-якому разі!,Мы бы все равно появились!,0.09059345722198486
602.0,It's really dark down here.,Здесь внизу очень темно.,Здесь внизу очень темно.,0.9368651509284973
603.0,All right!,ЗА СВОБОДУ! СТОЯТЬ!,Добре!,-0.3857247829437256
604.0,This option specifies if Tidy should strip out surplus presentational tags and attributes replacing them by style rules and structural markup as appropriate. It works well on the HTML saved by Microsoft Office products.,"Цей параметр визначає чи слід Tidy обрізати додаткові теґи показу і атрибути, замінюючи їх на правила стилю та структурну розмітку, відповідно. Це добре спрацьовує для HTML збережених у продуктах Microsoft Office.","За допомогою цього пункту можна вказати, чи слід Tidy вирізати зайві теґи і атрибути, які замінять їх на правила стилю і структурну розмітку. Цей параметр добре працює у HTML збереженому продуктами Microsoft Office.",0.5246405005455017
605.0,"There's gotta be somewhere, man.",Має бути якесь місце.,Має бути якесь місце.,0.940555214881897
606.0,"We can take 'em to your house, show 'em the pod.","Я все поясню. Суд треба відвести до тебе додому, показати кокон.","Ми можемо відвести їх до вашого будинку, показати їм капсулу.",0.5835817456245422
607.0,It's your father.,Батько дзвонив...,Це твій батько.,0.908333420753479
608.0,"- Oh, shit.","Мені там відріжуть... Ох, біс!",- Вот дерьмо.,-0.511584460735321
609.0,Original author and former maintainer,Перший автор та колишній супровідник,Перший автор і колишній супроводжувач,0.933519721031189
610.0,It's in between my fingers.,Він між моїми пальцями.,Він знаходиться між моїми пальцями.,0.8753048181533813
611.0,I told you what I saw.,"Я говорю тобі те, що бачу.","Я рассказал тебе, что видел.",0.6623141765594482
612.0,You want to help me out?,"Ви хочете, щоб допомогти мені?",Хочешь помочь мне?,0.0007245242595672607
613.0,There's a hidden forest just up the Dorian river.,У таємному лісі вище по річці Доріан.,Біля річки Доріан лежить схований ліс.,0.62650066614151
614.0,This is like a job interview.,Це схоже на співбесіду.,Це схоже на співбесіду з працевлаштування.,0.6382640600204468
615.0,"- Unless... - Man, he plans on taking all the money.",Якщо тiльки вiн не планує забрати всi грошi.,"Если только... - Чувак, он планирует взять все деньги.",0.3246642053127289
616.0,Just about to get started.,Щоб почати.,Начинаем.,-0.05650445818901062
617.0,"Get filmed next to King Sobieski, and they'll need you till the end.","Якщо нас знімуть поруч Собеського, то потім ми будемо у кадрі весь час.","Знімайте поряд із Собескі, і вони потребуватимуть тебе до кінця.",0.5482760071754456
618.0,You got me?,Зрозумів?,Ти мене зрозумів?,0.6402128338813782
619.0,I don't think he'd want me to tell you.,"Навряд чи він захотів би, щоб я вам розповідав.","Не думаю, що він хотів би, щоб я тобі розповів.",0.5643694996833801
620.0,We're never going to war over there.,Ми ніколи не воюватимемо там.,Ми ніколи не воюватимемо там.,0.9445302486419678
621.0,When I unpack them in my own club.,Розберу їх коли матиму свій клуб.,Коли я розпакую їх у своєму клубі.,0.8017973303794861
622.0,You got a secret supply of pills?,Хтось нелегально постачає тебе ними?,У тебя есть тайный запас таблеток?,0.3341432809829712
623.0,But I rejoiced to see such devastation,"Але я радів, дивлячись на таке розорення.","Але я радів, коли побачив таке спустошення.",0.8266063928604126
624.0,But that's irrelevant.,Але це не має значення.,Але це не має відношення до справи.,0.6063792705535889
625.0,"- Well, you fell off your broom.",- Ти впав з мітли.,"- Ну, ти впав з мітли.",0.9106659889221191
626.0,"Error in repositories. xml at line %1, column %2: %3","Помилка у файлі repositories. xml, рядок% 1, позиція% 2:% 3","Помилка у сховищі. xml у рядку% 1, позиція% 2:% 3",0.46388643980026245
627.0,Rounded Rectangles,Прямокутники з заокругленими кутами,Округлені прямокутники,0.2269541621208191
628.0,Unable to Load Dialog,Неможливо завантажити діалогове вікно,Не вдалося завантажити діалогове вікно,0.9121793508529663
629.0,"All right, everyone, gather around!","Чудово! Давайте, усі сюди!","Гаразд, всі, зберіться навколо!",0.5510202050209045
630.0,Alternative name of the location.,Інша назва місця.,Інша назва місця.,0.9483470320701599
631.0,The current & FAQ; maintainers are:,Поточний супровід ЧаПу:,Поточними супровідниками ЧаПу є:,0.938459575176239
632.0,Are you freaking kidding me?!,Це в тебе такі жарти?!,"Ти що, знущаєшся з мене?!",0.24258585274219513
633.0,"You know my daddy, I said that my daddy!","Ви знаєте, мій тато... Я кажу - мій тато!","Ты знаешь моего папу, я сказал, что мой папа!",0.6194689869880676
634.0,"Well, that is why we test it on chimps.",Саме тому ми його випробовуємо на шимпанзе.,Ось чому ми випробовуємо шимпанзе.,0.276111364364624
635.0,- In two minutes?,За дві хвилини?,- Через дві хвилини?,0.7896355390548706
636.0,I do.,Правда люблю.,Так.,-0.7773970365524292
637.0,Scan Preview,Перегляд сканування,Перегляд сканування,0.9483500719070435
638.0,Maybe you're not the suicidal type.,"Мабуть, ти просто не суїцидний тип.","Может, ты не самоубийство.",0.3154964745044708
639.0,"If you smile too much, you're delusional or you're stifling hysteria.","Як ви багато посміхаєтеся, вирішать, що у вас марення або істерія.","Якщо ви забагато посміхаєтеся, то ви бредите або істерикою притуплюєте.",0.8118038177490234
640.0,You'll be trained separately from the Dauntless-born... but you'll be ranked together.,"Вас тренуватимуть окремо від народжених Безстрашними, але оцінюватимуть вас разом.","Вас будуть тренувати окремо від народжених Безстрашними, але ви будете згруповані разом.",0.7841383218765259
641.0,I'm going in.,Буду углубляться.,Я йду.,-0.44759464263916016
642.0,Reminder every,Нагадування кожні,Нагадування кожні,0.9503083825111389
643.0,"It's, wassup and my fella.",- Московський чижик тобі брателло!,"Це, розпушування і мій хлопець.",0.28375041484832764
644.0,- A bar.,- У барі.,- Бар.,-0.2711865305900574
645.0,Other Switches,Інші перемикачі,Інші перемикачі,0.9523650407791138
646.0,On your feet.,Підводьтеся.,Підйом.,-0.04158751666545868
647.0,Moves the selected messages to a certain folder.,Пересуває вибране повідомлення до певної теки.,Пересуває вибрані повідомлення до певної теки.,0.948695719242096
648.0,Blanking,Очищення,Очищення,0.9368070960044861
649.0,Unknown error (%1),Невідома помилка (% 1),Невідома помилка (% 1),0.9415900707244873
650.0,Could be anything.,Може бути що завгодно.,Может быть что угодно.,0.8143424987792969
651.0,I understand.,﻿Я розумію.,Я розумію.,0.9223192930221558
652.0,"Sit down, will you?",Сядеш ти чи ні?,"Сідай, будь ласка.",0.24238626658916473
653.0,Step over Instruction,Перейти до наступної & інструкції,Перейти до наступної інструкції,0.7282633185386658
654.0,"A README file in each template will allow you to find out how to build the template. It will also give you links for tutorials related to the project. After the project is generated, & kapptemplate; 's job is finished and you are on your own to build it.","За допомогою файла README у кожному з шаблонів ви зможете дізнатися про те, які зібрати шаблон. Там також наведено посилання на підручники, пов’ язані з проектом. Після створення проекту завдання & kapptemplate; буде виконано і ви зможете зібрати проект власноруч.","За допомогою файла README у кожному з шаблонів ви зможете дізнатися про те, як побудувати цей шаблон. Крім того, програма надасть вам змогу знайти посилання на підручники, пов' язані з проектом. Після створення проекту завдання & kapptemplate; буде завершено і ви зможете зібрати його власноруч.",0.4305683970451355
655.0,"Mom, I want to move back home.","Мамо, я хочу перебратися додому.","Мамо, я хочу повернутися додому.",0.8886489272117615
656.0,Not reckless.,Не про легковажність.,Не безрассудно.,0.3026934564113617
657.0,Preparing to head below deck.,Зберіться на головній палубі.,Приготуватися до підйому під палубою.,0.8458147048950195
658.0,Albus.,Альбуc.,Альбусе.,0.47515279054641724
659.0,We just jumped. They want us to jump again?,Ми тільки що стрибнули.,"Вони хочуть, щоб ми знову стрибнули?",0.6158791780471802
660.0,"I didn't come to help you, Claire.","Я не допомагати тобі прийшов, Клер.","Я пришел не помочь тебе, Клэр.",0.6048386693000793
661.0,I have a person with a rifle in the stadium.,На стадіоні - мій снайпер.,У меня есть человек с винтовкой на стадионе.,0.472808837890625
662.0,Do you remember when we first met?,Ти пригадуєш нашу першу зустріч?,"Пам'ятаєш, коли ми вперше зустрілися?",0.600180447101593
663.0,My motherly concern is not for him because he's not my son.,"Мої материнські страхи не через нього, тому що це не мій син.","Моя материнська турбота не для нього, тому що він не мій син.",0.6174460649490356
664.0,I was hoping you'd come.,"Я сподівався, що ти прийдеш.","Я сподівався, що ти прийдеш.",0.9401772618293762
665.0,What did you do?,І що ти зробила?,Що ти наробив?,0.7319967150688171
666.0,It's so nice to be home.,Добре бути вдома.,Так приємно бути вдома.,0.8322683572769165
667.0,I was busy learning who funds the Sons of the Harpy.,"Затримався дізнаючись, хто фінансує Синів Гарпії.","Я був зайнятий тим, що дізнався, хто фінансує Сина Гарпії.",0.9418540000915527
668.0,Autocrop,Автообрізання,Автообрізання,0.942976713180542
669.0,We need your help.,Нам потрібна твоя допомога.,Нам потрібна твоя допомога.,0.9438977241516113
670.0,My father loved a woman.,Мій батько любив жінку.,Мій батько любив жінку.,0.9484865665435791
671.0,entry missing id,в записі немає ІД,в записі немає ІД,0.941005289554596
672.0,Let me take it.,Давай я візьму.,Дай-но я візьму.,0.8183330297470093
673.0,We could take the city in an hour.,Місто упало б за годину.,Ми можемо зайняти місто за годину.,0.7603994011878967
674.0,- Last set of numbers confirmed.,﻿Останній набір підтверджений.,- Останній набір підтверджений.,0.9428828954696655
675.0,My enema guy is here.,До мене прийшли з клізмою,Тут мій інфейер.,0.13004887104034424
676.0,Add the following binary files to the repository:,Додати наступні двійкові файли до сховища:,Додати наступні бінарні файли до сховища:,0.9238965511322021
677.0,X.509 Certificate Refresh Error,Помилка освіження сертифіката X. 509@ title: window,Помилка оновлення сертифіката X. 509,0.263249009847641
678.0,No! No.,Ні!,Нет!,-0.7442770004272461
679.0,Shows/ hides the & kbounce; statusbar.,Показує або ховає смужку стану & kbounce;.,Показує або ховає смужку стану & kbounce;.,0.9223129153251648
680.0,Don't even think about it.,Навіть не думай про це.,Навіть не думай про це.,0.9361366033554077
681.0,Blind to the lives of those they deem lesser than their own.,Вони не цінують життя тих кого вважають слабкішими за них.,"Сліпі до життя тих, кого вони вважають нижчими за них.",0.7657203674316406
682.0,"He got his, too.",У нього теж такий.,У него тоже есть.,0.5148890018463135
683.0,"All three of these methods are equivalent, and produce the same result.",Всі три описаних способи призводять до однакових наслідків і запускають одну і ту ж саму програму.,Всі три з цих методів однакові і дають однакові результати.,0.09699996560811996
684.0,What?,Якій?,Что?,-0.4944911003112793
685.0,"I mean it's no homophobic, is it?",Це не звучить як гомофобія?,"Я маю на увазі, що це не гомофобія, чи не так?",0.27233996987342834
686.0,Unable to construct a GUI element. Your KMLDonkey installation is incomplete.,Не вдалося побудувати елемент графічного інтерфейсу. Ви встановили не всі компоненти KMLDonkey.,Не вдалося побудувати елемент графічного інтерфейсу. Встановлення KMLDonkey є неповним.,0.7876790761947632
687.0,Investments,Інвестиції,Інвестиції,0.9439733028411865
688.0,Toggle display of the opaque ground,Перемикач прозорості горизонту,Перемикач показу непрозорої поверхні,0.8632827401161194
689.0,"Yeah, I'm going through all those typical teenage girl issues like:","Що ж, дякую вам за турботу, Наталі.","Да, у меня такие обычные проблемы с подростками:",0.3447396755218506
690.0,"Enter regular expressions which can be used to parse the data returned from the URL entered above. The symbol, price, and date must be found in the quote data to be usable. You may also try the KMyMoney user's mailinglist at kmymoney2-user@lists. sourceforge. net to find what settings work for other users in your country.","Введіть формальний вираз, який буде використано для обробки даних, отриманих з адреси URL, введеної вище. Для того, щоб програма могла скористатися даними, вона має знайти у них код, ціну і дату. Знайти перелік параметрів, які визначили інші користувачі з вашої країни, можна у списку листування kmymoney2- user@ lists. sourceforge. net.","Введіть формальні вирази, які можна використовувати для обробки даних, отриманих з адреси URL, введеної вище. Символ, ціна і дата слід знайти у даних цитування. Крім того, ви можете скористатися списком листування користувачів KMyMoney за адресою kmymoney2- user@ lists. sourceforge. net, щоб дізнатися, які параметри працюють для інших користувачів вашої країни.",0.3114948272705078
691.0,- Muggles?,- Муглі?,- Магли?,0.6534520387649536
692.0,The only time I'm not is... It's when I'm in the gym and I'm training with you.,Я перестаю бути таким лише коли я тренуюся у вас у залі.,Только когда я буду в спортзале и тренируюся с тобой.,0.542756974697113
693.0,"Well, um, how old are you?","Хм, а скільки тобі років?",А скільки тобі років?,0.8624500036239624
694.0,Icons will be used without applying any effect.,Піктограми використовуватимуться без застосування будь- якого з ефектів.,Піктограми буде використано без застосування будь- якого ефекту.,0.8052752017974854
695.0,"""Lester, this was an accident.""","""Лестере, це був нещасний випадок"".","""Лестер, это был несчастный случай.""",0.620614230632782
696.0,Cannot create folder %1. Check that you have write permission in the parent folder or that the connection to %2 is valid.,Не вдається створити теку% 1. Перевірте чи ви маєте право запису до батьківської теки або чи з' єднання з% 2 чинне.,Не вдається створити теку% 1. Перевірте чи ви маєте дозвіл на запис до батьківської теки або чи з' єднання з% 2 є дійсним.,0.750984787940979
697.0,I did not come to America to live like an Arab.,"Я не для того приїхала в Америку, щоб жити як арабка.","Я приїхав до Америки не для того, щоб жити як араб.",0.8529737591743469
698.0,"Otherwise, why does he have Blackstones keeping us away from it?","В іншому випадку, чому він повинен Blackstones тримати нас подалі від нього?","Інакше, чому він тримає нас подалі від цього Блекстоуна?",0.30276089906692505
699.0,I did,Хотів.,Так.,-0.8540756702423096
700.0,Hostname,Назва вузла,Назва вузла,0.9391813278198242
701.0,"If you do n't have a key, & kgpg; will automatically pop up the key generation dialog at the first startup. You can also access it in the Key Manager from Keys Generate Key Pair.","Якщо у вас немає ключа, & kgpg; автоматично відкриє діалогове вікно створення ключа під час першого запуску програми. Відкрити це вікно можна також у засобі керування ключами за допомогою пункту меню Ключі Створити пару ключів.","Якщо у вас немає ключа, & kgpg; автоматично відкриє діалогове вікно створення ключів під час першого запуску. Крім того, ви можете отримати доступ до нього за допомогою пункту Керування ключами за допомогою пункту меню Клавіші Створити пару ключів.",0.35353267192840576
702.0,"I'm not your priest, but if I was, I think...","Я не твій священик, але якби був ним, то думаю...","Я не ваш священик, але якби я був, я думаю...",0.6094322800636292
703.0,I guess not.,"Так, мабуть.","Думаю, що ні.",0.05148126184940338
704.0,The very first humans on Mars?,Найперші люди на Марсі?,Найперші люди на Марсі?,0.9509119987487793
705.0,"Yeah, it was a mistake.","Так, як я говорив, відбулася помилка.","Да, это была ошибка.",-0.11697424948215485
706.0,Insert submenu widget into the popup menu. Use -1 as the index to insert at the end. The icon is optional.,"Вставити віджет підменю у вигулькне меню. Скористайтеся індексом - 1, щоб вставити у кінець. Піктограма є необов’ язковою.","Вставити віджет підменю до контекстного меню. Скористайтеся індексом - 1, щоб вставити у кінець. Піктограма є необов' язковою.",0.5221836566925049
707.0,"You're needed here, Dr. Yedlin.","Ви потрібні тут, Dr. Едлін.","Ви потрібні тут, Dr. Едлін.",0.9388694763183594
708.0,"That I've come to destroy your cities, burn down your homes, murder you, and orphan your children.","Я знаю, що вам сказала Серсея. Що я прийшла знищити ваші міста, спалити ваші домівки, вбити вас, залишивши ваших дітей безбатченками.","Що я прийшов зруйнувати ваші міста, спалити ваші домівки, вбити вас, і ваших дітей-сиріт.",0.23105795681476593
709.0,And I will live forever.,І я житиму вічно!,І я житиму вічно.,0.9103292226791382
710.0,& Saturation:,& Насиченість:,& Насиченість:,0.9380720853805542
711.0,It's been a pleasure knowing you.,Приємно було познайомитися. Оревуар!,Приємно було познайомитися.,0.26708441972732544
712.0,That's what I heard.,Я чув про це.,"Це те, що я чув.",0.811444878578186
713.0,I've had it.,З мене досить.,З мене досить.,0.9381958842277527
714.0,Christina?,Крістіно?,Крістіно?,0.9450730085372925
715.0,"Copying %1 MiB/ second, estimated time left: %2","Копіювання% 1 МБ/ секунду, оцінка залишкового часу:% 2@ info/ plain","Копіювання% 1 МБ/ секунду, оцінка залишкового часу:% 2",0.373843789100647
716.0,Thank you.,"Його діяння підпадають під 148 статтю, 1 параграфу, Кримінального Кодексу.",Дякую.,-0.7438094615936279
717.0,What's the matter with you?,Та що з вами?,Що з тобою?,0.04807595908641815
