Unnamed: 0,DE,EN,TRANSLATION,bertscore
438,Ich weiß...,I know...,Ich weiß...,1.0
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- Bestätigt, Sir.",0.8385769128799438
440,Ja. Mir geht's gut.,"yeah, I'm fine.","Ja, mir geht's gut.",1.000000238418579
441,- Das ist meins.,- It's mine.,- Es gehört mir.,0.7959092259407043
442,Nach unten.,Downstairs.,Unten.,0.9134724736213684
443,- Warum nicht?,Why not?,Warum nicht?,0.9649240374565125
444,"Ich kam her, um Euch zu danken.",I came to thank you.,"Ich bin gekommen, um Ihnen zu danken.",0.9072627425193787
445,"Ich denke, du hast Angst.",I think you're afraid.,"Ich glaube, du hast Angst.",0.9474456906318665
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.","Ich antworte nicht gut auf Drohungen, und Cyrus Rose auch nicht.",0.9687420725822449
447,Er ist kein Mörder.,He's not a murderer.,Er ist kein Mörder.,1.0000001192092896
448,Ich sagte nichts.,I held my tongue.,Ich hielt meine Zunge.,0.8791381120681763
449,"Was tun Sie, David?","What are you doing, David?","Was machst du, David?",0.8897415399551392
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","Nein, nein, nein, tun Sie es nicht, Sir!",0.9606351256370544
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,"Auf der Naomi-Angstskala von eins bis zehn, wo man einen Hauch von Schlaflosigkeit und zehn ist ein Panikanfall, ungefähr fünf.",0.9401223063468933
452,- Der ist gut.,That's pretty good.,Das ist ziemlich gut.,0.8444600105285645
453,"O ihr, die ihr glaubt!",Believers!,"Ihr, die den Iman verinnerlicht habt!",0.8733261823654175
454,Ich habe keine Angst.,I'm not scared of you.,Ich habe keine Angst vor dir.,0.9641723036766052
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?","Ich frage mich, wie viele Frauen hast du mit Papier und Leinwand geschmeichelt?",0.9516860842704773
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,0.9556953310966492
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","In Ordnung, bleiben Sie wachsam.",0.967628538608551
458,Umsetzungsfrist,Time limit for transposition,Frist für die Umsetzung,0.8352379202842712
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Arzneimittel für Kinder unzugänglich aufbewahren.,0.9999999403953552
460,- Da drüben.,-Over there.,- Da drüben.,0.9999999403953552
461,"Ach, seit wann?",Since when?,Seit wann?,0.9576826691627502
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,"Ich werde Sie wissen lassen, ob und wann wir mehr Waffen brauchen.",0.9463570713996887
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Wie kannst du mich einfach so zurücklassen und gehen?,0.9214425683021545
464,Ihr Boss?,Your boss?,Ihr Boss?,1.0
465,Ihr seid noch auf?,Why are you still up?,Warum bist du noch wach?,0.9061436653137207
466,"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.,"Die 'Fill-in-the-blank'-Features können im Konfigurationsdialog ein- und ausgeschaltet werden. Durch die Einstellung dieser Funktionen wird es möglich, Schriftarten zu verwenden, die andere Zeichen in die Positionen der Klammern einordnen.",0.8685535192489624
467,"Nein, nein, nein, nein, nein, nein...","No. No, no, no...","Nein, nein, nein...",0.9860689640045166
468,"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages","Beschäftigung, Produktivität und Löhne",1.0000001192092896
469,Schlussfolgerung,Conclusion,Schlußfolgerung,0.9577777981758118
470,- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?,- Mit wem hast du da drüben gesprochen?,0.9406046271324158
471,"Ja, das ist es.","Yeah, that's it.","Ja, das war's.",0.7671576142311096
472,- Ich weiß nicht.,- I do not know.,- Ich weiß es nicht.,0.9885987043380737
473,Vorwärts!,Push on!,Drück weiter!,0.7656903266906738
474,"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.,"Aber ich denke, es ist nur fair, Ihnen zu sagen, dass ich Zugang zur Liste habe.",0.9776726961135864
475,In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.,In diesem Fall gilt Artikel 2.,0.9204831123352051
476,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Die Ereignisse entscheiden, nicht die Menschen.",0.9748715162277222
477,Du fehlst mir.,I miss you so much.,Ich vermisse dich so sehr.,0.8278409838676453
478,"Nein, nein ich verstehe es.","No, no, I understand.","Nein, nein, ich verstehe.",0.9849995970726013
479,"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--,"Was ich Ihnen sagen werde, ist, dass während meiner Zeit in der Wildnis...",0.9844021797180176
480,Ein Beispiel:,An example would look something like the following:,Ein Beispiel würde wie folgt aussehen:,0.8919950723648071
481,der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.,den tatsächlichen Rumpfwinkel und den konstruktiven Rumpfwinkel und ihre Beziehung.,0.9066407084465027
482,Einfach.,Simple.,Einfach.,1.000000238418579
483,- Irgendwas stimmt nicht.,- Something's not right.,- Irgendetwas stimmt nicht.,0.9842835068702698
484,- Bitte.,All right.,In Ordnung.,0.7256264686584473
485,Wie geht es dir?,How are you?,Wie geht es dir?,1.0
486,Kommen Sie rein.,Do come in.,Kommen Sie rein.,1.0
487,"Einen Moment noch, Siler.","Hang on, Siler.","Halt durch, Siler.",0.8533311486244202
488,- Nein...,- No...,- Nein...,0.9999998807907104
489,Ich kenne den Geruch.,I know it.,Ich weiß es.,0.8549178242683411
490,Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else.",Dann machen uns unsere Eltern zu etwas anderem.,0.9491863250732422
491,"Oh, jetzt geht's los.","Oh, here we go.","Oh, los geht's.",0.9293193221092224
492,Der Vizepräsident.,The Vice President.,Der Vizepräsident.,1.0000001192092896
493,"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President.","(HU) Vielen Dank, Herr Präsident.",0.9675304889678955
494,- Das Wunderrisotto?,- The magic risotto?,- Das magische Risotto?,0.8600683212280273
495,"Viel Glück, Doc.","Good luck, Doc.","Viel Glück, Doc.",1.0000001192092896
496,Hoffnung?,Hope?,Hoffnung?,1.0000001192092896
497,Offshore-Schiffe,Offshore vessels,Offshore-Schiffe,1.0
498,Einer Familie.,A family.,Eine Familie.,0.9477599859237671
499,Ich bin so stolz auf dich.,I'm so proud of you.,Ich bin so stolz auf dich.,1.0
500,Aber weißt du was?,But you know what?,Aber weißt du was?,1.0
501,"Lauf, verdammt!","Run, damn it!","Lauf, verdammt!",1.0
502,Er hat Recht.,"You know, he's right.",Er hat recht.,1.0
503,Was ist jetzt schon wieder?,What's the matter? You look funny.,Du siehst komisch aus.,0.8222174048423767
504,"Wir haben keine Wahl, Bobby.","We have no choice, Bobby.","Wir haben keine Wahl, Bobby.",1.0
505,"Ich weiß nicht, was ich tun soll.",I'm not thinking.,Ich denke nicht nach.,0.8978139162063599
506,Folgen Sie mir.,Follow me.,Folgen Sie mir.,0.9999998807907104
507,Kommt schon.,Come on.,Komm schon.,0.9470374584197998
508,Ist alles in Ordnung?,Is everything all right?,Ist alles in Ordnung?,1.0000001192092896
509,Entschuldigen Sie.,Excuse me.,Entschuldigung.,0.9079753160476685
510,Findest du mich begehrenswert?,Do you find me desirable?,Findest du mich begehrenswert?,1.0
511,Wir haben eine gemeinsame Vergangenheit.,We have a history.,Wir haben eine Geschichte.,0.900201678276062
512,Komm rein.,Come in.,Kommen Sie rein.,0.8081620931625366
513,Wir suchen nach dem Belgier.,We're looking for the Belgian.,Wir suchen den Belgier.,0.96197909116745
514,Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.,Er befreite sie von ihrem Artefakt.,0.8782191276550293
515,- Was wollt ihr? - Pulli.,What do you want?,Was willst du?,0.8340492248535156
516,"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life.","Kinder, ich hatte nur einen Kampf in meinem Leben.",0.9999998807907104
517,Wer kann mir helfen?,Can you help me?,Kannst du mir helfen?,0.949402928352356
518,Kann ich dir nicht sagen.,I can't tell you that.,Das kann ich dir nicht sagen.,0.9819843769073486
519,"Finden Sie raus, wo er ist.",Run a trace.,Verfolge eine Spur.,0.747572124004364
520,- War sie hübsch?,- Is she pretty?,- Ist sie hübsch?,0.965408980846405
521,- Du weißt den Namen noch?,You remember.,Du erinnerst dich.,0.8346983194351196
522,"- Aber, aber...",- But...,- Aber...,0.9724413156509399
523,"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.,"ähnliche Vermögensverwaltungstätigkeiten, die nicht ausdrücklich erwähnt werden.",0.8989423513412476
524,Wo ist sie?,Where?,Wohin?,0.7934554219245911
525,Und jetzt?,And now?,Und jetzt?,1.0000001192092896
526,Also wirst du sehen und sie werden auch sehen,You shall see and they will see,"Du wirst sehen, und sie werden sehen",0.973089873790741
527,"- Du hast gesagt, du liebst mich.",You said you'd still love me.,"Du sagtest, du würdest mich immer noch lieben.",0.8868631720542908
528,"Ich denke, wir haben nichts zu befürchten.",I think we're safe.,"Ich glaube, wir sind in Sicherheit.",0.8827764987945557
529,"Glaub mir, das hast du nicht.",Trust me. You didn't.,"Vertrau mir, das hast du nicht.",0.9416807293891907
530,"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations.","Die Matsés Menschen, die in Peru und Brasilien leben, haben eine Gesundheits-Enzyklopädie erstellt, die mehr als 500 Seiten lang Katalogisierung ihrer traditionellen medizinischen Praktiken, Ahnenwissen für jüngere Generationen zu bewahren.",0.913652241230011
531,Sehr erfreut.,It is my pleasure.,Es ist mir ein Vergnügen.,0.8258581757545471
532,Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?",Würde mir jemand bitte eine Waffe ins Gesicht dieses Kramers stecken?,0.9151274561882019
533,- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.,- Es ist gerade sehr gefährlich.,0.9451026916503906
534,Die Schlüssel.,- Yes? - The keys!,- Die Schlüssel!,0.9632071256637573
535,Bläschenkumpels.,Bubble Buddies.,"- Bubble Buddies. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein, nein, nein, nein. nein, nein.",0.5762068629264832
536,Insgesamt,Total,Insgesamt,0.9999998807907104
537,Achtung.,Easy.,Ganz ruhig.,0.7694821953773499
538,Jedoch viel Glück.,"Good luck, though.",Aber viel Glück.,0.9293591976165771
539,"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.,"Ich glaube immer noch, dass ich ihm was schulde, weil er mir geschworen hat.",0.9429476261138916
540,So ist es schon viel besser!,This is so much better.,Das ist so viel besser.,0.9227483868598938
541,Das ist so lustig.,That is so funny.,Das ist so lustig.,1.0
542,Sieh mich an.,Look at me.,Sieh mich an.,1.0
543,Wie sehe ich aus?,How do I look?,Wie sehe ich aus?,0.9999997615814209
544,Schatz.,Baby.,Schatz.,1.0
545,- Habe ich ihn erwischt?,- Did I get him?,- Hab ich ihn erwischt?,0.9931178689002991
546,Nicht für mich.,It's fun for you. It's not fun for me.,Es macht keinen Spaß für mich.,0.9059996008872986
547,Sie waren es.,It was you.,Du warst es.,0.8442043662071228
548,Aber auch Alfonso.,I swore allegiance to Sancho.,Ich habe Sancho Treue geschworen.,0.7188473343849182
549,"- Ja, vielen Dank auch. Super.",- That's what I'm saying.,- Das meine ich ja.,0.8054713010787964
550,"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember,Erinnern Sie sich,0.821086585521698
551,Ich habe mir schon Sorgen gemacht.,I was getting worried.,Ich habe mir Sorgen gemacht.,0.9795098304748535
552,"Ja, das bin ich.","Yes, I'm sure.","Ja, ich bin sicher.",0.8900245428085327
553,"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.,Und Sie zerstören Beweise. Ich brauche Beweise.,0.8790159821510315
554,"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.,Genau das wollen wir tun.,0.8955118060112
555,Hier.,Here.,"Hier, bitte.",0.8714994788169861
556,"Richard, mach das nicht!",Richard.,Richard. - Was ist los?,0.7150217890739441
557,"Achtung, Leute!",Brody!,"Brody! - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein! nein, nein, nein, nein! nein! nein!",0.5936301946640015
558,"Tja, das ist Jamies Abteilung.","Mm-hmm. Well, that's Jamie's division.",Das ist Jamies Division.,0.8242932558059692
559,"(1) Die Zollbehörden können, soweit dies nicht unverzichtbar für die richtige Erhebung der Einfuhr abgaben ist, in folgenden Fällen davon absehen, die Anmeldung der Angaben nach Artikel 178 Absatz 1 oder eines Teils derselben zu verlangen:",Article 178,Diese Verordnung tritt am zwanzigsten Tag nach ihrer Veröffentlichung im Amtsblatt der Europäischen Union in Kraft.,0.8123517632484436
560,- Nicht so gut.,- Not great.,- Nicht toll.,0.8843516707420349
561,- Ich habe zu tun.,Shh. I'm busy.,Ich bin beschäftigt.,0.8244665861129761
562,Anscheinend habe ich auch Polio gehabt.,Apparently I had polio too.,Anscheinend hatte ich auch Polio.,0.9500661492347717
563,Hast du sie gefunden?,Did you find her?,Hast du sie gefunden?,1.0000001192092896
564,"Bis zu deiner Geburt haben Roboter nicht geträumt. Sie kannten keine Sehnsucht, bloß einprogrammierte Wünsche.","Until you, robots didn't dream robots didn't desire unless we told them what to want.","Bis Sie, Roboter nicht träumen Roboter nicht wünschen, es sei denn, wir sagten ihnen, was sie wollen.",0.8800548315048218
565,Ich will mitmachen.,I want in.,Ich will rein.,0.8874967098236084
566,Euer Gast ist angekommen.,Your guest has arrived.,Ihr Gast ist da.,0.8700118660926819
567,Verdammte Scheiße!,Holy shit!,Heilige Scheiße!,0.8786445260047913
568,Es war Notwehr.,I don't know why any white jury would care why I did it.,"Ich weiß nicht, warum es jedem weißen Geschworenen egal ist, warum ich es getan habe.",0.7388855218887329
569,Zu spät.,Too late.,Zu spät.,1.0000001192092896
570,Was war es dann?,What did we hear?,Was haben wir gehört?,0.8188103437423706
571,- In Ordnung.,- Al!,"- Al! - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein! nein, nein, nein, nein! nein, nein! nein, nein, nein, nein! nein, nein! nein!",0.6118932962417603
572,Stehenbleiben!,It's all right. - Freeze!,Keine Bewegung!,0.7812142372131348
573,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Die Ereignisse entscheiden, nicht die Menschen.",0.9748715162277222
574,Beihilfe,Aid,Beihilfe,0.9999999403953552
575,Kein Ausweis.,No papers on him.,Keine Papiere über ihn.,0.8663821816444397
576,Du bist mein Zuhause.,You are my home.,Du bist mein Zuhause.,1.0
577,Sie hatte eine heiße Affäre mit einem Hollywood-Filmstar.,She had a torrid affair with a Hollywood movie star.,Sie hatte eine stürmische Affäre mit einem Hollywood-Filmstar.,0.9616798758506775
578,Weicheier.,Pussies.,Pussies.,0.6867304444313049
579,GEGEN DIE ÜBERLEGENEN FEINDFAHRZEUGE.,Negative.,Nein.,0.6698959469795227
580,Und wie geht es euch?,How are you?,Wie geht es dir?,0.958109974861145
581,"Magnetischer Neurostimulator, den ich 1983 baute.",Magnetic neurostimulator I built in 1983.,"Magnetischer Neurostimulator, den ich 1983 gebaut habe.",0.9649006128311157
582,"Nein, kannst du nicht.","No, you can't.","Nein, kannst du nicht.",0.9999998807907104
583,Und isst:,Eating...,Essen...,0.7147269248962402
584,Eigentlich nicht.,Not really.,Nicht wirklich.,0.8517634868621826
585,Wir werden nicht Gott spielen.,I'm not gonna go and play God with you guys...,Ich werde nicht mit euch Gott spielen...,0.9581289887428284
586,Hab euch lieb.,Love you.,Ich liebe dich.,0.8574932813644409
587,Ich gehe schlafen.,I'm going to bed.,Ich gehe ins Bett.,0.9036141037940979
588,Verzeihen Sie.,Forgive me.,Verzeih mir.,0.8893598318099976
589,Mein Schwert.,My sword.,Mein Schwert.,1.0000001192092896
590,"Mach die Tür auf, damit ich raus kann!",Open the door.,Mach die Tür auf.,0.9212804436683655
591,Wie dumm von mir.,How silly of me.,Wie dumm von mir.,1.0000001192092896
592,Wirklich.,Really.,Wirklich.,1.0
593,"Jawohl, Sir.","Aye aye, sir.","- Ja, Sir. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",0.6306818723678589
594,Sieh da mal durch.,Check these out.,Sieh dir die an.,0.8121617436408997
595,Ich habe viel von dir gehört.,I've heard a lot about you.,Ich habe viel von dir gehört.,1.0
596,"- Nein, nein, nein.","- No, no, no.","- Nein, nein, nein.",1.0
597,Irgendwann.,Eventually.,Irgendwann.,1.0
598,"Beweg dich, alter Mann!","Get moving, old goat.","Beweg dich, alte Ziege.",0.9250838160514832
599,Generaldirektor für Landwirtschaft und ländliche Entwicklung,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,1.0
600,"Man befürchtet, dass immer mehr Arbeitsplätze ins Ausland wandern oder von illegalen Einwanderern eingenommen werden.",Stop it...,Hör auf...,0.7474064826965332
601,Sie und Adele?,You and adele?,Du und Adele?,0.9213103652000427
602,Nein?,No?,Nein?,0.9999999403953552
603,Amerikas Rückzug aus Asien,America\u0027s Retreat from Asia,Amerika\u0027s Rückzug aus Asien,0.9090480804443359
604,Sieh nur.,There it is.,Da ist es.,0.7395080924034119
605,Macht schon!,Come on! Let's go!,"Los, gehen wir!",0.7834519147872925
606,Wir zogen unsere Stofftiere an und versorgten sie mit besten Essen.,"We would dress up our stuffed animals, we would feed them the finest cuisine.","Wir verkleideten uns unsere ausgestopften Tiere, wir fütterten sie mit feinster Küche.",0.8894935250282288
607,- Kann ich Ihnen helfen?,- Can I help you?,- Kann ich Ihnen helfen?,1.0
608,Was ist passiert?,What is this?,Was ist das?,0.915438711643219
609,"Ein abgewichster, kleiner Dealer.","He's a smalltime dealer,",Er ist ein kleiner Dealer.,0.8896613717079163
610,"Nein, gar nichts.","No, nothing. Nothing.","Nein, nichts, nichts.",0.954963743686676
611,Ich kann Ihnen helfen.,I can help you.,Ich kann Ihnen helfen.,0.9999999403953552
612,Lange Geschichte.,It's a long story.,Es ist eine lange Geschichte.,0.8507409691810608
613,"Ach, das ist aber schön! Willkommen.",What a surprise!,Was für eine Überraschung!,0.8042645454406738
614,In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, Hamas’s coup makes things clearer.",In gewisser Weise macht der Putsch der Hamas die Dinge klarer.,0.889441192150116
615,Ich hol die Kinder.,I'll get the kids.,Ich hole die Kinder.,0.9420062899589539
616,Regina als Kathryns neue Freundin wäre kaum beglückt.,"Given her new friendship with Kathryn, I don't think Regina would be happy.","Angesichts ihrer neuen Freundschaft mit Kathryn glaube ich nicht, dass Regina glücklich wäre.",0.8677598834037781
617,Wir müssen weg.,"We got to get out of here, right now!",Wir müssen sofort hier raus!,0.913834273815155
618,"Du kannst wohnen, wo du willst.",You've a right to live where you please.,"Du hast das Recht zu leben, wo du willst.",0.9115967750549316
619,"Ich denke, Sie sollten versuchen die Sachen zu beschleunigen.",Guess you should try to expedite things.,"Ich schätze, du solltest versuchen, die Dinge zu beschleunigen.",0.940521240234375
620,- Wieso klappt's nicht?,- Why isn't it? - I don't know.,- Warum nicht?,0.8768885731697083
621,Datei:,Additional service:,Zusätzlicher Service:,0.666954755783081
622,"Phantasie, die, wer wurde Liebe von fern","Fancy, the one who would love from afar","Fancy, derjenige, der aus der Ferne lieben würde",0.8565321564674377
623,Er hat die erste Explosion überlebt.,He survived the first explosion.,Er überlebte die erste Explosion.,0.9406310319900513
624,"Gute Nacht, Senor.","Goodnight, sir.","Gute Nacht, Sir.",0.9312596917152405
625,- Ein Jahr?,- A year?,- Ein Jahr?,1.0000001192092896
626,Wir brauchen Ihre Hilfe.,We need your help.,Wir brauchen deine Hilfe.,0.9715961813926697
627,"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,","gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,",1.0
628,Sechs.,Six.,Sechs.,1.0000001192092896
629,Ich verstehe das nicht.,I don't get it.,Ich versteh's nicht.,0.9391323924064636
630,Was ist hier eigentlich los?,What the hell is going on?,Was zum Teufel ist hier los?,0.9234456419944763
631,Ich zähle bis drei.,I'll count to three.,Ich zähle bis drei.,1.0
632,Stimmt das?,Is that right?,Ist das so?,0.8582903742790222
633,"Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache bekommen, sondern helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.","And if you join us, you will not only have your revenge, but you will help write a new chapter in American history.","Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache haben, sondern auch helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.",0.9878435134887695
634,"Genug, um dich und deine ganze Familie 10-mal zu töten.",Enough to kill you and your whole family ten times over.,"Genug, um dich und deine ganze Familie zehnmal zu töten.",0.9647838473320007
635,Wir haben telefoniert.,We spoke on the phone.,Wir haben telefoniert.,0.9999999403953552
636,"Kommen wir zum Punkt: Ich will, dass Sie den Ball flach halten.","Moving forward, I want you to keep your head down.","Ich will, dass du deinen Kopf unten hältst.",0.8968675136566162
637,"- Nun, das freut mich für sie.",So what do you want from me?,Was willst du von mir?,0.7928774952888489
638,- Haben Sie?,- This girl who did?,"- Das Mädchen, das es getan hat?",0.8405153155326843
639,Tu mir einen Gefallen.,Do me a favor.,Tu mir einen Gefallen.,0.9999999403953552
640,Ich mache es.,I will.,Das werde ich.,0.8419231176376343
641,- Ich habe es gehört.,- I heard.,- Ich habe es gehört.,1.0
642,Bist du verrückt?,Are you crazy?,Bist du verrückt?,0.9999999403953552
643,- Das ist Unsinn.,- That's bullshit.,- Das ist Blödsinn.,0.8765358924865723
644,Er ist groß.,- It's big.,- Es ist groß.,0.9375979900360107
645,Klinische Studien bei Kindern mit chronischer Hepatitis C:,Clinical trials in paediatric patients with chronic hepatitis C:,Klinische Studien bei pädiatrischen Patienten mit chronischer Hepatitis C:,0.953757643699646
646,Du weißt es nicht wahr ?,"You know, don't you?","Du weißt es, nicht wahr?",1.0000001192092896
647,- Ich weiß es.,- l know.,- Ich weiß.,0.9723330736160278
648,WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,0.9999998807907104
649,"Wunderbar, oder?",Isn't it beautiful?,Ist es nicht wunderschön?,0.8442699909210205
650,Kann ich die haben?,Can I take it?,Kann ich das nehmen?,0.9388958811759949
651,Ich muss Ihnen etwas gestehen.,"Dear lady, I have a small confession to make.","Liebe Dame, ich muss ein kleines Geständnis ablegen.",0.8853763341903687
652,Ich hasse dich!,I hate you!,Ich hasse dich!,1.0
653,- Schön.,- Beautiful.,- Wunderschön.,0.8583481907844543
654,Wir können nichts tun.,"Well, you can't do anything.",Du kannst nichts tun.,0.9292532801628113
655,Ich bin ein Mensch.,Human.,Menschlich.,0.7755720019340515
656,Oh mein...,"Oh, my...","Oh, mein...",0.9999999403953552
657,Was zum Teufel willst du?,What the hell do you want?,Was zum Teufel willst du?,0.9999998807907104
658,"Dies ist eine Frage, die weit über bloße Zahlen und technische Details und sogar über die Unterstützung der nationalen Sparpolitiken hinausgeht.",This is something which goes well beyond figures and technicalities and even support for national austerity policies.,"Das ist etwas, das weit über Zahlen und technische Details hinausgeht und sogar die nationale Sparpolitik unterstützt.",0.9403020143508911
659,"- Nein, dafür ist keine Zeit mehr.","No, there's no time.","Nein, wir haben keine Zeit.",0.9099883437156677
660,Das kannst du nicht ernst meinen.,You can't mean that.,Das kannst du nicht ernst meinen.,1.0
661,"Es gesteht uns nichts zu, nur, wenn es darum geht, uns mit Schande zu belegen.",It does not acknowledge us if only to shame us.,"Sie erkennt uns nicht an, wenn sie uns nur beschämt.",0.8917959332466125
662,- Mach schon.,- Go ahead.,- Nur zu.,0.8157387971878052
663,"Na ja, da gibt es abhauen und ""abhauen""","Well, there's goin' and there's goin'.",Es geht los und es geht los.,0.8102969527244568
664,Die Wachen sind dort im Sommerlager.,The guards are in summer camp at Tsarskoe.,Die Wachen sind im Sommerlager in Zarskoe.,0.9342501163482666
665,Also Vorsicht.,So be careful.,Also sei vorsichtig.,0.9178870320320129
666,Aber wir brauchen Beweise.,We need proof.,Wir brauchen Beweise.,0.9802670478820801
667,Wollen Sie jetzt den falschen Weg der EU in Richtung auf einen Liberalisierungsfundamentalismus weiter gehen?,Are you now going to continue down the EU 's incorrect road towards deregulation fundamentalism?,Werden Sie nun den falschen Weg der EU zur Deregulierung des Fundamentalismus fortsetzen?,0.9059134721755981
668,Lösungen in diesem Sektor brauchen Zeit.,Solutions in this sector take time.,Lösungen in diesem Bereich brauchen Zeit.,0.9588863253593445
669,ca. 7.000 Einwohner,"approx. 7,000 inhabitants",ca. 7.000 Einwohner,1.0000001192092896
670,"Ist es Sumpffieber, wird ihre Temperatur fallen.","If it's swamp fever, her temperature will break.","Wenn es Sumpffieber ist, bricht ihre Temperatur.",0.937512993812561
