Unnamed: 0,de,uk,TRANSLATION,meteor_score
495,Das frisch getraute Paar ging Hand in Hand.,"Молоді йшли, узявшись за руки.",Die jungen Leute gingen und hielten sich an die Hand.,0.06097560975609756
496,Das Frühstück ist bereitet.,Сніданок готовий.,Frühstück ist fertig.,0.48076923076923084
497,Das Frühstück war sehr gut.,Сніданок був дуже смачний.,Das Frühstück war köstlich.,0.600907029478458
498,Das funktioniert nie.,Це ніколи не запрацює.,Das wird nie funktionieren.,0.32258064516129037
499,Das funktioniert nie.,Це ніколи не спрацює.,Das wird nie funktionieren.,0.32258064516129037
500,Das Gebäude hat ein russischer Architekt gebaut.,Будинок побудовано російським архитектором.,Das Gebäude wurde von einem russischen Architekten gebaut.,0.3599374021909233
501,Das Gebäude wurde von einem russischen Architekten erbaut.,Будинок побудовано російським архитектором.,Das Gebäude wurde von einem russischen Architekten gebaut.,0.8737244897959183
502,Das Gegenteil von unpraktisch ist praktisch.,Антонім до непрактичності - практичність.,Antonyme ist unpraktisch.,0.17543859649122806
503,Das gehört ihm.,Це його.,Es gehört ihm.,0.625
504,Das geht dich nichts an.,Це не твоя справа.,Das geht dich nichts an.,0.996
505,Das geht vorbei.,Це піде у минуле.,Das wird der Vergangenheit angehören.,0.15625
506,Das gesamteuropäische Sabantuy 2014 findet am 7. Juni in Riga statt. Die jährliche Organisation dieses nationalen tatarischen Feiertags in den Kulturhauptstädten des Kontinents wird zu einer guten Tradition.,Європейський Сабантуй 2014 року проходить 7 червня в Ризі. Щорічна організація цих татарських національних свят у культурних столицях континенту стає доброю традицією.,"Juni 2014 in Riga stattfand, ist die jährliche Organisation dieser taaristischen Feste in den kulturellen Hauptstädten des Kontinents eine gute Tradition.",0.39593508343508343
507,Das Geschäft ist gerade gegenüber von meinem Haus.,Крамниця знаходиться просто навпроти мого будинку.,Der Laden ist direkt vor meinem Haus.,0.3234880450070324
508,Das Gesetz ist für alle gleich.,Закон один для всіх.,Das Gesetz ist e i n Gesetz für alle.,0.5904761904761906
509,Das Gesicht ist der Spiegel der Seele.,Обличчя - дзеркало душі.,Gesicht ist ein Spiegel der Seele.,0.7014492753623188
510,Das glaube ich nicht.,Я в це не вірю.,Das glaube ich nicht.,0.9921875
511,Das glaube ich.,"Думаю, так.",Ich denke schon.,0.16666666666666666
512,"Das Glück liegt nicht darin, viele Dinge zu besitzen.","Щастя не в тому, щоб володіти багатьма речами.","Das Glück besteht nicht darin, viele Dinge zu besitzen.",0.8819444444444444
513,Das habe ich als Kind immer gemacht.,Я так робив у дитинстві.,Das habe ich schon als Kind getan.,0.6914285714285714
514,Das habe ich von dir gelernt.,Я навчилася цього у тебе.,Ich habe das bei dir gelernt.,0.6200000000000001
515,Das habe ich wirklich nicht von dir erwartet.,Я такого від тебе дійсно не очікувала.,Das habe ich von dir wirklich nicht erwartet.,0.9375
516,Das hast du absichtlich getan!,Ти це спеціально зробив!,Du hast es absichtlich getan!,0.6312500000000001
517,Das hat mich gerettet.,Це мене врятувало.,Das hat mich gerettet.,0.9921875
518,Das hat nichts mit euch zu tun.,Це не має до вас жодного відношення.,Das hat nichts mit dir zu tun.,0.8412698412698414
519,Das hat nichts mit euch zu tun.,Це не має до вас жодного стосунку.,Das hat nichts mit Ihnen zu tun.,0.8412698412698414
520,Das hat nichts mit Ihnen zu tun.,Це не має до вас жодного відношення.,Das hat nichts mit dir zu tun.,0.8412698412698414
521,Das hat niemand von uns vor.,Ніхто з нас не планує це зробити.,"Niemand von uns hat vor, das zu tun.",0.8243727598566307
522,Das hätte ich beinahe vergessen.,Я мало не забув цього зробити.,Ich hätte es fast vergessen.,0.3
523,Das hat Tom gar nicht gesagt.,Том цього не казав.,Tom hat das nicht gesagt.,0.6305084745762711
524,Das Haus brennt.,Дім горить!,Das Haus brennt!,0.9814814814814815
525,"Das Haus ist komplett abgebrannt, bevor die Feuerwehr kam.","До того часу, як приїхала пожежна бригада, весь будинок згорів.","Als die Feuerwehr eintraf, brannte das ganze Haus nieder.",0.3506944444444444
526,Das Haus ist rot.,Будинок червоний.,Das Haus ist rot.,0.9921875
527,Das Haus war leer bis auf eine Katze.,"Будинок був пустим, за винятком кота.","Das Haus war leer, außer Katzen.",0.5088141025641026
528,Das Haus wurde durch Feuer zerstört.,Будинок був зруйнований вогнем.,Das Haus wurde zerstört.,0.6465517241379309
529,Das Heidentum ist viel näher an der Natur als das Christentum.,"Язичництво набагато ближче до природи, ніж християнство.",Das Heidentum ist der Natur viel näher als das Christentum.,0.8880733944954128
530,Das hier ergibt keinen Sinn.,Це без сенсу.,Das ergibt keinen Sinn.,0.7653061224489797
531,Das hier ergibt keinen Sinn.,Це не має сенсу.,Das ergibt keinen Sinn.,0.7653061224489797
532,"Das hier ist haargenau das Buch, nach dem ich suchte.","Це саме та книга, яку я шукав.","Das ist genau das Buch, nach dem ich gesucht habe.",0.6724489795918367
533,Das hier ist mein Bruder Tom.,Це мій брат Том.,Das ist mein Bruder Tom.,0.8203389830508474
534,Das hoffe ich.,"Сподіваюся, що так.",Ich hoffe es.,0.3333333333333333
535,Das hoffe ich.,Я на це сподіваюся.,Das hoffe ich.,0.9814814814814815
536,Das interessiert mich nicht.,Це мене не цікавить.,Das interessiert mich nicht.,0.9921875
537,Das ist alles deine Schuld!,Це все твоя вина.,Es ist alles deine Schuld.,0.7937500000000002
538,Das ist alles deine Schuld!,Це все твоя провина.,Es ist alles deine Schuld.,0.7937500000000002
539,"Das ist alles, was ich versprechen kann.","Це все, що я можу пообіцяти.","Das ist alles, was ich versprechen kann.",0.9985422740524781
540,Das ist alles?,Це все?,Ist das alles?,0.7890625
541,Das ist auch wahr.,Це також вірно.,Auch das ist wahr.,0.7890625
542,Das ist auf meinem Mist gewachsen.,Це була моя ідея.,Das war meine Idee.,0.08620689655172413
543,Das ist bequem.,Зручно.,Das ist bequem.,0.9814814814814815
544,"Das ist besser, oder?","Так краще, так?","So ist es besser, oder?",0.7352941176470589
545,Das ist besser.,Так краще.,So ist es besser.,0.32258064516129037
546,Das ist besser.,Так ліпше.,So ist es besser.,0.32258064516129037
547,Das ist Copacabana!,Це Копакабана!,Das ist Copacabana!,0.9814814814814815
548,"Das ist das Dümmste, was ich je gesagt habe.","Це найбільша нісенітниця, яку я коли-небудь казав.","Das ist der größte Unsinn, den ich je gesagt habe.",0.618131868131868
549,Das ist das Interessanteste.,Це саме цікаве.,Das ist interessant.,0.25641025641025644
550,Das ist das letzte Mal.,Це в останній раз.,Das ist das letzte Mal.,0.996
551,Das ist dein Buch.,Це твоя книжка.,Das ist dein Buch.,0.9921875
552,Das ist deine Aufgabe.,Це твоя робота.,Das ist dein Job.,0.7361111111111112
553,Das ist dein Hauptproblem.,Це твоя головна проблема.,Das ist dein größtes Problem.,0.7181571815718157
554,"Das ist dein Hut, oder?","Це твій капелюх, так?","Das ist dein Hut, oder?",0.9976851851851852
555,Das ist dein Platz.,Це твоє місце.,Das ist dein Platz.,0.9921875
556,Das ist deins.,Це твій.,Das gehört dir.,0.16666666666666666
557,"Das ist der Grund, weshalb ich herkam.","Це і є причина, чому я сюди прийшов.","Das ist der Grund, warum ich hierher gekommen bin.",0.6722222222222223
558,Das ist der heißeste Sommer seit 50 Jahren.,Це найспекотніше літо за п’ятдесят років.,Es ist der heißeste Sommer in 50 Jahren.,0.7361111111111112
559,Das ist der letzte Zug.,Це останній потяг.,Das ist der letzte Zug.,0.996
560,"Das ist der Mann, den ich gut kenne.","Це людина, яку я добре знаю.","Das ist der Mann, den ich gut kenne.",0.9990234375
561,Das ist der Rechner meiner Mutter.,Це комп'ютер моєї мами.,Das ist der Computer meiner Mutter.,0.8066666666666668
562,Das ist der wichtigste Grund.,Це найважливіша причина.,Das ist der wichtigste Grund.,0.996
563,Das ist die Ansicht eines Dilettanten.,Це думка дилетанта.,Das ist die Idee des Dilettants.,0.49074074074074076
564,Das ist die einzige Möglichkeit.,Це єдина можливість.,Das ist die einzige Möglichkeit.,0.996
565,Das ist die erste Reise meines Lebens.,Це перша подорож у моєму житті.,Das ist die erste Reise meines Lebens.,0.9985422740524781
566,Das ist die Kamera meiner Schwester.,Це фотоапарат моєї сестри.,Das ist die Kamera meiner Schwester.,0.9976851851851852
567,"Das ist doch nicht so einfach, wie ich dachte.","Це не так просто, як мені здавалося.","Es ist nicht so einfach, wie ich dachte.",0.7773446457234581
568,Das ist durchaus möglich.,Це цілком можливо.,Das ist absolut möglich.,0.6388888888888888
569,Das ist ein Adverb.,Це прислівник.,Das ist ein Adverb.,0.9921875
570,Das ist ein altes Gesetz.,Це стародавній закон.,Das ist ein altes Gesetz.,0.996
571,Das ist ein Boot.,Це човен.,Das ist ein Boot.,0.9921875
572,Das ist ein Buch über Fettleibigkeit.,Ця книга про ожиріння.,Dieses Buch handelt von Fettleibigkeit.,0.1694915254237288
573,Das ist ein Buch über Sterne.,Ця книга про зірки.,Dieses Buch ist über die Sterne.,0.3333333333333333
574,Das ist ein Buch über Tiere.,Ця книга про тварин.,Dieses Buch handelt von Tieren.,0.0847457627118644
575,Das ist eine Ausnahme.,Це виняток.,Das ist eine Ausnahme.,0.9921875
576,Das ist eine bewiesene Tatsache.,Це доведений факт.,Das ist eine Tatsache.,0.7653061224489797
577,Das ist eine gute Antwort.,Це добра відповідь.,Das ist eine gute Antwort.,0.996
578,Das ist eine gute Idee!,Це гарна ідея!,Das ist eine gute Idee!,0.996
579,Das ist eine gute Regel.,Це хороше правило.,Das ist eine gute Regel.,0.996
580,Das ist eine gute Schule.,Це хороша школа.,Das ist eine gute Schule.,0.996
581,"Das ist eine gute Zeitung, stimmt's?","Це хороша газета, чи не так?","Das ist eine gute Zeitung, nicht wahr?",0.7361111111111112
582,Das ist eine japanische Puppe.,Це японська лялька.,Das ist eine japanische Puppe.,0.996
583,Das ist eine Katastrophe.,Це катастрофа.,Es ist eine Katastrophe.,0.7361111111111112
584,Das ist eine Kopie.,Це копія.,Das ist eine Kopie.,0.9921875
585,Das ist eine lange Geschichte.,Це довга історія.,Das ist eine lange Geschichte.,0.996
586,Das ist eine Lüge!,Це брехня!,Das ist eine Lüge!,0.9921875
587,Das ist ein enormer Verlust.,Це величезна втрата.,Das ist ein großer Verlust.,0.7500000000000001
588,Das ist eine schwere Anschuldigung.,Це дуже серйозне звинувачення.,Das ist ein ernstzunehmender Vorwurf.,0.5888888888888889
589,Das ist eine schwere Sprache.,Це тяжка мова.,Das ist eine schwierige Sprache.,0.7500000000000001
590,Das ist eine sehr einfache Idee.,Це дуже проста ідея.,Das ist eine sehr einfache Idee.,0.9976851851851852
591,"Das ist eine sehr heimtückische Krankheit. Man bemerkt sie erst, wenn es zu spät ist.","Це дуже підступна хвороба. Ти її не помічаєш, допоки не стає запізно.","Es ist eine sehr heimtückische Krankheit, die man erst bemerkt, wenn es zu spät ist.",0.8420118343195266
592,Das ist eine sehr schöne Blume.,Це дуже гарна квітка.,Das ist eine sehr schöne Blume.,0.9976851851851852
593,Das ist eine Silbermünze.,Це срібна монета.,Das ist eine Silbermünze.,0.9921875
594,Das ist eine tolle Idee.,Це чудова ідея.,Das ist eine tolle Idee.,0.996
595,Das ist eine Überraschung.,Це сюрприз.,Das ist eine Überraschung.,0.9921875
596,Das ist eine wichtige Frage.,Це важливе питання.,Das ist eine wichtige Frage.,0.996
597,Das ist ein Foto meiner Schwester.,Це фотографія моєї сестри.,Das ist ein Foto von meiner Schwester.,0.9653916211293262
598,Das ist ein Foto.,Це фотографія.,Das ist ein Foto.,0.9921875
599,Das ist ein Geschenk für dich.,Це подарунок тобі.,Das ist ein Geschenk für dich.,0.9976851851851852
600,Das ist ein Geschenk für dich.,Це тобі подарунок.,Das ist ein Geschenk für dich.,0.9976851851851852
601,Das ist ein Geschenk für Sie.,Це подарунок вам.,Es ist ein Geschenk für Sie.,0.8300000000000002
602,Das ist ein Geschenk für Sie.,Це подарунок для вас.,Es ist ein Geschenk für Sie.,0.8300000000000002
603,Das ist ein Hotel.,Це готель.,Das ist ein Hotel.,0.9921875
604,"Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.","Це маленький крок для людини, але величезний стрибок для людства.","Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.",0.9998518518518519
605,Das ist ein kleines Buch.,Це маленька книжка.,Das ist ein kleines Buch.,0.996
606,Das ist ein Löwe.,Це лев.,Das ist ein Löwe.,0.9921875
607,Das ist ein Pferd.,Це кінь.,Es ist ein Pferd.,0.7361111111111112
608,Das ist ein Problem.,Це проблема.,Das ist ein Problem.,0.9921875
609,Das ist ein Riesenfehler.,Це величезна помилка.,Das ist ein riesiger Fehler.,0.7181571815718157
610,Das ist ein rutschiger Abhang.,Це слизька доріжка.,Das ist ein rutschiges Stück.,0.7937500000000002
611,Das ist ein Satz.,Це речення.,Das ist ein Satz.,0.9921875
612,Das ist ein Schneemann.,Це сніговик.,Das ist ein Schneemann.,0.9921875
613,Das ist ein schönes T-Shirt.,Це гарна футболка.,Das ist ein schönes T-Shirt.,0.996
614,Das ist ein sehr nützliches Wörterbuch.,Це дуже корисний словник.,Es ist ein sehr nützliches Wörterbuch.,0.8300000000000002
615,Das ist ein Verbrechen.,Це злочин.,Es ist ein Verbrechen.,0.7361111111111112
616,Das ist ein ziemlich riskanter Beruf.,Це доволі ризикована робота.,Das ist eine ziemlich riskante Arbeit.,0.8300000000000002
617,Das ist entsetzlich teuer.,Це надзвичайно дорого.,Das ist sehr teuer.,0.6388888888888888
618,Das ist Erpressung!,Це шантаж.,Das ist Erpressung.,0.9814814814814815
619,Das ist er.,Це він.,Das ist er.,0.9814814814814815
620,Das ist etwas anderes.,То інша справа.,Das ist was anderes.,0.6388888888888888
621,Das ist etwas anderes.,Це інша справа.,Das ist was anderes.,0.6388888888888888
622,Das ist eure Entscheidung.,Це ваше рішення.,Das ist Ihre Entscheidung.,0.6388888888888888
623,Das ist Fleisch.,Це м'ясо.,Das ist Fleisch.,0.9814814814814815
624,Das ist für dich.,Це тобі.,Das ist für dich.,0.9921875
625,Das ist für jetzt genug.,На даний момент досить.,Das reicht jetzt.,0.20833333333333331
626,Das ist für jetzt genug.,Поки що вистачить.,Jetzt reicht's.,0.10416666666666666
627,Das ist für Sie.,Це вам.,Das ist für Sie.,0.9921875
628,Das ist gar nicht so übel!,Це не так вже й погано!,Das ist nicht so schlimm!,0.635593220338983
629,Das ist gefährlich.,Це небезпечно.,Es ist gefährlich.,0.625
630,"Das ist genau das Buch, wonach ich gesucht habe.","Це саме та книга, яку я шукав.","Das ist genau das Buch, nach dem ich gesucht habe.",0.8722527472527472
631,"Das ist genau die Uhr, die ich letzte Woche verloren habe.","Це той самий годинник, що я загубив тиждень тому.","Das ist die gleiche Uhr, die ich vor einer Woche verloren habe.",0.775219664108553
632,"Das ist genug für heute, ich bin müde.","На сьогодні досить, я втомився.","Heute reicht's mir, ich bin müde.",0.4746835443037974
633,Das ist gerechtfertigt.,Ци виправдано.,Das ist gerechtfertigt.,0.9814814814814815
634,Das ist Gift.,Це отрута.,Das ist Gift.,0.9814814814814815
635,Das ist Herr Pedro.,Це пан Педро.,Das ist Mr. Pedro.,0.6388888888888888
636,Das ist ihr Buch.,Це їхня книжка.,Das ist ihr Buch.,0.9921875
637,Das ist Ihre Entscheidung.,Це ваше рішення.,Das ist Ihre Entscheidung.,0.9921875
638,Das ist Ihr Problem.,Це ваша проблема.,Das ist Ihr Problem.,0.9921875
639,Das ist illegal.,Це незаконно.,Das ist illegal.,0.9814814814814815
640,Das ist kein Apfelsinenbaum.,Це не апельсинове дерево.,Das ist kein Orangenbaum.,0.7361111111111112
641,Das ist kein Blut. Das ist Rote Bete.,Це не кров. Це буряк.,"Es ist kein Blut, es ist ein Sturm.",0.46875
642,"Das ist keine Schlange, sondern nur ein Stück Seil.",Це не змія. Це всього лише шматок мотузки.,Es ist nur ein Stück Seil.,0.5563218390804598
643,Das ist kein Essen.,Це не їжа.,Das ist kein Essen.,0.9921875
644,Das ist keine zufällige Fügung.,Це не збіг обставин.,Das ist kein Zufall.,0.600907029478458
645,"Das ist kein Hebräisch, sondern Jiddisch.",Це не іврит. Це ідиш.,"Das ist kein Hebräisch, sondern ein Idish.",0.8163934426229508
646,Das ist kein Irrtum.,Це не помилка.,Das ist kein Fehler.,0.7361111111111112
647,Das ist kein Salz.,Це не сіль.,Das ist kein Salz.,0.9921875
648,Das ist kein Schwein; das ist ein Affe.,Це не свиня; це мавпа.,Das ist kein Schwein; das ist ein Affe.,0.9993141289437586
649,Das ist kein Spielzeug!,Це не іграшка!,Das ist kein Spielzeug!,0.9921875
650,Das ist kein Spiel!,Це не гра.,Das ist kein Spiel.,0.9921875
651,Das ist kein Tiger.,Це не тигр.,Das ist kein Tiger.,0.9921875
652,Das ist kein Trinkwasser.,Це непитна вода.,Das ist kein Wasser.,0.7361111111111112
653,Das ist kein Trinkwasser.,Ця вода непитна.,Das Wasser ist nicht trinkbar.,0.24390243902439024
654,Das ist kinderleicht!,Це дуже легко!,Das ist sehr einfach!,0.6048387096774195
655,Das ist komisch.,Це кумедно.,Das ist lustig.,0.625
656,Das ist leichter gesagt als getan.,"Простіше сказати, ніж зробити.",Einfacher gesagt als getan.,0.5076628352490421
657,Das ist leicht.,Це легко.,Das ist leicht.,0.9814814814814815
658,Das ist lustig.,Це кумедно.,Das ist lustig.,0.9814814814814815
659,Das ist mein Bruder Tom.,Це мій брат Том.,Das ist mein Bruder Tom.,0.996
660,Das ist meine Angelegenheit.,Це моя справа.,Das ist meine Sache.,0.7361111111111112
661,Das ist meine CD.,Це мій диск.,Das ist meine CD.,0.9921875
662,Das ist meine Geschäftsadresse.,Це моя рабоча адреса.,Das ist meine Sklavenadresse.,0.7361111111111112
663,Das ist meine Großmutter.,Це моя бабуся.,Das ist meine Großmutter.,0.9921875
664,Das ist meine Hose.,Це мої штани.,Das sind meine Hosen.,0.25
665,Das ist meine Idee.,Це моя ідея.,Das ist meine Idee.,0.9921875
666,Das ist meine Küche.,Це моя кухня.,Das ist meine Küche.,0.9921875
667,Das ist meine Lieblingsband.,Це моя улюблена група.,Das ist meine Lieblingsgruppe.,0.7361111111111112
668,Das ist meine Postleitzahl.,Це мій поштовий індекс.,Das ist mein Postleitzahlindex.,0.7361111111111112
669,"Das ist mein erster Flug. Ich bin nervös, sagt Hiroshi.","Це мій перший політ. Я нервуюся, - каже Хіросі.","Das ist mein erster Flug, ich bin nervös, sagt Hiroshi.",0.9995
670,Das ist meine Schwester Maria.,Це моя сестра Мері.,Das ist meine Schwester Mary.,0.7937500000000002
671,Das ist meine Schwester. Sie heißt Julia.,Це моя сестра. Її звати Юля.,"Das ist meine Schwester, Yuille.",0.5836397058823528
672,Das ist meine Schwester.,Це моя сестра.,Das ist meine Schwester.,0.9921875
673,Das ist meine Uhr.,Цей годинник мій.,Diese Uhr ist meine.,0.6388888888888888
674,Das ist mein Fahrrad.,Це мій велосипед.,Das ist mein Fahrrad.,0.9921875
675,Das ist mein Freund Tom.,Це мій друг Том.,Das ist mein Freund Tom.,0.996
676,Das ist mein Geld.,Це мої гроші.,Das ist mein Geld.,0.9921875
677,Das ist mein letztes Wort.,Це моя остаточна відповідь.,Das ist meine letzte Antwort.,0.7937500000000002
678,Das ist mein Lieblingsgericht.,Це моя улюблена страва.,Das ist mein Lieblingsessen.,0.7361111111111112
679,Das ist mein Lieblingslied.,Це моя улюблена пісня.,Das ist mein Lieblingslied.,0.9921875
680,Das ist mein Lieblingsstuhl.,Це мій улюблений стілець.,Das ist mein Lieblingsstuhl.,0.9921875
681,Das ist mein Lied!,Це моя пісня!,Das ist mein Lied!,0.9921875
682,Das ist mein Schlafzimmer.,Це моя спальня.,Das ist mein Schlafzimmer.,0.9921875
683,Das ist mir egal.,Я не заперечую.,Ich leugne nicht.,0.0
684,Das ist mir völlig egal!,Мені цілком байдуже!,Es ist mir völlig egal!,0.7937500000000002
685,Das ist nicht das einzige Problem.,Це не єдина проблема.,Das ist nicht das einzige Problem.,0.9976851851851852
686,"Das ist nicht das, was ich bestellt habe.",Я не це замовляла.,Das habe ich nicht bestellt.,0.3246753246753247
687,Das ist nicht immer der Fall.,Це не завжди так.,Das ist nicht immer so.,0.6726694915254237
688,Das ist nicht komisch.,Це не смішно.,Das ist nicht witzig.,0.7361111111111112
689,Das ist nicht legal.,Це незаконно.,Das ist illegal.,0.48076923076923084
690,Das ist nicht logisch.,Це нелогічно.,Das ergibt keinen Sinn.,0.125
691,"Das ist nicht meine Meinung, nur meine Übersetzung!","Це не моя точка зору, а лише мій переклад!","Das ist nicht meine Meinung, sondern meine Übersetzung!",0.864795918367347
692,"Das ist nicht mein Haus, nein.","Ні, це не мій будинок.","Nein, das ist nicht mein Haus.",0.9814814814814815
693,Das ist nicht möglich!,Це неможливо!,Das ist unmöglich!,0.48076923076923084
694,Das ist nichts für dich.,Це не тобі.,Das ist nicht für dich.,0.996
695,Das ist nicht sicher.,Це не є безпечним.,Das ist nicht sicher.,0.9921875
696,"Das ist nichts, was jeder Beliebige tun kann.","Це не те, що може зробити кожен.","Das ist nicht, was jeder tun kann.",0.8757427021441488
697,Das ist nicht Tom.,Це не Том.,Das ist nicht Tom.,0.9921875
698,Das ist nicht unmöglich.,Це не неможливо.,Das ist unmöglich.,0.6552706552706553
699,Das ist nicht verkäuflich.,Це не на продаж.,Das ist nicht der Verkauf.,0.7181571815718157
700,"Das ist nicht, was ich bestellt habe.",Я не це замовляв.,Das habe ich nicht gesagt.,0.2941176470588235
701,"Das ist nicht, was ich bestellt habe.",Я не це замовляла.,Das habe ich nicht bestellt.,0.36764705882352944
702,Das ist nicht wichtig.,Це не має значення.,Das spielt keine Rolle.,0.125
703,Das ist nicht zum Lachen!,Це не смішно!,Das ist nicht witzig!,0.600907029478458
704,Das ist nicht zum Lachen!,Це не смішно.,Das ist nicht witzig.,0.600907029478458
705,Das ist nur ein Placebo.,Це лише плацебо.,Das ist nur ein Placebo.,0.996
706,Das ist original.,Оригінально.,Original.,0.17857142857142855
707,Das ist reine Zeitverschwendung.,Це тільки даремна трата часу.,Es ist nur eine Zeitverschwendung.,0.24390243902439024
708,Das ist richtig!,Вірно!,Genau!,0.0
709,Das ist Sabotage.,Це саботаж.,Das ist der Sabotdoba.,0.6048387096774195
710,Das ist schon aus der Mode.,Це вже не в моді.,Das ist nicht mehr in der Mode.,0.6147540983606558
711,Das ist sehr großzügig von Ihnen.,Це дуже великодушно з вашого боку.,Das ist sehr großzügig von Ihnen.,0.9976851851851852
712,Das ist sehr schlecht.,Це дуже погано.,Das ist sehr schlecht.,0.9921875
713,Das ist sehr teuer.,Це надзвичайно дорого.,Das ist sehr teuer.,0.9921875
714,Das ist sehr unprofessionell.,Це дуже непрофесійно.,Das ist sehr unprofessionell.,0.9921875
715,Das ist sein Auto.,Це його машина.,Das ist sein Auto.,0.9921875
716,Das ist seine Formel.,Це його формула.,Das ist seine Formel.,0.9921875
717,Das ist seine Meinung.,Це його думка.,Das ist seine Meinung.,0.9921875
718,Das ist sein Haus.,Цей будинок належить йому.,Dieses Haus gehört ihm.,0.125
719,Das ist sein Pferd.,Це її кінь.,Es ist ihr Pferd.,0.25
720,Das ist sein Pferd.,Це його кінь.,Es ist sein Pferd.,0.7361111111111112
721,Das ist so klar wie Kloßbrühe.,Це ясно як божий день.,Es ist klar wie ein Tag für Gott.,0.41218637992831536
722,Das ist so langweilig.,Це так нудно.,Es ist so langweilig.,0.7361111111111112
723,"Das ist Tom, mein Kollege.","Це Том, мій колега.","Das ist Tom, mein Kollege.",0.996
724,Das ist Toms Familie.,Це родина Тома.,Das ist Toms Familie.,0.9921875
725,Das ist Toms Job.,Це робота Тома.,Das ist Toms Werk.,0.7361111111111112
726,Das ist Toms Schirm.,Це парасолька Тома.,Das ist Toms Schirm.,0.9921875
727,Das ist Toms Vater.,Це тато Тома.,Das ist Dad Tom.,0.6388888888888888
728,Das ist Tom.,Це Том.,Das ist Tom.,0.9814814814814815
729,Das ist ungewöhnlich.,Це незвично.,Das ist ungewöhnlich.,0.9814814814814815
730,Das ist unmöglich.,Це неможливо.,Das ist unmöglich.,0.9814814814814815
731,Das ist unser Auto.,Це наша машина.,Das ist unser Auto.,0.9921875
732,Das ist unser Baseballplatz.,Це наше бейсбольне поле.,Das ist unser Baseballfeld.,0.7361111111111112
733,Das ist unsere Chance.,Це наш шанс.,Das ist unsere Chance.,0.9921875
734,Das ist unsere Schule.,Це наша школа.,Das ist unsere Schule.,0.9921875
735,Das ist verständlich.,Це зрозуміло.,Das ist verständlich.,0.9814814814814815
736,Das ist völlig verständlich.,Це цілком зрозуміло.,Das ist verständlich.,0.6552706552706553
737,Das ist von meinem Vater.,Це належить батьку.,Das gehört meinem Vater.,0.5215419501133786
738,Das ist von Tom.,Це від Тома.,Das ist von Tom.,0.9921875
739,Das ist vor drei Tagen passiert.,Це було три дні тому.,Das war vor drei Tagen.,0.635593220338983
740,Das ist Wasser.,Це вода.,Das ist Wasser.,0.9814814814814815
741,Das ist wirklich eine nette Überraschung!,Це насправді добрий сюрприз!,Das ist wirklich eine schöne Überraschung!,0.8066666666666668
742,Das ist wirklich großartig!,Це дивовижно!,Das ist großartig!,0.6552706552706553
743,Das ist wirklich traurig.,Це справді сумно.,Das ist wirklich traurig.,0.9921875
744,Das ist zu teuer.,Це задорого!,Das ist zu teuer!,0.9921875
745,Das ist zu teuer!,Це занадто дорого!,Das ist zu teuer!,0.9921875
746,Das ist zu teuer.,Це занадто дорого!,Das ist zu teuer!,0.9921875
747,Das Jobangebot steht noch.,Пропозиція роботи ще в силі.,"Das Angebot, etwas zu tun, ist immer noch gültig.",0.22222222222222224
748,Das kann jeder.,Будь-хто може це зробити.,Jeder kann es.,0.3333333333333333
749,Das kann jeder.,Кожен може це зробити.,Jeder kann es.,0.3333333333333333
750,Das kann man in jedem Wörterbuch nachsehen.,Це є в будь-якому словнику.,Das ist in jedem Wörterbuch.,0.551470588235294
751,Das kann nur sie sein.,Це може бути лише вона.,Es kann nur sie sein.,0.7937500000000002
752,Das kannst du nicht machen.,Не можна цього робити.,Das kannst du nicht machen.,0.996
753,Das Kind folgte mir zum Park.,Дитина пішла за мною до парку.,Mein Kind folgte mir in den Park.,0.6147540983606558
754,Das klingt vernünftig.,Звучить резонно.,Hört sich richtig an.,0.0
755,Das klippklar.,Це ясно як божий день.,Es ist klar wie ein Tag für Gott.,0.0
756,Das Klopapier ist alle!,Закінчився туалетний папір!,Das Toilettenpapier ist fertig!,0.25
757,Das kommt auf den Zusammenhang an.,Це залежить від контексту.,Das hängt vom Kontext ab.,0.0847457627118644
758,Das kommt mir spanisch vor.,Для мене це китайська грамота.,Für mich ist das eine chinesische Urkunde.,0.09615384615384616
759,Das könnte dich vielleicht interessieren.,Це може тебе зацікавити.,Das mag dich interessieren.,0.3061224489795918
760,Das Konzert fängt gleich an.,Концерт скоро розпочнеться.,Das Konzert beginnt bald.,0.38265306122448983
761,Das Konzert war ein Erfolg.,Концерт мав успіх.,Das Konzert war erfolgreich.,0.600907029478458
762,Das Land braucht eure Hilfe.,Країні потрібна ваша допомога.,Das Land braucht Ihre Hilfe.,0.7500000000000001
763,Das Land braucht Ihre Hilfe.,Країні потрібна ваша допомога.,Das Land braucht Ihre Hilfe.,0.996
764,Das Land erklärte seine Unabhängigkeit am 7. September 1822.,Країна проголосила незалежність сьомого вересня тисяча вісімсот двадцять другого року.,September eintausendachtzigundzwanzig Jahre lang Unabhängigkeit erklärten.,0.1149425287356322
765,Das Laub des Baumes wurde gelb.,Листя на дереві пожовтіло.,Das Blatt am Baum war verblüfft.,0.16666666666666666
766,Das Leben geht weiter.,Життя триває.,Das Leben geht weiter.,0.9921875
