Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,UK
459.0,Das Buch enthält viele Abbildungen.,Ця книжка має багато малюнків.,Das Buch hat viele Bilder.,-0.8740345239639282,
460.0,"Das Bücherlesen hörte auf, das Privileg einer Minderheit zu sein.",Читання книжок більше не є привілеєм меншості.,Das Lesen von Büchern ist nicht mehr das Vorrecht einer Minderheit.,-0.09857963025569916,
461.0,Das Buch handelt von Sternen.,Ця книжка про зірки.,Dieses Buch ist ein Buch über die Sterne.,-0.40331363677978516,
462.0,Das Buch hat mir gefallen.,Мені сподобалася ця книжка.,Das Buch hat mir sehr gut gefallen.,0.7704563736915588,
463.0,Das Buch ist alt.,Книжка стара.,Das Buch ist alt.,0.9229940176010132,
464.0,Das Buch ist geeignet für deine Bedürfnisse.,Ця книга відповідає твоїм потребам.,Dieses Buch entspricht deinen Bedürfnissen.,-0.4061328172683716,
465.0,Das Buch ist geeignet für Ihre Bedürfnisse.,Ця книга не відповідає Вашим потребам.,Dieses Buch stimmt nicht mit Ihren Bedürfnissen überein.,-0.2675681710243225,
466.0,Das Buch ist gelb.,Книжка жовта.,Das Buch ist gelb.,0.9238466024398804,
467.0,Das Buch ist neu.,Ця книжка нова.,Das Buch ist neu.,0.9276739358901978,
468.0,Das Buch ist orange.,Книжка помаранчева.,Das Buch ist orange.,0.9299671649932861,
469.0,Das Buch ist weiß.,Книга біла.,Das Buch ist weiß.,0.9167959094047546,
470.0,Das Ei ist ein universelles Symbol des Lebens und der Wiedergeburt.,Яйце - це універсальний символ життя та відродження.,Das Ei ist ein universelles Symbol für Leben und Wiedergeburt.,0.7100929021835327,
471.0,Das Eis ist geschmolzen.,Крига розтанула.,Die Krise ist gesunken.,-0.5967645645141602,
472.0,Das Eis schmolz.,Крига розтанула.,Die Krise ist gesunken.,-0.9413015842437744,
473.0,Das Ende ist nahe.,Кінець вже близько.,Das Ende ist nahe.,0.9268713593482971,
474.0,Das ergibt keinen Sinn.,Це не має сенсу.,Das ergibt keinen Sinn.,0.915851354598999,
475.0,Das erraten Sie nie!,Цього ти ніколи не вгадаєш!,Das wirst du nie vergessen!,-0.552954912185669,
476.0,Das erwies sich als richtig.,Це виявилося правдою.,Es erwies sich als wahr.,-0.23409147560596466,
477.0,"Das Esperanto-Alphabet enthält achtundzwanzig Buchstaben: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","Алфавіт есперанто має 28 літер: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","Esperanto hat 28 Buchstaben: a, b, c, c, c, d, e, f, g, 6, h, i, j, dig, k,l, l,m,m,m, n, p, r, s, able, et, u, c.",-0.14998023211956024,
478.0,Das esse ich nicht.,Я цього не буду їсти.,Das werde ich nicht essen.,-0.262378454208374,
479.0,Das Experiment scheiterte.,Експеримент закінчився невдало.,Versuch fehlgeschlagen.,-1.0255272388458252,
480.0,Das Fahrrad gehört mir.,Цей велосипед належить мені.,Dieses Fahrrad gehört mir.,0.10704471170902252,
481.0,Das Fahrrad ist meins.,Цей велосипед належить мені.,Dieses Fahrrad gehört mir.,-0.6679415702819824,
482.0,Das Feld ist mit Schnee bedeckt.,Поле вкрите снігом.,Das Feld ist mit Schnee bedeckt.,0.9114145040512085,
483.0,Das Fenster ist offen.,Вікно відкрите.,Das Fenster ist geöffnet.,-0.3077939748764038,
484.0,Das Fenster öffnete sich.,Вікно відчинилося.,Das Fenster ist geöffnet.,-0.5011730790138245,
485.0,Das Fernsehen zerstört das Familienleben.,Телевізор руйнує родинне життя.,Fernsehen zerstört das Familienleben,0.8709050416946411,
486.0,Das Fest ist zu Ende.,Вечірка закінчилася.,Die Party ist vorbei.,-0.9429295063018799,
487.0,Das Fest ist zu Ende.,Вечірка скінчилася.,Die Party ist zu Ende.,0.07764706015586853,
488.0,Das Festival war alles andere als öde.,Фестиваль був далеко не нудним.,Das Festival war alles andere als langweilig.,0.2521671652793884,
489.0,Das Fleisch ist roh.,М'ясо сире.,Das Fleisch ist rohes Fleisch.,0.6291327476501465,
490.0,Das Fleisch ist zäh.,М'ясо жорстке.,Das Fleisch ist hart.,0.022739842534065247,
491.0,Das Fleisch schmeckt schlecht.,М'ясо погано смакує.,Fleisch schmeckt nicht gut.,0.6253237724304199,
492.0,Das Flugzeug flog über den Wolken.,Літак летів над хмарами.,Das Flugzeug flog über die Wolken.,0.8213220238685608,
493.0,Das Flugzeug ist abgestürzt.,Літак розбився.,Das Flugzeug ist kaputt.,0.08318527042865753,
494.0,Das Flugzeug wird in einer Stunde abheben.,Літак злетить за годину.,Das Flugzeug fliegt in einer Stunde ab.,0.22567681968212128,
495.0,Das frisch getraute Paar ging Hand in Hand.,"Молоді йшли, узявшись за руки.",Die jungen Leute gingen und hielten sich an die Hand.,-0.7489060163497925,
496.0,Das Frühstück ist bereitet.,Сніданок готовий.,Frühstück ist fertig.,-0.391804575920105,
497.0,Das Frühstück war sehr gut.,Сніданок був дуже смачний.,Das Frühstück war köstlich.,-0.22960425913333893,
498.0,Das funktioniert nie.,Це ніколи не запрацює.,Das wird nie funktionieren.,0.4312019944190979,
499.0,Das funktioniert nie.,Це ніколи не спрацює.,Das wird nie funktionieren.,0.4312019944190979,
500.0,Das Gebäude hat ein russischer Architekt gebaut.,Будинок побудовано російським архитектором.,Das Gebäude wurde von einem russischen Architekten gebaut.,0.2761337161064148,
501.0,Das Gebäude wurde von einem russischen Architekten erbaut.,Будинок побудовано російським архитектором.,Das Gebäude wurde von einem russischen Architekten gebaut.,0.7637075185775757,
502.0,Das Gegenteil von unpraktisch ist praktisch.,Антонім до непрактичності - практичність.,Antonyme ist unpraktisch.,-0.4535069465637207,
503.0,Das gehört ihm.,Це його.,Es gehört ihm.,0.2812453508377075,
504.0,Das geht dich nichts an.,Це не твоя справа.,Das geht dich nichts an.,0.9227214455604553,
505.0,Das geht vorbei.,Це піде у минуле.,Das wird der Vergangenheit angehören.,-0.4435487985610962,
506.0,Das gesamteuropäische Sabantuy 2014 findet am 7. Juni in Riga statt. Die jährliche Organisation dieses nationalen tatarischen Feiertags in den Kulturhauptstädten des Kontinents wird zu einer guten Tradition.,Європейський Сабантуй 2014 року проходить 7 червня в Ризі. Щорічна організація цих татарських національних свят у культурних столицях континенту стає доброю традицією.,"Juni 2014 in Riga stattfand, ist die jährliche Organisation dieser taaristischen Feste in den kulturellen Hauptstädten des Kontinents eine gute Tradition.",-0.09228868782520294,
507.0,Das Geschäft ist gerade gegenüber von meinem Haus.,Крамниця знаходиться просто навпроти мого будинку.,Der Laden ist direkt vor meinem Haus.,-0.5294466018676758,
508.0,Das Gesetz ist für alle gleich.,Закон один для всіх.,Das Gesetz ist e i n Gesetz für alle.,0.02884410321712494,
509.0,Das Gesicht ist der Spiegel der Seele.,Обличчя - дзеркало душі.,Gesicht ist ein Spiegel der Seele.,0.8955905437469482,
510.0,Das glaube ich nicht.,Я в це не вірю.,Das glaube ich nicht.,0.9272677302360535,
511.0,Das glaube ich.,"Думаю, так.",Ich denke schon.,-0.505534291267395,
512.0,"Das Glück liegt nicht darin, viele Dinge zu besitzen.","Щастя не в тому, щоб володіти багатьма речами.","Das Glück besteht nicht darin, viele Dinge zu besitzen.",0.4811480641365051,
513.0,Das habe ich als Kind immer gemacht.,Я так робив у дитинстві.,Das habe ich schon als Kind getan.,-0.23171637952327728,
514.0,Das habe ich von dir gelernt.,Я навчилася цього у тебе.,Ich habe das bei dir gelernt.,0.716555118560791,
515.0,Das habe ich wirklich nicht von dir erwartet.,Я такого від тебе дійсно не очікувала.,Das habe ich von dir wirklich nicht erwartet.,0.9038848876953125,
516.0,Das hast du absichtlich getan!,Ти це спеціально зробив!,Du hast es absichtlich getan!,0.6581411957740784,
517.0,Das hat mich gerettet.,Це мене врятувало.,Das hat mich gerettet.,0.9252334833145142,
518.0,Das hat nichts mit euch zu tun.,Це не має до вас жодного відношення.,Das hat nichts mit dir zu tun.,0.27915629744529724,
519.0,Das hat nichts mit euch zu tun.,Це не має до вас жодного стосунку.,Das hat nichts mit Ihnen zu tun.,0.3081408143043518,
520.0,Das hat nichts mit Ihnen zu tun.,Це не має до вас жодного відношення.,Das hat nichts mit dir zu tun.,0.11465851962566376,
521.0,Das hat niemand von uns vor.,Ніхто з нас не планує це зробити.,"Niemand von uns hat vor, das zu tun.",0.6772956848144531,
522.0,Das hätte ich beinahe vergessen.,Я мало не забув цього зробити.,Ich hätte es fast vergessen.,-0.14268054068088531,
523.0,Das hat Tom gar nicht gesagt.,Том цього не казав.,Tom hat das nicht gesagt.,0.2784287929534912,
524.0,Das Haus brennt.,Дім горить!,Das Haus brennt!,0.8613470792770386,
525.0,"Das Haus ist komplett abgebrannt, bevor die Feuerwehr kam.","До того часу, як приїхала пожежна бригада, весь будинок згорів.","Als die Feuerwehr eintraf, brannte das ganze Haus nieder.",-0.26745593547821045,
526.0,Das Haus ist rot.,Будинок червоний.,Das Haus ist rot.,0.925959587097168,
527.0,Das Haus war leer bis auf eine Katze.,"Будинок був пустим, за винятком кота.","Das Haus war leer, außer Katzen.",0.13357482850551605,
528.0,Das Haus wurde durch Feuer zerstört.,Будинок був зруйнований вогнем.,Das Haus wurde zerstört.,-0.05523626506328583,
529.0,Das Heidentum ist viel näher an der Natur als das Christentum.,"Язичництво набагато ближче до природи, ніж християнство.",Das Heidentum ist der Natur viel näher als das Christentum.,0.7212411165237427,
530.0,Das hier ergibt keinen Sinn.,Це без сенсу.,Das ergibt keinen Sinn.,0.46506577730178833,
531.0,Das hier ergibt keinen Sinn.,Це не має сенсу.,Das ergibt keinen Sinn.,0.46506577730178833,
532.0,"Das hier ist haargenau das Buch, nach dem ich suchte.","Це саме та книга, яку я шукав.","Das ist genau das Buch, nach dem ich gesucht habe.",0.037157997488975525,
533.0,Das hier ist mein Bruder Tom.,Це мій брат Том.,Das ist mein Bruder Tom.,0.22805452346801758,
534.0,Das hoffe ich.,"Сподіваюся, що так.",Ich hoffe es.,0.46339017152786255,
535.0,Das hoffe ich.,Я на це сподіваюся.,Das hoffe ich.,0.9133940935134888,
536.0,Das interessiert mich nicht.,Це мене не цікавить.,Das interessiert mich nicht.,0.9124793410301208,
537.0,Das ist alles deine Schuld!,Це все твоя вина.,Es ist alles deine Schuld.,0.35835790634155273,
538.0,Das ist alles deine Schuld!,Це все твоя провина.,Es ist alles deine Schuld.,0.35835790634155273,
539.0,"Das ist alles, was ich versprechen kann.","Це все, що я можу пообіцяти.","Das ist alles, was ich versprechen kann.",0.9297170042991638,
540.0,Das ist alles?,Це все?,Ist das alles?,0.9197683334350586,
541.0,Das ist auch wahr.,Це також вірно.,Auch das ist wahr.,0.9228981733322144,
542.0,Das ist auf meinem Mist gewachsen.,Це була моя ідея.,Das war meine Idee.,-0.8009687066078186,
543.0,Das ist bequem.,Зручно.,Das ist bequem.,0.9348123073577881,
544.0,"Das ist besser, oder?","Так краще, так?","So ist es besser, oder?",0.34621721506118774,
545.0,Das ist besser.,Так краще.,So ist es besser.,0.0698535144329071,
546.0,Das ist besser.,Так ліпше.,So ist es besser.,0.0698535144329071,
547.0,Das ist Copacabana!,Це Копакабана!,Das ist Copacabana!,0.9393876791000366,
548.0,"Das ist das Dümmste, was ich je gesagt habe.","Це найбільша нісенітниця, яку я коли-небудь казав.","Das ist der größte Unsinn, den ich je gesagt habe.",-0.20147915184497833,
549.0,Das ist das Interessanteste.,Це саме цікаве.,Das ist interessant.,0.18456390500068665,
550.0,Das ist das letzte Mal.,Це в останній раз.,Das ist das letzte Mal.,0.9194801449775696,
551.0,Das ist dein Buch.,Це твоя книжка.,Das ist dein Buch.,0.922910749912262,
552.0,Das ist deine Aufgabe.,Це твоя робота.,Das ist dein Job.,-0.46490657329559326,
553.0,Das ist dein Hauptproblem.,Це твоя головна проблема.,Das ist dein größtes Problem.,-0.06814484298229218,
554.0,"Das ist dein Hut, oder?","Це твій капелюх, так?","Das ist dein Hut, oder?",0.8969391584396362,
555.0,Das ist dein Platz.,Це твоє місце.,Das ist dein Platz.,0.9239312410354614,
556.0,Das ist deins.,Це твій.,Das gehört dir.,-0.8122502565383911,
557.0,"Das ist der Grund, weshalb ich herkam.","Це і є причина, чому я сюди прийшов.","Das ist der Grund, warum ich hierher gekommen bin.",-0.05571766197681427,
558.0,Das ist der heißeste Sommer seit 50 Jahren.,Це найспекотніше літо за п’ятдесят років.,Es ist der heißeste Sommer in 50 Jahren.,0.4166356325149536,
559.0,Das ist der letzte Zug.,Це останній потяг.,Das ist der letzte Zug.,0.9133179187774658,
560.0,"Das ist der Mann, den ich gut kenne.","Це людина, яку я добре знаю.","Das ist der Mann, den ich gut kenne.",0.9090826511383057,
561.0,Das ist der Rechner meiner Mutter.,Це комп'ютер моєї мами.,Das ist der Computer meiner Mutter.,-0.020939096808433533,
562.0,Das ist der wichtigste Grund.,Це найважливіша причина.,Das ist der wichtigste Grund.,0.9134531021118164,
563.0,Das ist die Ansicht eines Dilettanten.,Це думка дилетанта.,Das ist die Idee des Dilettants.,-0.146972194314003,
564.0,Das ist die einzige Möglichkeit.,Це єдина можливість.,Das ist die einzige Möglichkeit.,0.9116895198822021,
565.0,Das ist die erste Reise meines Lebens.,Це перша подорож у моєму житті.,Das ist die erste Reise meines Lebens.,0.9035024642944336,
566.0,Das ist die Kamera meiner Schwester.,Це фотоапарат моєї сестри.,Das ist die Kamera meiner Schwester.,0.9146490097045898,
567.0,"Das ist doch nicht so einfach, wie ich dachte.","Це не так просто, як мені здавалося.","Es ist nicht so einfach, wie ich dachte.",0.4971200227737427,
568.0,Das ist durchaus möglich.,Це цілком можливо.,Das ist absolut möglich.,-0.16610048711299896,
569.0,Das ist ein Adverb.,Це прислівник.,Das ist ein Adverb.,0.9176392555236816,
570.0,Das ist ein altes Gesetz.,Це стародавній закон.,Das ist ein altes Gesetz.,0.9172426462173462,
571.0,Das ist ein Boot.,Це човен.,Das ist ein Boot.,0.9112699031829834,
572.0,Das ist ein Buch über Fettleibigkeit.,Ця книга про ожиріння.,Dieses Buch handelt von Fettleibigkeit.,-0.48496556282043457,
573.0,Das ist ein Buch über Sterne.,Ця книга про зірки.,Dieses Buch ist über die Sterne.,0.25666043162345886,
574.0,Das ist ein Buch über Tiere.,Ця книга про тварин.,Dieses Buch handelt von Tieren.,-0.7340202331542969,
575.0,Das ist eine Ausnahme.,Це виняток.,Das ist eine Ausnahme.,0.912010908126831,
576.0,Das ist eine bewiesene Tatsache.,Це доведений факт.,Das ist eine Tatsache.,0.05132189393043518,
577.0,Das ist eine gute Antwort.,Це добра відповідь.,Das ist eine gute Antwort.,0.907807469367981,
578.0,Das ist eine gute Idee!,Це гарна ідея!,Das ist eine gute Idee!,0.9092720746994019,
579.0,Das ist eine gute Regel.,Це хороше правило.,Das ist eine gute Regel.,0.9086840152740479,
580.0,Das ist eine gute Schule.,Це хороша школа.,Das ist eine gute Schule.,0.9084377884864807,
581.0,"Das ist eine gute Zeitung, stimmt's?","Це хороша газета, чи не так?","Das ist eine gute Zeitung, nicht wahr?",-0.0053543150424957275,
582.0,Das ist eine japanische Puppe.,Це японська лялька.,Das ist eine japanische Puppe.,0.9157764315605164,
583.0,Das ist eine Katastrophe.,Це катастрофа.,Es ist eine Katastrophe.,0.790837287902832,
584.0,Das ist eine Kopie.,Це копія.,Das ist eine Kopie.,0.9189866781234741,
585.0,Das ist eine lange Geschichte.,Це довга історія.,Das ist eine lange Geschichte.,0.9030478000640869,
586.0,Das ist eine Lüge!,Це брехня!,Das ist eine Lüge!,0.9070530533790588,
587.0,Das ist ein enormer Verlust.,Це величезна втрата.,Das ist ein großer Verlust.,0.17477521300315857,
588.0,Das ist eine schwere Anschuldigung.,Це дуже серйозне звинувачення.,Das ist ein ernstzunehmender Vorwurf.,-0.04379697144031525,
589.0,Das ist eine schwere Sprache.,Це тяжка мова.,Das ist eine schwierige Sprache.,0.6922765374183655,
590.0,Das ist eine sehr einfache Idee.,Це дуже проста ідея.,Das ist eine sehr einfache Idee.,0.9104732871055603,
591.0,"Das ist eine sehr heimtückische Krankheit. Man bemerkt sie erst, wenn es zu spät ist.","Це дуже підступна хвороба. Ти її не помічаєш, допоки не стає запізно.","Es ist eine sehr heimtückische Krankheit, die man erst bemerkt, wenn es zu spät ist.",0.6447015404701233,
592.0,Das ist eine sehr schöne Blume.,Це дуже гарна квітка.,Das ist eine sehr schöne Blume.,0.9147877097129822,
593.0,Das ist eine Silbermünze.,Це срібна монета.,Das ist eine Silbermünze.,0.9156577587127686,
594.0,Das ist eine tolle Idee.,Це чудова ідея.,Das ist eine tolle Idee.,0.9163843989372253,
595.0,Das ist eine Überraschung.,Це сюрприз.,Das ist eine Überraschung.,0.9071449041366577,
596.0,Das ist eine wichtige Frage.,Це важливе питання.,Das ist eine wichtige Frage.,0.9102419018745422,
597.0,Das ist ein Foto meiner Schwester.,Це фотографія моєї сестри.,Das ist ein Foto von meiner Schwester.,0.9058203101158142,
598.0,Das ist ein Foto.,Це фотографія.,Das ist ein Foto.,0.9214025735855103,
599.0,Das ist ein Geschenk für dich.,Це подарунок тобі.,Das ist ein Geschenk für dich.,0.9060728549957275,
600.0,Das ist ein Geschenk für dich.,Це тобі подарунок.,Das ist ein Geschenk für dich.,0.9060728549957275,
601.0,Das ist ein Geschenk für Sie.,Це подарунок вам.,Es ist ein Geschenk für Sie.,0.8654852509498596,
602.0,Das ist ein Geschenk für Sie.,Це подарунок для вас.,Es ist ein Geschenk für Sie.,0.8654852509498596,
603.0,Das ist ein Hotel.,Це готель.,Das ist ein Hotel.,0.9166410565376282,
604.0,"Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.","Це маленький крок для людини, але величезний стрибок для людства.","Das ist ein kleiner Schritt für den Menschen, aber ein riesiger Sprung für die Menschheit.",0.8859051465988159,
605.0,Das ist ein kleines Buch.,Це маленька книжка.,Das ist ein kleines Buch.,0.9145838618278503,
606.0,Das ist ein Löwe.,Це лев.,Das ist ein Löwe.,0.9146448373794556,
607.0,Das ist ein Pferd.,Це кінь.,Es ist ein Pferd.,0.8795305490493774,
608.0,Das ist ein Problem.,Це проблема.,Das ist ein Problem.,0.9098293781280518,
609.0,Das ist ein Riesenfehler.,Це величезна помилка.,Das ist ein riesiger Fehler.,0.11149628460407257,
610.0,Das ist ein rutschiger Abhang.,Це слизька доріжка.,Das ist ein rutschiges Stück.,-0.33719372749328613,
611.0,Das ist ein Satz.,Це речення.,Das ist ein Satz.,0.9250762462615967,
612.0,Das ist ein Schneemann.,Це сніговик.,Das ist ein Schneemann.,0.9168697595596313,
613.0,Das ist ein schönes T-Shirt.,Це гарна футболка.,Das ist ein schönes T-Shirt.,0.9166219830513,
614.0,Das ist ein sehr nützliches Wörterbuch.,Це дуже корисний словник.,Es ist ein sehr nützliches Wörterbuch.,0.8541983366012573,
615.0,Das ist ein Verbrechen.,Це злочин.,Es ist ein Verbrechen.,0.8926008939743042,
616.0,Das ist ein ziemlich riskanter Beruf.,Це доволі ризикована робота.,Das ist eine ziemlich riskante Arbeit.,0.15903525054454803,
617.0,Das ist entsetzlich teuer.,Це надзвичайно дорого.,Das ist sehr teuer.,0.03414304554462433,
618.0,Das ist Erpressung!,Це шантаж.,Das ist Erpressung.,0.8233122825622559,
619.0,Das ist er.,Це він.,Das ist er.,0.9192543625831604,
620.0,Das ist etwas anderes.,То інша справа.,Das ist was anderes.,-0.3400712013244629,
621.0,Das ist etwas anderes.,Це інша справа.,Das ist was anderes.,-0.3400712013244629,
622.0,Das ist eure Entscheidung.,Це ваше рішення.,Das ist Ihre Entscheidung.,0.33630257844924927,
623.0,Das ist Fleisch.,Це м'ясо.,Das ist Fleisch.,0.9177318811416626,
624.0,Das ist für dich.,Це тобі.,Das ist für dich.,0.914848268032074,
625.0,Das ist für jetzt genug.,На даний момент досить.,Das reicht jetzt.,-0.5655827522277832,
626.0,Das ist für jetzt genug.,Поки що вистачить.,Jetzt reicht's.,-0.7885941863059998,
627.0,Das ist für Sie.,Це вам.,Das ist für Sie.,0.9165948629379272,
628.0,Das ist gar nicht so übel!,Це не так вже й погано!,Das ist nicht so schlimm!,-0.5270249843597412,
629.0,Das ist gefährlich.,Це небезпечно.,Es ist gefährlich.,0.7909144163131714,
630.0,"Das ist genau das Buch, wonach ich gesucht habe.","Це саме та книга, яку я шукав.","Das ist genau das Buch, nach dem ich gesucht habe.",0.2441999614238739,
631.0,"Das ist genau die Uhr, die ich letzte Woche verloren habe.","Це той самий годинник, що я загубив тиждень тому.","Das ist die gleiche Uhr, die ich vor einer Woche verloren habe.",0.30168938636779785,
632.0,"Das ist genug für heute, ich bin müde.","На сьогодні досить, я втомився.","Heute reicht's mir, ich bin müde.",0.0693846046924591,
633.0,Das ist gerechtfertigt.,Ци виправдано.,Das ist gerechtfertigt.,0.9260620474815369,
634.0,Das ist Gift.,Це отрута.,Das ist Gift.,0.9189469814300537,
635.0,Das ist Herr Pedro.,Це пан Педро.,Das ist Mr. Pedro.,0.18406781554222107,
636.0,Das ist ihr Buch.,Це їхня книжка.,Das ist ihr Buch.,0.9185343980789185,
637.0,Das ist Ihre Entscheidung.,Це ваше рішення.,Das ist Ihre Entscheidung.,0.9264217615127563,
638.0,Das ist Ihr Problem.,Це ваша проблема.,Das ist Ihr Problem.,0.9131302833557129,
639.0,Das ist illegal.,Це незаконно.,Das ist illegal.,0.9277287721633911,
640.0,Das ist kein Apfelsinenbaum.,Це не апельсинове дерево.,Das ist kein Orangenbaum.,-0.9981024265289307,
641.0,Das ist kein Blut. Das ist Rote Bete.,Це не кров. Це буряк.,"Es ist kein Blut, es ist ein Sturm.",-0.3283612132072449,
642.0,"Das ist keine Schlange, sondern nur ein Stück Seil.",Це не змія. Це всього лише шматок мотузки.,Es ist nur ein Stück Seil.,-0.5059585571289062,
643.0,Das ist kein Essen.,Це не їжа.,Das ist kein Essen.,0.9139670729637146,
644.0,Das ist keine zufällige Fügung.,Це не збіг обставин.,Das ist kein Zufall.,-0.1593671590089798,
645.0,"Das ist kein Hebräisch, sondern Jiddisch.",Це не іврит. Це ідиш.,"Das ist kein Hebräisch, sondern ein Idish.",0.38971829414367676,
646.0,Das ist kein Irrtum.,Це не помилка.,Das ist kein Fehler.,-0.7497439980506897,
647.0,Das ist kein Salz.,Це не сіль.,Das ist kein Salz.,0.9235808849334717,
648.0,Das ist kein Schwein; das ist ein Affe.,Це не свиня; це мавпа.,Das ist kein Schwein; das ist ein Affe.,0.905195951461792,
649.0,Das ist kein Spielzeug!,Це не іграшка!,Das ist kein Spielzeug!,0.9073989391326904,
650.0,Das ist kein Spiel!,Це не гра.,Das ist kein Spiel.,0.7759244441986084,
651.0,Das ist kein Tiger.,Це не тигр.,Das ist kein Tiger.,0.9172921180725098,
652.0,Das ist kein Trinkwasser.,Це непитна вода.,Das ist kein Wasser.,-0.364343523979187,
653.0,Das ist kein Trinkwasser.,Ця вода непитна.,Das Wasser ist nicht trinkbar.,-0.2854469418525696,
654.0,Das ist kinderleicht!,Це дуже легко!,Das ist sehr einfach!,-0.30765169858932495,
655.0,Das ist komisch.,Це кумедно.,Das ist lustig.,-1.0103527307510376,
656.0,Das ist leichter gesagt als getan.,"Простіше сказати, ніж зробити.",Einfacher gesagt als getan.,0.1829121857881546,
657.0,Das ist leicht.,Це легко.,Das ist leicht.,0.9129393100738525,
658.0,Das ist lustig.,Це кумедно.,Das ist lustig.,0.9111754298210144,
659.0,Das ist mein Bruder Tom.,Це мій брат Том.,Das ist mein Bruder Tom.,0.9142657518386841,
660.0,Das ist meine Angelegenheit.,Це моя справа.,Das ist meine Sache.,-0.4011386036872864,
661.0,Das ist meine CD.,Це мій диск.,Das ist meine CD.,0.918503999710083,
662.0,Das ist meine Geschäftsadresse.,Це моя рабоча адреса.,Das ist meine Sklavenadresse.,0.16927644610404968,
663.0,Das ist meine Großmutter.,Це моя бабуся.,Das ist meine Großmutter.,0.9118406176567078,
664.0,Das ist meine Hose.,Це мої штани.,Das sind meine Hosen.,0.33864355087280273,
665.0,Das ist meine Idee.,Це моя ідея.,Das ist meine Idee.,0.9192705154418945,
666.0,Das ist meine Küche.,Це моя кухня.,Das ist meine Küche.,0.9154160022735596,
667.0,Das ist meine Lieblingsband.,Це моя улюблена група.,Das ist meine Lieblingsgruppe.,0.4738272428512573,
668.0,Das ist meine Postleitzahl.,Це мій поштовий індекс.,Das ist mein Postleitzahlindex.,0.4702315926551819,
669.0,"Das ist mein erster Flug. Ich bin nervös, sagt Hiroshi.","Це мій перший політ. Я нервуюся, - каже Хіросі.","Das ist mein erster Flug, ich bin nervös, sagt Hiroshi.",0.9084058403968811,
670.0,Das ist meine Schwester Maria.,Це моя сестра Мері.,Das ist meine Schwester Mary.,0.14014622569084167,
671.0,Das ist meine Schwester. Sie heißt Julia.,Це моя сестра. Її звати Юля.,"Das ist meine Schwester, Yuille.",-0.20864422619342804,
672.0,Das ist meine Schwester.,Це моя сестра.,Das ist meine Schwester.,0.9193778038024902,
673.0,Das ist meine Uhr.,Цей годинник мій.,Diese Uhr ist meine.,0.41907280683517456,
674.0,Das ist mein Fahrrad.,Це мій велосипед.,Das ist mein Fahrrad.,0.9082467555999756,
675.0,Das ist mein Freund Tom.,Це мій друг Том.,Das ist mein Freund Tom.,0.9137740731239319,
676.0,Das ist mein Geld.,Це мої гроші.,Das ist mein Geld.,0.9104832410812378,
677.0,Das ist mein letztes Wort.,Це моя остаточна відповідь.,Das ist meine letzte Antwort.,0.16611580550670624,
678.0,Das ist mein Lieblingsgericht.,Це моя улюблена страва.,Das ist mein Lieblingsessen.,0.240054652094841,
679.0,Das ist mein Lieblingslied.,Це моя улюблена пісня.,Das ist mein Lieblingslied.,0.9275739192962646,
680.0,Das ist mein Lieblingsstuhl.,Це мій улюблений стілець.,Das ist mein Lieblingsstuhl.,0.9250307679176331,
681.0,Das ist mein Lied!,Це моя пісня!,Das ist mein Lied!,0.9086705446243286,
682.0,Das ist mein Schlafzimmer.,Це моя спальня.,Das ist mein Schlafzimmer.,0.9154937267303467,
683.0,Das ist mir egal.,Я не заперечую.,Ich leugne nicht.,-0.8130033016204834,
684.0,Das ist mir völlig egal!,Мені цілком байдуже!,Es ist mir völlig egal!,0.41775083541870117,
685.0,Das ist nicht das einzige Problem.,Це не єдина проблема.,Das ist nicht das einzige Problem.,0.9132987856864929,
686.0,"Das ist nicht das, was ich bestellt habe.",Я не це замовляла.,Das habe ich nicht bestellt.,0.18586182594299316,
687.0,Das ist nicht immer der Fall.,Це не завжди так.,Das ist nicht immer so.,-0.24685122072696686,
688.0,Das ist nicht komisch.,Це не смішно.,Das ist nicht witzig.,-0.34772050380706787,
689.0,Das ist nicht legal.,Це незаконно.,Das ist illegal.,-0.9014488458633423,
690.0,Das ist nicht logisch.,Це нелогічно.,Das ergibt keinen Sinn.,-0.9929790496826172,
691.0,"Das ist nicht meine Meinung, nur meine Übersetzung!","Це не моя точка зору, а лише мій переклад!","Das ist nicht meine Meinung, sondern meine Übersetzung!",0.3553772568702698,
692.0,"Das ist nicht mein Haus, nein.","Ні, це не мій будинок.","Nein, das ist nicht mein Haus.",0.9084843397140503,
693.0,Das ist nicht möglich!,Це неможливо!,Das ist unmöglich!,-0.3217906951904297,
694.0,Das ist nichts für dich.,Це не тобі.,Das ist nicht für dich.,0.6306045055389404,
695.0,Das ist nicht sicher.,Це не є безпечним.,Das ist nicht sicher.,0.9205671548843384,
696.0,"Das ist nichts, was jeder Beliebige tun kann.","Це не те, що може зробити кожен.","Das ist nicht, was jeder tun kann.",0.21424473822116852,
