Unnamed: 0,DE,EN,TRANSLATION,chrf_score
541,Das ist so lustig.,That is so funny.,That's so funny.,65.05212380212382
542,Sieh mich an.,Look at me.,Look at me.,100.0
543,Wie sehe ich aus?,How do I look?,How do I look?,100.0
544,Schatz.,Baby.,Honey.,5.952380952380952
545,- Habe ich ihn erwischt?,- Did I get him?,- Did I catch him?,38.9935058076386
546,Nicht für mich.,It's fun for you. It's not fun for me.,Not for me.,14.677859659670894
547,Sie waren es.,It was you.,It was you.,100.0
548,Aber auch Alfonso.,I swore allegiance to Sancho.,But Alfonso too.,6.153066486720761
549,"- Ja, vielen Dank auch. Super.",- That's what I'm saying.,"- Yeah, thank you, too.",8.728270869649428
550,"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember,"If you have an opponent, you have to keep one in mind:",4.504504504504505
551,Ich habe mir schon Sorgen gemacht.,I was getting worried.,I've been worried about you.,30.8685287123976
552,"Ja, das bin ich.","Yes, I'm sure.","Yes, I am.",22.502377464209523
553,"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.,And you're destroying the evidence I need.,60.12166329434847
554,"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.,That's exactly what we're planning.,67.41212486849166
555,Hier.,Here.,Here.,100.0
556,"Richard, mach das nicht!",Richard.,"Richard, don't do this!",66.2065101448998
557,"Achtung, Leute!",Brody!,"Look out, guys!",6.451612903225806
558,"Tja, das ist Jamies Abteilung.","Mm-hmm. Well, that's Jamie's division.","Well, this is Jamie's department.",41.07013969012584
559,"(1) Die Zollbehörden können, soweit dies nicht unverzichtbar für die richtige Erhebung der Einfuhr abgaben ist, in folgenden Fällen davon absehen, die Anmeldung der Angaben nach Artikel 178 Absatz 1 oder eines Teils derselben zu verlangen:",Article 178,"1. Where this is not indispensable for the correct collection of import duties, the customs authorities may refrain from requiring the declaration of the particulars referred to in Article 178 (1) or in part thereof in the following cases:",16.52893958715264
560,- Nicht so gut.,- Not great.,- Not so good.,22.474354736109238
561,- Ich habe zu tun.,Shh. I'm busy.,- I'm busy.,61.088218946745066
562,Anscheinend habe ich auch Polio gehabt.,Apparently I had polio too.,"Apparently, I've had polio too.",83.73524299502014
563,Hast du sie gefunden?,Did you find her?,Did you find her?,100.0
564,"Bis zu deiner Geburt haben Roboter nicht geträumt. Sie kannten keine Sehnsucht, bloß einprogrammierte Wünsche.","Until you, robots didn't dream robots didn't desire unless we told them what to want.","By the time you were born, robots didn't dream, they didn't know longing, just programmed desires.",41.59892403420905
565,Ich will mitmachen.,I want in.,I want to join.,47.31120177375631
566,Euer Gast ist angekommen.,Your guest has arrived.,Your guest has arrived.,100.0
567,Verdammte Scheiße!,Holy shit!,Goddamn it!,8.412447257383965
568,Es war Notwehr.,I don't know why any white jury would care why I did it.,It was self-defense.,3.968253968253968
569,Zu spät.,Too late.,Too late.,100.0
570,Was war es dann?,What did we hear?,Then what was it?,15.949328449328451
571,- In Ordnung.,- Al!,- All right.,61.49193548387096
572,Stehenbleiben!,It's all right. - Freeze!,Stop!,1.5625
573,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Mostly events decide, not people.",88.7561544166211
574,Beihilfe,Aid,Aid,100.0
575,Kein Ausweis.,No papers on him.,No ID.,6.919509275882704
576,Du bist mein Zuhause.,You are my home.,You're my home.,65.3162578162578
577,Sie hatte eine heiße Affäre mit einem Hollywood-Filmstar.,She had a torrid affair with a Hollywood movie star.,She had a hot affair with a Hollywood movie star.,80.26415725471658
578,Weicheier.,Pussies.,Pussy eggs.,31.302369590842595
579,GEGEN DIE ÜBERLEGENEN FEINDFAHRZEUGE.,Negative.,TO THE SUPERVISORY VEHICLES.,0.0
580,Und wie geht es euch?,How are you?,How are you?,100.0
581,"Magnetischer Neurostimulator, den ich 1983 baute.",Magnetic neurostimulator I built in 1983.,Magnetic neurostimulator I built in 1983.,100.0
582,"Nein, kannst du nicht.","No, you can't.","No, you can't.",100.0
583,Und isst:,Eating...,And eats:,10.899914089347078
584,Eigentlich nicht.,Not really.,Not really.,100.0
585,Wir werden nicht Gott spielen.,I'm not gonna go and play God with you guys...,We're not gonna play God.,34.795309634361146
586,Hab euch lieb.,Love you.,Love you.,100.0
587,Ich gehe schlafen.,I'm going to bed.,I'm going to sleep.,69.26008511616732
588,Verzeihen Sie.,Forgive me.,Excuse me.,12.406646532752724
589,Mein Schwert.,My sword.,My sword.,100.0
590,"Mach die Tür auf, damit ich raus kann!",Open the door.,Open the door so I can get out!,77.6889355589311
591,Wie dumm von mir.,How silly of me.,How stupid of me.,31.383164874907322
592,Wirklich.,Really.,Really.,100.0
593,"Jawohl, Sir.","Aye aye, sir.","Yes, sir.",17.303283213208125
594,Sieh da mal durch.,Check these out.,Look through there.,19.194494456225804
595,Ich habe viel von dir gehört.,I've heard a lot about you.,I've heard a lot about you.,100.0
596,"- Nein, nein, nein.","- No, no, no.","- No, no, no.",100.0
597,Irgendwann.,Eventually.,Someday.,5.319148936170212
598,"Beweg dich, alter Mann!","Get moving, old goat.","Move, old man!",15.061773831006425
599,Generaldirektor für Landwirtschaft und ländliche Entwicklung,Director-General for Agriculture and Rural Development,Director-General for Agriculture and Rural Development,100.0
600,"Man befürchtet, dass immer mehr Arbeitsplätze ins Ausland wandern oder von illegalen Einwanderern eingenommen werden.",Stop it...,It is feared that more and more jobs will go abroad or be taken by illegal immigrants.,3.584229390681003
601,Sie und Adele?,You and adele?,You and Adele?,58.471019721019715
602,Nein?,No?,"No, no, no, no, no, no, no.",20.889286780065653
603,Amerikas Rückzug aus Asien,America\u0027s Retreat from Asia,America's withdrawal from Asia,39.94788275542736
604,Sieh nur.,There it is.,Look.,0.0
605,Macht schon!,Come on! Let's go!,Come on!,36.48381677545021
606,Wir zogen unsere Stofftiere an und versorgten sie mit besten Essen.,"We would dress up our stuffed animals, we would feed them the finest cuisine.",We put on our stuffed animals and provided them with the best food.,38.98535070969138
607,- Kann ich Ihnen helfen?,- Can I help you?,- Can I help you?,100.0
608,Was ist passiert?,What is this?,What happened?,20.713573522072128
609,"Ein abgewichster, kleiner Dealer.","He's a smalltime dealer,",He's a degenerate little dealer.,39.58592758812514
610,"Nein, gar nichts.","No, nothing. Nothing.","No, nothing.",52.86737475694003
611,Ich kann Ihnen helfen.,I can help you.,I can help you.,100.0
612,Lange Geschichte.,It's a long story.,Long story.,51.139295453519075
613,"Ach, das ist aber schön! Willkommen.",What a surprise!,"Oh, that's nice.",12.180620825551436
614,In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, Hamas’s coup makes things clearer.","In a way, Hamas' coup d'état simplifies the situation.",22.995802959037036
615,Ich hol die Kinder.,I'll get the kids.,I'll get the kids.,100.0
616,Regina als Kathryns neue Freundin wäre kaum beglückt.,"Given her new friendship with Kathryn, I don't think Regina would be happy.",Regina as Kathryn's new girlfriend would hardly be happy.,36.393649408298515
617,Wir müssen weg.,"We got to get out of here, right now!",We have to go.,10.882420108899254
618,"Du kannst wohnen, wo du willst.",You've a right to live where you please.,You can live wherever you want.,33.36395716582134
619,"Ich denke, Sie sollten versuchen die Sachen zu beschleunigen.",Guess you should try to expedite things.,I think you should try to speed things up.,53.78694180001188
620,- Wieso klappt's nicht?,- Why isn't it? - I don't know.,- Why isn't it working?,46.47078929832201
621,Datei:,Additional service:,File:,6.5854725787631265
622,"Phantasie, die, wer wurde Liebe von fern","Fancy, the one who would love from afar","Imagination that, who became love from afar",40.93150371681371
623,Er hat die erste Explosion überlebt.,He survived the first explosion.,He survived the first explosion.,100.0
624,"Gute Nacht, Senor.","Goodnight, sir.","Good night, Senor.",65.93509679113568
625,- Ein Jahr?,- A year?,- A year?,100.0
626,Wir brauchen Ihre Hilfe.,We need your help.,We need your help.,100.0
627,"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,","Having regard to the Treaty establishing the European Community,",100.0
628,Sechs.,Six.,Six.,100.0
629,Ich verstehe das nicht.,I don't get it.,I don't understand.,37.4918894278435
630,Was ist hier eigentlich los?,What the hell is going on?,What's going on here?,42.82904165622288
631,Ich zähle bis drei.,I'll count to three.,I'll count to three.,100.0
632,Stimmt das?,Is that right?,Is that true?,41.18244414484658
633,"Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache bekommen, sondern helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.","And if you join us, you will not only have your revenge, but you will help write a new chapter in American history.","And if you join us, you will not only get your revenge, but help to write a new chapter in American history.",80.9786032833878
634,"Genug, um dich und deine ganze Familie 10-mal zu töten.",Enough to kill you and your whole family ten times over.,Enough to kill you and your whole family 10 times.,79.31376974137592
635,Wir haben telefoniert.,We spoke on the phone.,We talked on the phone.,56.27756743986134
636,"Kommen wir zum Punkt: Ich will, dass Sie den Ball flach halten.","Moving forward, I want you to keep your head down.",Let's get to the point: I want you to keep the ball flat.,35.54391456084593
637,"- Nun, das freut mich für sie.",So what do you want from me?,"- Well, I'm glad for her.",6.289308176100629
638,- Haben Sie?,- This girl who did?,- You did?,14.83596092562002
639,Tu mir einen Gefallen.,Do me a favor.,Do me a favor.,100.0
640,Ich mache es.,I will.,I'll do it.,18.639053254437872
641,- Ich habe es gehört.,- I heard.,- I heard.,100.0
642,Bist du verrückt?,Are you crazy?,Are you crazy?,100.0
643,- Das ist Unsinn.,- That's bullshit.,- That's nonsense.,35.87634587634587
644,Er ist groß.,- It's big.,He's tall.,8.630952380952378
645,Klinische Studien bei Kindern mit chronischer Hepatitis C:,Clinical trials in paediatric patients with chronic hepatitis C:,Clinical trials in children with chronic hepatitis C:,66.09473631252055
646,Du weißt es nicht wahr ?,"You know, don't you?","You don't know, do you?",54.86190556215944
647,- Ich weiß es.,- l know.,- I know.,37.77777777777778
648,WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,100.0
649,"Wunderbar, oder?",Isn't it beautiful?,"Wonderful, isn't it?",32.13634812899519
650,Kann ich die haben?,Can I take it?,Can I have those?,21.623916484632197
651,Ich muss Ihnen etwas gestehen.,"Dear lady, I have a small confession to make.",I have a confession to make.,56.394223282925935
652,Ich hasse dich!,I hate you!,I hate you!,100.0
653,- Schön.,- Beautiful.,- Fine.,6.666666666666665
654,Wir können nichts tun.,"Well, you can't do anything.",There's nothing we can do.,22.38875055894725
655,Ich bin ein Mensch.,Human.,I'm a human being.,36.175741309891734
656,Oh mein...,"Oh, my...","Oh, my...",100.0
657,Was zum Teufel willst du?,What the hell do you want?,What the hell do you want?,100.0
658,"Dies ist eine Frage, die weit über bloße Zahlen und technische Details und sogar über die Unterstützung der nationalen Sparpolitiken hinausgeht.",This is something which goes well beyond figures and technicalities and even support for national austerity policies.,This is a question that goes far beyond mere figures and technical details and even beyond the support of national austerity policies.,61.12961641272372
659,"- Nein, dafür ist keine Zeit mehr.","No, there's no time.","- No, there's no time for that.",88.53621396024275
660,Das kannst du nicht ernst meinen.,You can't mean that.,You can't be serious.,40.219347726452206
661,"Es gesteht uns nichts zu, nur, wenn es darum geht, uns mit Schande zu belegen.",It does not acknowledge us if only to shame us.,"It does not admit anything to us, only when it comes to showing shame to us.",39.294156919951845
662,- Mach schon.,- Go ahead.,- Come on.,6.41025641025641
663,"Na ja, da gibt es abhauen und ""abhauen""","Well, there's goin' and there's goin'.","Well, there's going to be a run and a run.",50.18132871673843
664,Die Wachen sind dort im Sommerlager.,The guards are in summer camp at Tsarskoe.,The guards are there in the summer camp.,59.32409191359124
665,Also Vorsicht.,So be careful.,So be careful.,100.0
666,Aber wir brauchen Beweise.,We need proof.,But we need proof.,81.80543923872638
667,Wollen Sie jetzt den falschen Weg der EU in Richtung auf einen Liberalisierungsfundamentalismus weiter gehen?,Are you now going to continue down the EU 's incorrect road towards deregulation fundamentalism?,Do you now want to go on the wrong path of the EU towards liberalising fundamentalism?,39.242177880215756
668,Lösungen in diesem Sektor brauchen Zeit.,Solutions in this sector take time.,Solutions in this sector need time.,76.21989951300296
669,ca. 7.000 Einwohner,"approx. 7,000 inhabitants","approx. 7,000 inhabitants",100.0
670,"Ist es Sumpffieber, wird ihre Temperatur fallen.","If it's swamp fever, her temperature will break.","If it's swamp fever, its temperature will fall.",71.76966999404483
671,"Zu guter letzt einige Selbstverständlichkeiten... Hunde, Fahrräder und Alkohol sollten auf Demos nichts verloren haben.","Finally some matters of course... Dogs, bicycles and alcohol should not be brought to demonstrations.","Last but not least, some naturalities... Dogs, bicycles and alcohol should have lost nothing on demos.",46.06624359154825
672,"Es wäre eine Schande, wenn die Europäische Union und die Mitgliedstaaten an einer Politik festhielten, die das Militärregime nicht schwächt, sondern im Gegenteil eindeutig stärkt.","It would be a disgrace for the European Union and the Member States to continue a policy that does not weaken but, on the contrary, clearly strengthens the military regime.","It would be a shame for the European Union and the Member States to stick to a policy that does not weaken the military regime but, on the contrary, clearly strengthens it.",83.18849441445715
673,- Und wozu soll das gut sein?,I don't understand.,- And what's that supposed to be for?,12.511282371728113
674,"Aber er hat mich benutzt. Um auf dem Stand bei der Untersuchung zu bleiben, zu wissen, wann er wegrennen muss.","But he used me... to stay ahead of the investigation, to know when to make a run for it.","But he used me to keep up with the investigation, know when to run.",56.97102672859015
675,Auf jeden Fall: 'Ne ganze Menge von den Attentaten sind wirklich an einem 23. passiert.,"Either way, the part on assassinations is true. Many occurred on the 23rd.","In any case, a whole lot of the attacks really happened on a 23rd.",19.061189941240908
676,Es tut mir für Sie beide leid.,I'm sorry for you both.,I'm sorry for both of you.,68.17385588555067
677,In beiden Residenzen BOUGANVILLAGE und LE VELE können die Wohnungen jeweils im Erdgeschoss mit Patio als auch im ersten Stockwerk mit Veranda liegen (jeweils mit Tisch und Stühlen ausgestattet).,"At the Bouganvillage and Le Vele Residence accommodation can be on the ground floor with patio or on the first floor with veranda, both equipped with table and chairs.","In both residences BOUGANVILLAGE and LE VELE, the apartments can be located on the ground floor with patio as well as on the first floor with veranda (each equipped with table and chairs).",63.772410846888384
678,"Also haben der Schnelle und Darhk das, was Darhk vom KGB bekam?","So the speedster and Darhk, they have whatever the KGB gave Darhk?",So the Quick and Darhk got what Darhk got from the KGB?,32.71146171141558
679,An diesem speziellen Tag lief er Mr. Woodhaus über den Weg und verschwand daraufhin im nächsten Klassenzimmer.,"On this particular day, he avoided Mr Woodhouse by ducking into a class.","On that special day, he ran across Mr. Woodhaus and disappeared into the next classroom.",30.258358604434516
680,"Wie ein Stoßgebet,","As a matter of fact, my friend","Like a push prayer,",7.8263922795469485
681,"Ich muss zugeben, dass ich ein wenig beeindruckt bin.","Don't look at me. Uno, dos, tres. Keep it pounding.","I have to admit, I'm a little impressed.",12.185355527862496
682,Er ist hier.,He is here.,He's here.,45.654761904761905
683,iF - International Forum Design Hannover: Homepage Druckansicht,iF - International Forum Design Hannover: iF WORLD DESIGN GUIDE,iF - International Forum Design Hannover: Homepage Print view,65.57340897602873
684,"- Manche sagen, du bist geschieden.",- Others say you're divorced.,- Some say you're divorced.,69.92625905562032
685,"Es wurde gesucht nach:Holländer, Friedrich (INTERPRET)","Searched for:Wal-Berg, (composer)","Searched for:Holländer, Friedrich (INTERPRET)",36.955218073040236
686,- Was ist?,What is it?,- What is it?,96.82300673862483
687,- Es wird brüderlich geteilt.,- Share and share alike.,- It's shared fraternally.,21.452428622999662
688,Augenblick.,"Hey, wait a minute.",Wait a minute.,68.03442594582208
689,angezeigte Produkte: 1 bis 45 (von 45 insgesamt) Seiten: 1,Displaying 1 to 30 (of 45 products) Result Pages: 12[Next>>],Displaying 1 to 45 (of 45 products) Pages: 1,57.902077581139075
690,"Wie wir gehört haben, lehnen die Kollegen den Kommissionsvorschlag aus verschiedenen Gründen ab; über die Ablehnung sind wir uns jedoch einig.","Mrs Scheele has done a very good job and we have a united front in Parliament, which is very different from the debate the Commissioner witnessed on REACH yesterday, the outcome of which we will see tomorrow in the vote.","As we have heard, colleagues reject the Commission proposal for a number of reasons, but we agree on the rejection.",19.811693549067535
691,Ein heranwachsender...,"You know, adolescent.",An adolescent...,55.893119745365524
692,"(13. September 2014, 02:41)","(Sep 13th 2014, 2:41am)","(13 September 2014, 02:41)",29.263483866740923
693,"Preis pro Tag für 4 Personen in Mobilheim: € 109,00 statt € 142,00!","Daily price for 4 people in Mobile Home Luna, beach included: € 109,00 instead of € 142,00!","Price per day for 4 people in mobile home: € 109,00 instead of € 142,00!",53.52715543064155
694,"Start > Masterprogramm Arts & Sciences: Staatswissenschaften - Public Economics, Law and Politics (M.A.) -> Komplementärstudium -> Fachübergreifende Methoden","Start > Master of Arts & Sciences: Public Economics, Law and Politics (M.A.)","Start > Master's program Arts & Sciences: Public Economics, Law and Politics (M.A.) -> Complementary studies -> Inter-disciplinary methods",77.86968139067022
695,Zuletzt geändert am: 16. Januar 2002,Last modified to: 16. January 2002,"Last modified: January 16, 2002",63.817006854668755
696,"— für Israel 160 Mio. ECU in Form eines auf dem Markt zu finanzierenden Darlehens in Verbindung mit Zinszuschüssen in Höhe von 27,5 Mio. ECU zu Lasten des Haushaltsplans 1991, die insbesondere zur Deckung von Einfuhrausgaben bestimmt waren;","On 4 March the Council (General Affairs) agreed on financial assistance to Israel and the Palestinians in the Occupied Territories, as follows: for Israel, ECU 160 million in loans raised on the market, linked to interest subsidies for which ECU 27.5 million would be included in the 1991 budget, to cover import costs in particular; for the Palestinians in the Occupied Territories, ECU 60 million in the form of grants, to be included in the 1991 budget, for the financing of subsidized housing and hospitals.","— ECU 160 million for Israel in the form of a loan to be financed on the market in connection with interest subsidies amounting to ECU 27.5 million from the 1991 budget, intended in particular to cover import expenditure,",31.845986568072384
697,Das gehört zu allen Rückblenden:,I'd rather tell you a different story.,This belongs to all flashbacks:,10.048527451491289
698,"- Ich dachte, Bertie würde sein Gebiss verlieren.",- I thought Bertie would drop his teeth.,- I thought Bertie was gonna lose his teeth.,64.21386279559425
699,"Es tut mir auch leid, Frau Piantoni.","And I'm sorry, too, Mrs. Piantoni.","I'm sorry too, Mrs Piantoni.",88.97556336718596
700,"Doch es sieht nicht so aus, als würden sie so schnell ein Liebespaar werden.","Doch es sieht nicht so aus, als würden sie so schnell ein Liebespaar werden.",But it doesn't look like they're becoming a couple so fast.,12.046327534253308
701,Bei den meisten Prüfungen auf chronische Toxizität werden Nagetierarten verwendet; diese Prüfmethode gilt daher hauptsächlich für Prüfungen an diesen Arten.,"The majority of chronic toxicity studies are carried out in rodent species, and this Test Method is intended therefore to apply primarily to studies carried out in these species.","For most chronic toxicity tests, rodent species are used and this method is therefore mainly used for tests on these species.",43.89651126808634
702,"Dr. Wolfgang Sachs, geboren 1946 in München. Studium der Theologie und Soziologie in München, Tübingen und Berkeley, USA. 1980-1984 Mitarbeiter der Forschungsgruppe ""Energie und Gesellschaft"" an der Technischen Universität Berlin. 1984-87 Schriftleiter der Zeitschrift ""Development"" bei der Society for International Development, Rom. 1987-90 Visiting Professor an der Pennsylvania State University. 1990-93 Kollegiat am Kulturwissenschaftlichen Institut in Essen. Seit Mai 1993 am Wuppertal Institut für Klima, Umwelt und Energie. Seit 1993 jedes Jahr scholar-in-residence am Schumacher College, England. 1997 Lehrtätigkeit an der University of California, Berkeley, und Università La Sapienza, Rom. Mitglied im Fachbeirat Süd der Heinrich-Böll-Stiftung.","Dr. Wolfgang Sachs was born in 1946 in Munich, Germany. He studied theology and social sciences in Munich, Tübingen and Berkeley. From 1980-1984 he was member of the research group ""Energy and Society"" at the Berlin Technical University. From 1984 until 1987 he worked as the editor of the magazine ""Development"" in Rome. During 1987-1990 Wolfgang Sachs served as a professor at Pennsylvania State University, USA. From 1990-1993 he was a research fellow at the Institute for Cultural Sciences at Essen University. Since May 1993 he works for the Wuppertal Institute. He lectures widely nationally and internationally and is a regular scholar-in-residence at Schumacher College, England. His publications on development, environment, and globalisation have appeared in many languages.","Dr. Wolfgang Sachs, born 1946 in Munich. Studied theology and sociology in Munich, Tübingen and Berkeley, USA. 1980-1984 Associate of the research group ""Energy and Society"" at the Technical University of Berlin. 1984-87 Head of the journal ""Development"" at the Society for International Development, Rome. 1987-90 Visiting Professor at Pennsylvania State University. 1990-93 College at the Institute of Cultural Studies in Essen. Since May 1993 at the Wuppertal Institute for Climate, Environment and Energy. Since 1993 each year scholar-in-residence at Schumacher College, England. 1997 teaching at the University of California, Berkeley, and Università La Sapienza, Rome. Member of the Technical Advisory Board South of the Heinrich Böll Foundation.",59.36483811846159
703,Die Regierung ist an der sache dran.,The Feds are on to the whole thing.,The government's on the point.,18.494587221161133
704,Da müssen wir hin.,We should go there.,That's where we have to go.,19.31446331066963
705,Ist sie ins Krankenhaus gezogen?,She's living at the hospital?,Did she move to the hospital?,46.993417427985676
706,"Richard Ellison ist kein Name, den ich noch einmal zu hören erwartet habe.",Richard Ellison is not a name I was expecting to hear again.,Richard Ellison is not a name I expected to hear again.,76.855278694388
707,"Nun, die Gerüchte stimmen, und... ich darf Sie bekanntmachen... mit den beiden neuen Eigentümern der Opéra Populaire. Monsieur Richard Firmin und Monsieur Gilles André.","I can now tell you that these were all true, and it is my pleasure to introduce you to the two gentlemen who now own the Opera Populaire Monsieur Richard Firmin and Monsieur Gilles Andre.","Well, the rumors are true, and... I'm allowed to introduce you to the two new owners of the Opéra Populaire... Monsieur Richard Firmin and Monsieur Gilles André.",60.144029451764226
708,"Nach deiner Theorie brauchte ein aztekischer Priester fünf Jahre, um von Mittelamerika hierher zu kommen.","According to your theory, it took Aztec priests five years to get here from somewhere in Central America.","According to your theory, an Aztec priest took five years to get here from Central America.",74.41059610187038
709,"Auf Wunsch kann Sue Booth-Forbes für interessante Programme mit irischen Musikanten, Geschichtenerzählern oder für Lesungen von Fotografen und bildenden Künstlern sorgen.","On request, Sue Booth-Forbes can arrange interesting programs with Irish musicians and storytellers or lectures by fotographers and visual artists.","On request, Sue Booth-Forbes can provide interesting programs with Irish musicians, storytellers or readings by photographers and visual artists.",80.05399283130937
710,"Der Austausch ermöglicht femer den angestammten Anbietern und Händlern mit erheblichen Marktanteilen, d. h. den vier größten Unter nehmen mit Anteilen von etwa 80 % am britischen Markt, ihre Marktstellung wirksamer zu verteidigen, als dies ohne die eingehenden Angaben über die Absatzzahlen ihrer Konkurrenten und Änderungen in deren Marktstellung möglich wäre.",The Exchange further helps the established firms and dealers with considerable market shares (i.e. the four biggest firms holding approximately 80 % of the United Kingdom market) to defend their market positions more efficiently than they could do without the detailed information on retail sales of their rivals and any changes thereof.,"The exchange also allows the traditional suppliers and traders with significant market shares, i.e. the four largest companies with shares of around 80 % in the UK market, to defend their market position more effectively than would be possible without detailed information on the sales figures of their competitors and changes in their market position.",48.29811777436591
711,Auf dem Pass (2Std23Min) (1750 m) stossen Sie auf einen Wanderweg. Biegen Sie nach rechts ab. Voraus erblicken Sie das Westmassiv von Picos De Europa. Im Westen erstreckt sich die Kantabrische Kordiliere.,"Once you have reached the pass (2h23min) (1750 m), you follow a track to the right.",On the pass (2h23min) (1750 m) you will reach a hiking trail. Turn right. In advance you will see the western massif of Picos De Europa. In the west you will find the Cantabrian cordial.,47.82632511251576
712,"Ich nehme an, er will damit zum Ausdruck bringen, dass er irgendwann einmal Geschichtsunterricht hatte.",I assume his purpose is to demonstrate that at one time or another he was subjected to a grammar-school course in history.,I suppose he's trying to say that he had history lessons at some point.,18.784420682283088
713,"Schickt das Jugendamt jemanden her, um ihn mitzunehmen?",Juvenile services is sending someone to take him in?,Is youth services sending someone here to take him with you?,60.80873528841426
714,Die Gruppe könnte die Zusammenarbeit dann auf drei weitere politische Bereiche ausdehnen:,The group could then extend cooperation to three other policy areas:,The group could then extend cooperation to three other policy areas:,100.0
715,Was ist mit diesem? Das ist gut.,This is a good one.,What about this one?,16.680223051838112
716,"Ich kenne da ein paar Herren, die hervorragend geeignet wären, auf eine etwas australische Weise. Würde das helfen?",I know a couple of gentlemen who might fit the bill in an antipodean kind of way.,I know a few gentlemen who would be excellently suited in a somewhat Australian way. Would that help?,32.64163324083849
717,Das hat sie doch schon früher gewusst. - Ja.,-She must have known that earlier?,She knew that before.,17.373120454864797
718,Zusammen mit Polar Music und Union Songs werden die ABBA-Mitglieder den Bau eines Hauses für zehn Waisenkinder in der Stadt Bossangoa sponsern.,"Along with Polar Music and Union Songs, the ABBA members will sponsor the construction of a home for ten orphans in the town of Bossangoa.","Together with Polar Music and Union Songs, ABBA members will sponsor the construction of a house for ten orphans in the city of Bossangoa.",82.54518589822877
719,dem Bausektor führen die Finanzrestriktionen zu einer er-,"In the construction sector especially, the financial con-","In the construction sector, the financial restrictions lead to an increase in the number of persons employed in the construction sector.",55.992357101673605
720,Kein Mensch.,"He""s not a person.",No human.,3.9682539682539675
721,"Jungs könnt das sicher hinbekommen, oder?","Guys should be able to work that out, right?","I'm sure boys can do this, right?",18.686935984674964
722,Als Teil dieser Partnerschaft hat Orlando die Möglichkeit Spieler von Benfica auszuleihen.,"As part of that partnership, Orlando City signed two players from the S.L.","As part of this partnership, Orlando has the opportunity to borrow players from Benfica.",59.16250796806233
723,Nach einer Zählung aus dem Jahr 2000 hat die Stadt 20.339 Einwohner.,"As of the 2010 census, the city had a total population of 21,387.","According to a census of 2000, the city has a population of 20,339.",48.462654112047495
724,lesen Sie hier den Tourbericht,lesen Sie hier den Tourbericht,read the tour report here,12.141357923984213
725,Er meidet alle.,He shuns everybody.,He's avoiding everyone.,23.284424370874135
726,"Er tut sein möglichstes, um -- ohne sich allzu sehr zu kompromittieren -- der Idee Nahrung zu verschaffen, Faurisson wäre ein altbekannter Antisemit; und erzählt die Geschichte klein-klein, auf diese Weise den Eindruck zu erwecken, sie, als Verantwortliche der Universität, hätten gar nicht anders handeln können, was, grosso modo, wohl bedeutet, sie hätten den Störenfried in die Falle laufen lassen, um sich nicht der Kritik der Gegner Faurissons auszusetzen.","He tries, without compromising himself, to give credit to the idea that Faurisson was a long-time antisemite.","He does his best to give food to the idea that Faurisson would be a well-known anti-Semite; and tells the story of little, in this way, to give the impression that they, as leaders of the university, could not have acted otherwise, which, grosso modo, probably means that they had let the troublemaker run into the trap in order not to expose himself to the criticism of Faurisson's opponents.",36.52199479686143
727,einen qualitativ immer hochwertigeren Wein herzustellen.,produce wines with increasing high quality organoleptic properties.,to produce a wine that is always of higher quality.,28.996733281036153
728,"Danke. Wie spät ist es, Hank?","What time is it, Hank?","What time is it, Hank?",100.0
729,Die Sortierfolge kann in einem Menü im Fuß des Fensters gewählt werden. Im Browser-Fenster können die Dateien in eine Dropliste im unteren Bereich des Fensters gezogen werden und dort durch Ziehen sortiert werden.,"The sorting order can be set in a menu at the bottom of the window. In the browser window files can be dragged to a drop area at the bottom of that window, in that drop list the files can be ordered by dragging.","The sorting sequence can be selected in a menu in the bottom of the window. In the browser window, the files can be dragged into a drop list in the lower area of the window and sorted there by dragging.",62.06536563989356
730,"""Danebenschossen""","""By the Sea""","""Besides the shots""",16.818389907799293
731,Im Frühling 1905 begann Sabina Spielrein ein Medizinstudium an der Universität Zürich.,"Spielrein was able to begin her medical studies in 1905, graduating as a doctor in 1911.",In the spring of 1905 Sabina Spielrein began studying medicine at the University of Zurich.,29.86962328068488
732,Ich hatte letzte Nacht einen Drink auf Irland mit ein paar Freunden von beiden Richtungen.,I had a drink for Ireland last night with some friends of both persuasions.,I had a drink last night in Ireland with some friends from both directions.,59.618507703709454
733,Gepäckbeförderung von Tür zu Tür,Door to door luggage carriage,Door-to-door baggage transport,30.548702018103114
734,"Ich habe kein Vertrauen Zeitung Linien, sie sind annähernd und oft unzuverlässig.","I don’t trust newspaper lines, they are approximate and quite often unreliable.","I have no confidence newspaper lines, they are approximate and often unreliable.",72.57236839322785
