Unnamed: 0,DE,EN,TRANSLATION,bertscore
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?","Ich frage mich, wie viele Frauen haben Sie mit Papier und Leinwand geschmeichelt?",0.9657464027404785
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,0.9556953310966492
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","In Ordnung, bleiben Sie aufmerksam.",0.9343178868293762
458,Umsetzungsfrist,Time limit for transposition,Zeitbegrenzung für die Übersetzung,0.817706823348999
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Nicht in der Nähe und in der Nähe von Kindern,0.8004535436630249
460,- Da drüben.,-Over there.,- Da drüben.,0.9999999403953552
461,"Ach, seit wann?",Since when?,Seit wann?,0.9576826691627502
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,"Ich werde Ihnen sagen, wenn und wann wir mehr Waffen brauchen.",0.9400681257247925
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Wie kannst du mich so verlassen und gehen?,0.898664116859436
464,Ihr Boss?,Your boss?,Dein Boss?,0.8552886247634888
465,Ihr seid noch auf?,Why are you still up?,Warum bist du noch auf?,0.9223917126655579
466,"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.,"Die Fill-in-the-blank-Funktionen können im Konfigurations-Dialog eingeschaltet und ausgeschaltet werden. Wenn Sie sie ausschalten, können Sie Schriften verwenden, die andere Zeichen an die Positionen der Klammern mappen. Es wird auch die Leistung leicht beschleunigen.",0.8674463033676147
467,"Nein, nein, nein, nein, nein, nein...","No. No, no, no...","Nein, nein, nein...",0.9860689640045166
468,"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages","Beschäftigung, Produktivität und Löhne",1.0000001192092896
469,Schlussfolgerung,Conclusion,Schlussfolgerung,1.0
470,- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?,- Mit wem hast du dort gesprochen?,0.9474055767059326
471,"Ja, das ist es.","Yeah, that's it.","Ja, das ist es.",0.9999998807907104
472,- Ich weiß nicht.,- I do not know.,- Das weiß ich nicht.,0.978096067905426
473,Vorwärts!,Push on!,Schieben Sie weiter!,0.7307539582252502
474,"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.,"Aber ich denke, es ist nur fair, Ihnen zu sagen, dass ich Zugang zur Liste habe.",0.9776726961135864
475,In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.,In diesem Fall gilt Artikel 2.,0.9204831123352051
476,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Die Ereignisse entscheiden, nicht die Menschen.",0.9748715162277222
477,Du fehlst mir.,I miss you so much.,Ich vermisse dich so sehr.,0.8278409838676453
478,"Nein, nein ich verstehe es.","No, no, I understand.","Nein, nein, ich verstehe.",0.9849995970726013
479,"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--,"Ich sage Ihnen, während meiner Zeit in der Wüste...",0.9297706484794617
480,Ein Beispiel:,An example would look something like the following:,Ein Beispiel würde etwas wie folgt aussehen:,0.8825185298919678
481,der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.,der eigentliche Torsowinkel und der Entwurfs-Torsowinkel und ihre Beziehung.,0.8376198410987854
482,Einfach.,Simple.,Das ist einfach.,0.917738139629364
483,- Irgendwas stimmt nicht.,- Something's not right.,- Etwas stimmt nicht.,0.9588915109634399
484,- Bitte.,All right.,- In Ordnung.,0.7833365201950073
485,Wie geht es dir?,How are you?,- Wie geht's dir?,0.9186301231384277
486,Kommen Sie rein.,Do come in.,Komm rein.,0.8081620931625366
487,"Einen Moment noch, Siler.","Hang on, Siler.","Warte mal, Siler.",0.8258672952651978
488,- Nein...,- No...,"- Nein, das ist nicht...",0.8119056820869446
489,Ich kenne den Geruch.,I know it.,Ich weiß es.,0.8549178242683411
490,Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else.",Dann machen unsere Eltern uns zu etwas anderes.,0.9673589468002319
491,"Oh, jetzt geht's los.","Oh, here we go.","Oh, da sind wir.",0.8260310888290405
492,Der Vizepräsident.,The Vice President.,Der Vizepräsident.,1.0000001192092896
493,"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President.","(HU) Danke, Herr Präsident.",0.934112548828125
494,- Das Wunderrisotto?,- The magic risotto?,- Das magische Risotto?,0.8600683212280273
495,"Viel Glück, Doc.","Good luck, Doc.","Viel Glück, Doktor.",0.9294947981834412
496,Hoffnung?,Hope?,Hoffnung?,1.0000001192092896
497,Offshore-Schiffe,Offshore vessels,Offshore-Flugzeuge,0.878431499004364
498,Einer Familie.,A family.,Eine Familie.,0.9477599859237671
499,Ich bin so stolz auf dich.,I'm so proud of you.,Ich bin so stolz auf dich.,1.0
500,Aber weißt du was?,But you know what?,Aber weißt du was?,1.0
501,"Lauf, verdammt!","Run, damn it!","Rennen Sie, verdammt!",0.8660807609558105
502,Er hat Recht.,"You know, he's right.","Du weißt schon, er hat recht.",0.932058572769165
503,Was ist jetzt schon wieder?,What's the matter? You look funny.,Was ist los? Du siehst komisch aus.,0.8821513056755066
504,"Wir haben keine Wahl, Bobby.","We have no choice, Bobby.","Wir haben keine Wahl, Bobby.",1.0
505,"Ich weiß nicht, was ich tun soll.",I'm not thinking.,Ich denke nicht nach.,0.8978139162063599
506,Folgen Sie mir.,Follow me.,Folgen Sie mir.,0.9999998807907104
507,Kommt schon.,Come on.,Komm schon.,0.9470374584197998
508,Ist alles in Ordnung?,Is everything all right?,Ist alles in Ordnung?,1.0000001192092896
509,Entschuldigen Sie.,Excuse me.,Entschuldigen Sie mich.,0.9616574048995972
510,Findest du mich begehrenswert?,Do you find me desirable?,Finden Sie mich wünschenswert?,0.9127945899963379
511,Wir haben eine gemeinsame Vergangenheit.,We have a history.,Wir haben eine Geschichte.,0.900201678276062
512,Komm rein.,Come in.,Kommen Sie rein.,0.8081620931625366
513,Wir suchen nach dem Belgier.,We're looking for the Belgian.,Wir suchen den Belgier.,0.96197909116745
514,Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.,Er entfernte ihr ihr Artefakte.,0.9015838503837585
515,- Was wollt ihr? - Pulli.,What do you want?,- Was willst du denn?,0.8870664834976196
516,"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life.","Kinder, ich habe nur einmal in meinem Leben gekämpft.",0.9349587559700012
517,Wer kann mir helfen?,Can you help me?,Kannst du mir helfen?,0.949402928352356
518,Kann ich dir nicht sagen.,I can't tell you that.,Das kann ich dir nicht sagen.,0.9819843769073486
519,"Finden Sie raus, wo er ist.",Run a trace.,Verfolgen Sie eine Spur.,0.8254697322845459
520,- War sie hübsch?,- Is she pretty?,- Ist sie hübsch?,0.965408980846405
521,- Du weißt den Namen noch?,You remember.,Du weißt es noch.,0.9285070300102234
522,"- Aber, aber...",- But...,- Aber...,0.9724413156509399
523,"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.,"ähnliche Vermögensverwaltungsaktivitäten, die nicht ausdrücklich erwähnt wurden.",0.9023796319961548
524,Wo ist sie?,Where?,- Wo ist das?,0.9149580001831055
525,Und jetzt?,And now?,Und jetzt?,1.0000001192092896
526,Also wirst du sehen und sie werden auch sehen,You shall see and they will see,Du wirst sehen und sie werden sehen,0.973089873790741
527,"- Du hast gesagt, du liebst mich.",You said you'd still love me.,"Du hast gesagt, du wirst mich immer noch lieben.",0.9146423935890198
528,"Ich denke, wir haben nichts zu befürchten.",I think we're safe.,"Ich glaube, wir sind in Sicherheit.",0.8827764987945557
529,"Glaub mir, das hast du nicht.",Trust me. You didn't.,"Vertrauen Sie mir, das haben Sie nicht.",0.8810925483703613
530,"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations.","Die Matsés, die in Peru und Brasilien leben, haben eine mehr als 500 Seiten lange Gesundheits-Enzyklopädie erstellt, in der ihre traditionellen medizinischen Praktiken katalogisiert und das Wissen der Vorfahren für jüngere Generationen bewahrt wird.",0.9251948595046997
531,Sehr erfreut.,It is my pleasure.,Es ist meine Freude.,0.8160615563392639
532,Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?",Würde jemand bitte Kramers Gesicht mit einer Waffe stecken?,0.9162703156471252
533,- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.,- Es ist jetzt sehr gefährlich.,0.9418067932128906
534,Die Schlüssel.,- Yes? - The keys!,- Die Schlüssel!,0.9632071256637573
535,Bläschenkumpels.,Bubble Buddies.,Bubble Buddies.,0.6156828999519348
536,Insgesamt,Total,Gesamtzahl,0.76363605260849
537,Achtung.,Easy.,Leicht.,0.7732433676719666
538,Jedoch viel Glück.,"Good luck, though.",Viel Glück.,0.942310094833374
539,"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.,"Er denkt immer noch, dass ich ihm etwas schulden muss, weil er mich eingeschworen hat.",0.9830162525177002
540,So ist es schon viel besser!,This is so much better.,Das ist so viel besser.,0.9227483868598938
541,Das ist so lustig.,That is so funny.,Das ist so lustig.,1.0
542,Sieh mich an.,Look at me.,Sieh dich mir an.,0.9106507897377014
543,Wie sehe ich aus?,How do I look?,Wie sehe ich aus?,0.9999997615814209
544,Schatz.,Baby.,"Baby, das ist schön.",0.7340407967567444
545,- Habe ich ihn erwischt?,- Did I get him?,- Habe ich ihn?,0.9632865786552429
546,Nicht für mich.,It's fun for you. It's not fun for me.,"Es ist Spaß für dich, nicht für mich.",0.9376324415206909
547,Sie waren es.,It was you.,Das warst du.,0.8036353588104248
548,Aber auch Alfonso.,I swore allegiance to Sancho.,Ich habe Sancho treue geschworen.,0.7188473343849182
549,"- Ja, vielen Dank auch. Super.",- That's what I'm saying.,"- Das ist es, was ich sage.",0.8149484992027283
550,"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember,Denken Sie daran,0.7821399569511414
551,Ich habe mir schon Sorgen gemacht.,I was getting worried.,Ich wurde besorgt.,0.8501701951026917
552,"Ja, das bin ich.","Yes, I'm sure.","Ja, das bin ich sicher.",0.9289974570274353
553,"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.,Und Sie zerstören Beweise. Ich brauche Beweise.,0.8790159821510315
554,"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.,Genau das wollen wir tun.,0.8955118060112
555,Hier.,Here.,Hier ist es.,0.8176426291465759
556,"Richard, mach das nicht!",Richard.,Das ist Richard.,0.8460538387298584
557,"Achtung, Leute!",Brody!,Brody! Das ist es!,0.769091010093689
558,"Tja, das ist Jamies Abteilung.","Mm-hmm. Well, that's Jamie's division.",Das ist Jamies Abteilung.,0.9606223106384277
559,"(1) Die Zollbehörden können, soweit dies nicht unverzichtbar für die richtige Erhebung der Einfuhr abgaben ist, in folgenden Fällen davon absehen, die Anmeldung der Angaben nach Artikel 178 Absatz 1 oder eines Teils derselben zu verlangen:",Article 178,Artikel 178,0.749382734298706
560,- Nicht so gut.,- Not great.,- Nicht so gut.,1.0
561,- Ich habe zu tun.,Shh. I'm busy.,Ich bin beschäftigt.,0.8244665861129761
562,Anscheinend habe ich auch Polio gehabt.,Apparently I had polio too.,Offenbar hatte ich auch Polio.,0.90367192029953
563,Hast du sie gefunden?,Did you find her?,Hast du sie gefunden?,1.0000001192092896
564,"Bis zu deiner Geburt haben Roboter nicht geträumt. Sie kannten keine Sehnsucht, bloß einprogrammierte Wünsche.","Until you, robots didn't dream robots didn't desire unless we told them what to want.","Bis zu Ihnen träumten Roboter nicht, Roboter wünschten nicht, es sei denn, wir sagten ihnen, was sie wollen.",0.8748583197593689
565,Ich will mitmachen.,I want in.,Ich will reingehen.,0.9296748638153076
566,Euer Gast ist angekommen.,Your guest has arrived.,Ihr Gast ist angekommen.,0.9579073786735535
567,Verdammte Scheiße!,Holy shit!,Meine Scheiße!,0.8906214833259583
568,Es war Notwehr.,I don't know why any white jury would care why I did it.,"Ich weiß nicht, warum eine weiße Jury sich darum kümmert, warum ich es getan habe.",0.7475081086158752
569,Zu spät.,Too late.,Zu spät.,1.0000001192092896
570,Was war es dann?,What did we hear?,Was haben wir gehört?,0.818810224533081
571,- In Ordnung.,- Al!,- Das ist Al!,0.7610304951667786
572,Stehenbleiben!,It's all right. - Freeze!,- Es ist in Ordnung.,0.7417442798614502
573,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Die Ereignisse entscheiden, nicht die Menschen.",0.9748715162277222
574,Beihilfe,Aid,Hilf,0.7075077295303345
575,Kein Ausweis.,No papers on him.,Keine Papiere über ihn.,0.8663821816444397
576,Du bist mein Zuhause.,You are my home.,Du bist mein Zuhause.,1.0
577,Sie hatte eine heiße Affäre mit einem Hollywood-Filmstar.,She had a torrid affair with a Hollywood movie star.,Sie hatte eine scharfe Affäre mit einem Hollywood-Filmstar.,0.9662712216377258
578,Weicheier.,Pussies.,Die Kätzchen.,0.7896482944488525
579,GEGEN DIE ÜBERLEGENEN FEINDFAHRZEUGE.,Negative.,- Nein. - Nein.,0.6595506072044373
580,Und wie geht es euch?,How are you?,- Wie geht's dir?,0.8927101492881775
581,"Magnetischer Neurostimulator, den ich 1983 baute.",Magnetic neurostimulator I built in 1983.,"Magnetischer Neurostimulator, den ich 1983 gebaut habe.",0.9649006128311157
582,"Nein, kannst du nicht.","No, you can't.","Nein, das kannst du nicht.",0.9856811165809631
583,Und isst:,Eating...,Essen...,0.7147269248962402
584,Eigentlich nicht.,Not really.,- Nicht wirklich.,0.839859127998352
585,Wir werden nicht Gott spielen.,I'm not gonna go and play God with you guys...,Ich werde nicht gehen und Gott mit euch spielen...,0.9441165328025818
586,Hab euch lieb.,Love you.,Ich liebe dich.,0.8574932813644409
587,Ich gehe schlafen.,I'm going to bed.,Ich gehe ins Bett.,0.9036141037940979
588,Verzeihen Sie.,Forgive me.,Verzeihen Sie mir.,0.9658774733543396
589,Mein Schwert.,My sword.,Mein Schwert.,1.0000001192092896
590,"Mach die Tür auf, damit ich raus kann!",Open the door.,Öffnen Sie die Tür.,0.8757181763648987
591,Wie dumm von mir.,How silly of me.,Wie albern von mir.,0.9056928753852844
592,Wirklich.,Really.,- Ganz richtig.,0.7593443989753723
593,"Jawohl, Sir.","Aye aye, sir.","Ja, Sir.",0.7499736547470093
594,Sieh da mal durch.,Check these out.,Schau dir diese an.,0.776594340801239
595,Ich habe viel von dir gehört.,I've heard a lot about you.,Ich habe viel über dich gehört.,0.9649977684020996
596,"- Nein, nein, nein.","- No, no, no.","- Nein, nein, nein.",1.0
597,Irgendwann.,Eventually.,Schließlich.,0.7893061637878418
598,"Beweg dich, alter Mann!","Get moving, old goat.","Beweg dich, alte Ziege.",0.9250838160514832
599,Generaldirektor für Landwirtschaft und ländliche Entwicklung,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,1.0
600,"Man befürchtet, dass immer mehr Arbeitsplätze ins Ausland wandern oder von illegalen Einwanderern eingenommen werden.",Stop it...,Hören Sie auf...,0.7943163514137268
601,Sie und Adele?,You and adele?,Du und Adele?,0.9213103652000427
602,Nein?,No?,Nein? Nein.,0.9423450231552124
603,Amerikas Rückzug aus Asien,America\u0027s Retreat from Asia,Americau0027s Rückzug aus Asien,0.8855071663856506
604,Sieh nur.,There it is.,Da ist er.,0.7474910616874695
605,Macht schon!,Come on! Let's go!,"Komm schon, lass uns gehen!",0.8065342903137207
606,Wir zogen unsere Stofftiere an und versorgten sie mit besten Essen.,"We would dress up our stuffed animals, we would feed them the finest cuisine.","Wir verkleideten unsere Gefüllten, fütterten sie mit der besten Küche.",0.9057981371879578
607,- Kann ich Ihnen helfen?,- Can I help you?,- Kann ich Ihnen helfen?,1.0
608,Was ist passiert?,What is this?,- Was ist das denn?,0.8777583837509155
609,"Ein abgewichster, kleiner Dealer.","He's a smalltime dealer,",Er ist ein Kleinkünstler.,0.8159171938896179
610,"Nein, gar nichts.","No, nothing. Nothing.","Nein, nichts.",0.9720520377159119
611,Ich kann Ihnen helfen.,I can help you.,Ich kann dir helfen.,0.9613099694252014
612,Lange Geschichte.,It's a long story.,Es ist eine lange Geschichte.,0.8507409691810608
613,"Ach, das ist aber schön! Willkommen.",What a surprise!,Was für eine Überraschung!,0.8042645454406738
614,In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, Hamas’s coup makes things clearer.",Auf einige Weise macht der Putsch von Hamas die Dinge klarer.,0.8512604832649231
615,Ich hol die Kinder.,I'll get the kids.,Ich hol die Kinder.,1.0
616,Regina als Kathryns neue Freundin wäre kaum beglückt.,"Given her new friendship with Kathryn, I don't think Regina would be happy.","Angesichts ihrer neuen Freundschaft mit Kathryn, glaube ich nicht, dass Regina glücklich wäre.",0.8677598834037781
617,Wir müssen weg.,"We got to get out of here, right now!","Wir müssen hier raus, sofort!",0.9036454558372498
618,"Du kannst wohnen, wo du willst.",You've a right to live where you please.,"Du hast das Recht, wo du willst zu leben.",0.9062089323997498
619,"Ich denke, Sie sollten versuchen die Sachen zu beschleunigen.",Guess you should try to expedite things.,"Ich schätze, du solltest versuchen, Dinge zu beschleunigen.",0.935626745223999
620,- Wieso klappt's nicht?,- Why isn't it? - I don't know.,- Warum nicht? - Ich weiß nicht.,0.8459537625312805
621,Datei:,Additional service:,Zusätzliche Dienstleistung:,0.6145004630088806
622,"Phantasie, die, wer wurde Liebe von fern","Fancy, the one who would love from afar","Fancy, diejenige, die von weitem lieben würde",0.8634049892425537
623,Er hat die erste Explosion überlebt.,He survived the first explosion.,Er überlebte die erste Explosion.,0.9406310319900513
624,"Gute Nacht, Senor.","Goodnight, sir.","Guten Abend, Sir.",0.8253176212310791
625,- Ein Jahr?,- A year?,- Ein Jahr?,1.0000001192092896
626,Wir brauchen Ihre Hilfe.,We need your help.,Wir brauchen Ihre Hilfe.,0.9999999403953552
627,"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,","unter Hinweis auf den Vertrag zur Gründung der Europäischen Gemeinschaft,",0.9539332985877991
628,Sechs.,Six.,Sechs.,1.0000001192092896
629,Ich verstehe das nicht.,I don't get it.,Ich verstehe es nicht.,0.9814832210540771
630,Was ist hier eigentlich los?,What the hell is going on?,Was zum Teufel ist los?,0.9047542810440063
631,Ich zähle bis drei.,I'll count to three.,Ich zähle bis drei.,1.0
632,Stimmt das?,Is that right?,Ist das richtig?,0.8550865650177002
633,"Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache bekommen, sondern helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.","And if you join us, you will not only have your revenge, but you will help write a new chapter in American history.","Und wenn Sie uns anschließen, werden Sie nicht nur Ihre Rache haben, sondern Sie werden helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.",0.9828165173530579
634,"Genug, um dich und deine ganze Familie 10-mal zu töten.",Enough to kill you and your whole family ten times over.,"Genug, um dich und deine ganze Familie zehnmal zu töten.",0.9647838473320007
635,Wir haben telefoniert.,We spoke on the phone.,Wir haben telefonisch gesprochen.,0.9174119830131531
636,"Kommen wir zum Punkt: Ich will, dass Sie den Ball flach halten.","Moving forward, I want you to keep your head down.","Beim Vorangehen möchte ich, dass Sie den Kopf runter halten.",0.9057701826095581
637,"- Nun, das freut mich für sie.",So what do you want from me?,Was willst du also von mir?,0.7836944460868835
638,- Haben Sie?,- This girl who did?,"- Das Mädchen, das es getan hat?",0.8405153155326843
639,Tu mir einen Gefallen.,Do me a favor.,Tun Sie mir einen Gefallen.,0.9594836831092834
640,Ich mache es.,I will.,Das werde ich tun.,0.8626086115837097
641,- Ich habe es gehört.,- I heard.,- Ich habe gehört.,0.9868058562278748
642,Bist du verrückt?,Are you crazy?,Sind Sie verrückt?,0.9330661296844482
643,- Das ist Unsinn.,- That's bullshit.,- Das ist Unsinn.,1.000000238418579
644,Er ist groß.,- It's big.,- Es ist groß.,0.9375979900360107
645,Klinische Studien bei Kindern mit chronischer Hepatitis C:,Clinical trials in paediatric patients with chronic hepatitis C:,Klinische Studien bei pediatrischen Patienten mit chronischer Hepatitis C:,0.9544728398323059
646,Du weißt es nicht wahr ?,"You know, don't you?","Du weißt das, oder?",0.9511590600013733
647,- Ich weiß es.,- l know.,- Ich weiß.,0.9723330736160278
648,WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,0.6097915172576904
649,"Wunderbar, oder?",Isn't it beautiful?,Ist es nicht wunderschön?,0.8442699909210205
650,Kann ich die haben?,Can I take it?,Kann ich es nehmen?,0.9357904195785522
651,Ich muss Ihnen etwas gestehen.,"Dear lady, I have a small confession to make.","Liebe Dame, ich muss Ihnen etwas gestehen.",0.9729817509651184
652,Ich hasse dich!,I hate you!,Ich hasse dich!,1.0
653,- Schön.,- Beautiful.,- Schön. - Was für ein bisschen.,0.8609533309936523
654,Wir können nichts tun.,"Well, you can't do anything.","Nun, du kannst nichts tun.",0.9226141571998596
655,Ich bin ein Mensch.,Human.,Menschlich.,0.7755720019340515
656,Oh mein...,"Oh, my...","Oh, mein Gott...",0.8571812510490417
657,Was zum Teufel willst du?,What the hell do you want?,Was zum Teufel willst du?,0.9999998807907104
658,"Dies ist eine Frage, die weit über bloße Zahlen und technische Details und sogar über die Unterstützung der nationalen Sparpolitiken hinausgeht.",This is something which goes well beyond figures and technicalities and even support for national austerity policies.,Das geht weit über Zahlen und Techniken hinaus und unterstützt sogar die nationale Sparpolitik.,0.9251525402069092
659,"- Nein, dafür ist keine Zeit mehr.","No, there's no time.","Nein, es gibt keine Zeit.",0.916288435459137
660,Das kannst du nicht ernst meinen.,You can't mean that.,Das kannst du nicht ernst meinen.,1.0
661,"Es gesteht uns nichts zu, nur, wenn es darum geht, uns mit Schande zu belegen.",It does not acknowledge us if only to shame us.,"Es anerkennt uns nicht, wenn auch nur um uns zu schämen.",0.9085611701011658
662,- Mach schon.,- Go ahead.,- Weitermachen.,0.8347291350364685
663,"Na ja, da gibt es abhauen und ""abhauen""","Well, there's goin' and there's goin'.","Nun, da geht's und da geht's.",0.8032494783401489
664,Die Wachen sind dort im Sommerlager.,The guards are in summer camp at Tsarskoe.,Die Wachen sind im Sommerlager in Tsarskoe.,0.9207340478897095
665,Also Vorsicht.,So be careful.,Also seien Sie vorsichtig.,0.8918691277503967
666,Aber wir brauchen Beweise.,We need proof.,Wir brauchen Beweise.,0.9802670478820801
667,Wollen Sie jetzt den falschen Weg der EU in Richtung auf einen Liberalisierungsfundamentalismus weiter gehen?,Are you now going to continue down the EU 's incorrect road towards deregulation fundamentalism?,Werden Sie nun den falschen Weg der EU in Richtung der Deregulierungsfundamentalismus fortsetzen?,0.938298761844635
668,Lösungen in diesem Sektor brauchen Zeit.,Solutions in this sector take time.,Lösungen in diesem Sektor brauchen Zeit.,1.0
669,ca. 7.000 Einwohner,"approx. 7,000 inhabitants",ca. 7.000 Einwohner,1.0000001192092896
670,"Ist es Sumpffieber, wird ihre Temperatur fallen.","If it's swamp fever, her temperature will break.","Wenn es sich um Swampfieber handelt, wird ihre Temperatur brechen.",0.914398193359375
671,"Zu guter letzt einige Selbstverständlichkeiten... Hunde, Fahrräder und Alkohol sollten auf Demos nichts verloren haben.","Finally some matters of course... Dogs, bicycles and alcohol should not be brought to demonstrations.","Schließlich gibt es natürlich einige Dinge... Hunde, Fahrräder und Alkohol sollten nicht zu Demonstrationen gebracht werden.",0.8972785472869873
672,"Es wäre eine Schande, wenn die Europäische Union und die Mitgliedstaaten an einer Politik festhielten, die das Militärregime nicht schwächt, sondern im Gegenteil eindeutig stärkt.","It would be a disgrace for the European Union and the Member States to continue a policy that does not weaken but, on the contrary, clearly strengthens the military regime.","Es wäre eine Schande für die Europäische Union und die Mitgliedstaaten, eine Politik fortzusetzen, die das Militärregime nicht schwächt, sondern vielmehr deutlich stärkt.",0.9449593424797058
673,- Und wozu soll das gut sein?,I don't understand.,Ich verstehe es nicht.,0.8274961113929749
674,"Aber er hat mich benutzt. Um auf dem Stand bei der Untersuchung zu bleiben, zu wissen, wann er wegrennen muss.","But he used me... to stay ahead of the investigation, to know when to make a run for it.","Aber er nutzte mich... um vor der Untersuchung zu bleiben, um zu wissen, wann er davon entkommen sollte.",0.9278157353401184
675,Auf jeden Fall: 'Ne ganze Menge von den Attentaten sind wirklich an einem 23. passiert.,"Either way, the part on assassinations is true. Many occurred on the 23rd.","So oder so, der Teil über Mord ist wahr. Viele ereigneten sich am 23.",0.8526875376701355
676,Es tut mir für Sie beide leid.,I'm sorry for you both.,Es tut mir leid für euch beide.,0.9589402675628662
677,In beiden Residenzen BOUGANVILLAGE und LE VELE können die Wohnungen jeweils im Erdgeschoss mit Patio als auch im ersten Stockwerk mit Veranda liegen (jeweils mit Tisch und Stühlen ausgestattet).,"At the Bouganvillage and Le Vele Residence accommodation can be on the ground floor with patio or on the first floor with veranda, both equipped with table and chairs.","In der Bouganvillage und Le Vele Residence kann die Unterkunft im Erdgeschoss mit Terrasse oder im ersten Stock mit Veranda sein, beide mit Tisch und Stuhl ausgestattet.",0.9008107781410217
678,"Also haben der Schnelle und Darhk das, was Darhk vom KGB bekam?","So the speedster and Darhk, they have whatever the KGB gave Darhk?","Also haben der Speedster und Darhk, was auch immer das KGB Darhk gegeben hat?",0.9292881488800049
679,An diesem speziellen Tag lief er Mr. Woodhaus über den Weg und verschwand daraufhin im nächsten Klassenzimmer.,"On this particular day, he avoided Mr Woodhouse by ducking into a class.","An diesem bestimmten Tag vermied er Mr. Woodhouse, indem er sich in eine Klasse entfernte.",0.8733100295066833
680,"Wie ein Stoßgebet,","As a matter of fact, my friend","Tatsächlich, mein Freund",0.8036134839057922
681,"Ich muss zugeben, dass ich ein wenig beeindruckt bin.","Don't look at me. Uno, dos, tres. Keep it pounding.","Sehen Sie sich nicht an. Uno, dos, tres. Schlagen Sie weiter.",0.8368470668792725
682,Er ist hier.,He is here.,Er ist hier.,1.0
683,iF - International Forum Design Hannover: Homepage Druckansicht,iF - International Forum Design Hannover: iF WORLD DESIGN GUIDE,iF - International Forum Design Hannover: iF WORLD DESIGN GUIDE,0.8833330869674683
684,"- Manche sagen, du bist geschieden.",- Others say you're divorced.,"- Andere sagen, du bist geschieden.",0.9630935192108154
685,"Es wurde gesucht nach:Holländer, Friedrich (INTERPRET)","Searched for:Wal-Berg, (composer)","Gesucht nach:Wal-Berg, (Komponist)",0.8590712547302246
686,- Was ist?,What is it?,- Was ist das?,0.9029229283332825
