Unnamed: 0,DE,EN,TRANSLATION,bertscore
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,0.9556953310966492
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","In Ordnung, bleiben Sie wachsam.",0.967628538608551
458,Umsetzungsfrist,Time limit for transposition,Frist für die Umsetzung,0.8352379202842712
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Außerhalb der Reichweite und Sichtweite von Kindern aufbewahren,0.8626761436462402
460,- Da drüben.,-Over there.,Dort drüben.,0.8632574081420898
461,"Ach, seit wann?",Since when?,Seit wann?,0.9576826691627502
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,"Ich werde euch wissen lassen, ob und wann wir mehr Waffen brauchen.",0.9459827542304993
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Wie kannst du mich einfach so lassen und gehen?,0.9401296377182007
464,Ihr Boss?,Your boss?,Ihr Chef?,0.9397722482681274
465,Ihr seid noch auf?,Why are you still up?,Warum bist du noch oben?,0.9051992297172546
466,"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.,"Die 'Fill-in-the-blank' -Funktionen können im Konfigurationsdialog ein- und ausgeschaltet werden. Wenn Sie sie ausschalten, können Schriften verwendet werden, die andere Zeichen auf die Positionen der Klammern abbilden. Es wird auch die Leistung etwas beschleunigen.",0.8704283833503723
467,"Nein, nein, nein, nein, nein, nein...","No. No, no, no...","Nein. Nein, nein, nein...",0.9948017001152039
468,"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages","Beschäftigung, Produktivität und Löhne",1.0000001192092896
469,Schlussfolgerung,Conclusion,Schlussfolgerung (EN),0.9265719652175903
470,- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?,Mit wem würdest du da drüben reden?,0.8741558194160461
471,"Ja, das ist es.","Yeah, that's it.","Ja, das war 's.",0.7671575546264648
472,- Ich weiß nicht.,- I do not know.,- Ich weiß es nicht.,0.9885987043380737
473,Vorwärts!,Push on!,Drücken Sie auf!,0.736262321472168
474,"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.,"Aber ich denke, es ist nur fair, ihnen zu sagen, dass ich zugriff auf die liste habe.",0.9626484513282776
475,In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.,In diesem Fall gilt Artikel 2.,0.9204831123352051
476,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Ereignisse entscheiden, nicht Menschen.",0.9651730060577393
477,Du fehlst mir.,I miss you so much.,Ich vermisse dich so sehr.,0.8278409838676453
478,"Nein, nein ich verstehe es.","No, no, I understand.","Nein, nein, ich verstehe.",0.9849995970726013
479,"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--,"Was ich dir sagen werde, ist, dass während meiner Zeit in der Wildnis -",0.9859623908996582
480,Ein Beispiel:,An example would look something like the following:,Ein Beispiel würde etwa wie folgt aussehen:,0.8849290609359741
481,der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.,der tatsächliche Rumpfwinkel und der konstruktive Rumpfwinkel und deren Beziehung.,0.9250615239143372
482,Einfach.,Simple.,Ganz einfach.,0.9375973343849182
483,- Irgendwas stimmt nicht.,- Something's not right.,- Irgendetwas stimmt nicht.,0.9842835068702698
484,- Bitte.,All right.,Alles in Ordnung.,0.6996876001358032
485,Wie geht es dir?,How are you?,Wie geht 's dir?,0.9478607177734375
486,Kommen Sie rein.,Do come in.,Kommen Sie herein.,0.9384398460388184
487,"Einen Moment noch, Siler.","Hang on, Siler.","Bleib dran, Silke.",0.7298063635826111
488,- Nein...,- No...,- Nein...,0.9999998807907104
489,Ich kenne den Geruch.,I know it.,Ich weiß es.,0.8549178242683411
490,Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else.",Unsere Eltern machen uns zu etwas anderem.,0.9315848350524902
491,"Oh, jetzt geht's los.","Oh, here we go.","Oh, hier gehen wir.",0.873106062412262
492,Der Vizepräsident.,The Vice President.,Der stellvertretende Präsident.,0.808870792388916
493,"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President.","(HU) Vielen Dank, Herr Präsident.",0.9675304889678955
494,- Das Wunderrisotto?,- The magic risotto?,- Das magische Risotto?,0.8600683212280273
495,"Viel Glück, Doc.","Good luck, Doc.","Viel Glück, Doc.",1.0000001192092896
496,Hoffnung?,Hope?,Hoffnung?,1.0000001192092896
497,Offshore-Schiffe,Offshore vessels,Offshore Schiffe kaufen,0.9131898283958435
498,Einer Familie.,A family.,Eine Familie.,0.9477599859237671
499,Ich bin so stolz auf dich.,I'm so proud of you.,Ich bin so stolz auf dich.,1.0
500,Aber weißt du was?,But you know what?,Aber weißt du was?,1.0
501,"Lauf, verdammt!","Run, damn it!","Lauf, verdammt nochmal!",0.9385768175125122
502,Er hat Recht.,"You know, he's right.","Weißt du, er hat recht.",0.9374020099639893
503,Was ist jetzt schon wieder?,What's the matter? You look funny.,Was ist los? Du siehst komisch aus.,0.8821513056755066
504,"Wir haben keine Wahl, Bobby.","We have no choice, Bobby.","Wir haben keine Wahl, Bobby.",1.0
505,"Ich weiß nicht, was ich tun soll.",I'm not thinking.,Ich denke nicht.,0.900786280632019
506,Folgen Sie mir.,Follow me.,Folge mir.,0.9106606245040894
507,Kommt schon.,Come on.,Kommen Sie vorbei.,0.8537896275520325
508,Ist alles in Ordnung?,Is everything all right?,Ist alles in Ordnung?,1.0000001192092896
509,Entschuldigen Sie.,Excuse me.,Entschuldigen Sie mich.,0.9616574048995972
510,Findest du mich begehrenswert?,Do you find me desirable?,Findest du mich begehrenswert?,1.0
511,Wir haben eine gemeinsame Vergangenheit.,We have a history.,Wir haben eine Geschichte.,0.900201678276062
512,Komm rein.,Come in.,Kommen Sie herein.,0.764632523059845
513,Wir suchen nach dem Belgier.,We're looking for the Belgian.,Wir suchen den Belgier.,0.96197909116745
514,Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.,Er befreite sie von ihrem Artefakt.,0.8782191276550293
515,- Was wollt ihr? - Pulli.,What do you want?,Was willst du denn?,0.8507063984870911
516,"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life.","Kinder, ich war nur in einem Kampf in meinem Leben.",0.973519504070282
517,Wer kann mir helfen?,Can you help me?,Können Sie mir helfen?,0.947502851486206
518,Kann ich dir nicht sagen.,I can't tell you that.,Das kann ich dir nicht sagen.,0.9819843769073486
519,"Finden Sie raus, wo er ist.",Run a trace.,Führen Sie Trace.,0.8715537786483765
520,- War sie hübsch?,- Is she pretty?,- Ist sie hübsch?,0.965408980846405
521,- Du weißt den Namen noch?,You remember.,Du erinnerst dich.,0.8346983194351196
522,"- Aber, aber...",- But...,- Aber...,0.9724413156509399
523,"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.,"ähnliche Vermögensverwaltungstätigkeiten, die nicht ausdrücklich erwähnt werden.",0.8989423513412476
524,Wo ist sie?,Where?,Wohin geht 's?,0.8295368552207947
525,Und jetzt?,And now?,Und jetzt?,1.0000001192092896
526,Also wirst du sehen und sie werden auch sehen,You shall see and they will see,Du wirst sehen und sie werden sehen,0.973089873790741
527,"- Du hast gesagt, du liebst mich.",You said you'd still love me.,"Du sagtest, du würdest mich immer noch lieben.",0.8868631720542908
528,"Ich denke, wir haben nichts zu befürchten.",I think we're safe.,"Ich denke, wir sind sicher.",0.9143822193145752
529,"Glaub mir, das hast du nicht.",Trust me. You didn't.,Vertrauen Sie mir. Sie nicht.,0.8690739274024963
530,"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations.","Die Matsés, die in Peru und Brasilien leben, haben eine mehr als 500 Seiten lange Gesundheitsenzyklopädie erstellt, die ihre traditionellen medizinischen Praktiken katalogisiert und das Wissen der Vorfahren für jüngere Generationen bewahrt.",0.9315247535705566
531,Sehr erfreut.,It is my pleasure.,Es ist mir eine Freude.,0.8205057382583618
532,Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?",Würde bitte jemand diesem Kramer eine Waffe ins Gesicht stecken?,0.9188333749771118
533,- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.,Es ist sehr gefährlich im Moment.,0.9184809327125549
534,Die Schlüssel.,- Yes? - The keys!,- Ja? - Die Schlüssel!,0.9078660011291504
535,Bläschenkumpels.,Bubble Buddies.,Bubble Buddies spielen.,0.7353276014328003
536,Insgesamt,Total,Insgesamt sind,0.9411771297454834
537,Achtung.,Easy.,Ganz einfach.,0.7537544369697571
538,Jedoch viel Glück.,"Good luck, though.",Viel Glück trotzdem.,0.9018118381500244
539,"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.,"Ich schulde es ihm, weil er mir geschworen hat.",0.9339193105697632
540,So ist es schon viel besser!,This is so much better.,Das ist so viel besser.,0.9227483868598938
541,Das ist so lustig.,That is so funny.,Das ist so lustig.,1.0
542,Sieh mich an.,Look at me.,Sieh mich an.,1.0
543,Wie sehe ich aus?,How do I look?,Wie sehe ich aus?,0.9999997615814209
544,Schatz.,Baby.,Baby. hnliche Beiträge,0.7204073071479797
545,- Habe ich ihn erwischt?,- Did I get him?,Habe ich ihn bekommen?,0.9281032085418701
546,Nicht für mich.,It's fun for you. It's not fun for me.,Es macht dir Spaß. Es macht mir keinen Spaß.,0.80375075340271
547,Sie waren es.,It was you.,Es war vorbei.,0.798753023147583
548,Aber auch Alfonso.,I swore allegiance to Sancho.,Ich habe Sancho die Treue geschworen.,0.7099274396896362
549,"- Ja, vielen Dank auch. Super.",- That's what I'm saying.,- Das sage ich.,0.7960953116416931
550,"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember,Erinnere dich,0.7632682919502258
551,Ich habe mir schon Sorgen gemacht.,I was getting worried.,Ich machte mir Sorgen.,0.8971459269523621
552,"Ja, das bin ich.","Yes, I'm sure.","Ja, ich bin sicher.",0.8900245428085327
553,"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.,Und Sie vernichten Beweise. Ich brauche Beweise.,0.9130561947822571
554,"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.,"Das ist genau das, was wir machen wollen.",0.945817768573761
555,Hier.,Here.,Hier geht 's weiter.,0.812868595123291
556,"Richard, mach das nicht!",Richard.,Richard.,0.7203575968742371
557,"Achtung, Leute!",Brody!,Und Brody!,0.6996843814849854
558,"Tja, das ist Jamies Abteilung.","Mm-hmm. Well, that's Jamie's division.","Nun, das ist Jamies Abteilung.",0.9516566395759583
559,"(1) Die Zollbehörden können, soweit dies nicht unverzichtbar für die richtige Erhebung der Einfuhr abgaben ist, in folgenden Fällen davon absehen, die Anmeldung der Angaben nach Artikel 178 Absatz 1 oder eines Teils derselben zu verlangen:",Article 178,Artikel 178 (en),0.7242128849029541
560,- Nicht so gut.,- Not great.,- Nicht großartig.,0.869303286075592
561,- Ich habe zu tun.,Shh. I'm busy.,Ich bin beschäftigt.,0.8244665861129761
562,Anscheinend habe ich auch Polio gehabt.,Apparently I had polio too.,Ich hatte auch Polio.,0.9027417302131653
563,Hast du sie gefunden?,Did you find her?,Hast du sie gefunden?,1.0000001192092896
564,"Bis zu deiner Geburt haben Roboter nicht geträumt. Sie kannten keine Sehnsucht, bloß einprogrammierte Wünsche.","Until you, robots didn't dream robots didn't desire unless we told them what to want.","Bis Sie, Roboter nicht träumen Roboter nicht wünschen, wenn wir ihnen gesagt, was zu wollen.",0.89094477891922
565,Ich will mitmachen.,I want in.,Ich will rein.,0.8874967694282532
566,Euer Gast ist angekommen.,Your guest has arrived.,Ihr Gast ist angekommen.,0.9579073786735535
567,Verdammte Scheiße!,Holy shit!,Heilige Scheiße!,0.8786445260047913
568,Es war Notwehr.,I don't know why any white jury would care why I did it.,"Ich weiß nicht, warum sich eine weiße Jury dafür interessiert, warum ich es getan habe.",0.7554787397384644
569,Zu spät.,Too late.,Zu spät.,1.0000001192092896
570,Was war es dann?,What did we hear?,Was haben wir gehört?,0.8188103437423706
571,- In Ordnung.,- Al!,Und natürlich Al!,0.7223711013793945
572,Stehenbleiben!,It's all right. - Freeze!,Es ist in Ordnung. - Einfrieren!,0.7873853445053101
573,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Ereignisse entscheiden, nicht Menschen.",0.9651730060577393
574,Beihilfe,Aid,Hilfe leisten,0.7967351675033569
575,Kein Ausweis.,No papers on him.,Keine Papiere über ihn.,0.8663821816444397
576,Du bist mein Zuhause.,You are my home.,Du bist mein Zuhause.,1.0
577,Sie hatte eine heiße Affäre mit einem Hollywood-Filmstar.,She had a torrid affair with a Hollywood movie star.,Sie hatte eine heisse Affäre mit einem Hollywood-Star.,0.9574093222618103
578,Weicheier.,Pussies.,Fotzen.,0.7175719141960144
579,GEGEN DIE ÜBERLEGENEN FEINDFAHRZEUGE.,Negative.,Negativ ist.,0.6614453792572021
580,Und wie geht es euch?,How are you?,Wie geht 's dir?,0.9120616316795349
581,"Magnetischer Neurostimulator, den ich 1983 baute.",Magnetic neurostimulator I built in 1983.,"Magnetischer Neurostimulator, den ich 1983 gebaut habe.",0.9649006128311157
582,"Nein, kannst du nicht.","No, you can't.","Nein, das geht nicht.",0.9393627643585205
583,Und isst:,Eating...,Essen...,0.7147269248962402
584,Eigentlich nicht.,Not really.,Nicht wirklich.,0.8517634868621826
585,Wir werden nicht Gott spielen.,I'm not gonna go and play God with you guys...,Ich werde nicht gehen und Gott mit euch spielen...,0.9441165328025818
586,Hab euch lieb.,Love you.,Ich liebe dich.,0.8574932813644409
587,Ich gehe schlafen.,I'm going to bed.,Ich gehe ins Bett.,0.9036141037940979
588,Verzeihen Sie.,Forgive me.,Verzeiht mir.,0.9068828225135803
589,Mein Schwert.,My sword.,Mein Schwert.,1.0000001192092896
590,"Mach die Tür auf, damit ich raus kann!",Open the door.,ffne die Tür.,0.8377711176872253
591,Wie dumm von mir.,How silly of me.,Wie albern von mir.,0.9056928753852844
592,Wirklich.,Really.,Wirklich nicht.,0.9031023979187012
593,"Jawohl, Sir.","Aye aye, sir.","Ja, ja, Sir.",0.7680290937423706
594,Sieh da mal durch.,Check these out.,Überprüfen Sie diese.,0.7344404458999634
595,Ich habe viel von dir gehört.,I've heard a lot about you.,Ich habe viel über dich gehört.,0.9649977684020996
596,"- Nein, nein, nein.","- No, no, no.","- Nein, nein, nein.",1.0
597,Irgendwann.,Eventually.,Letztlich aber.,0.7761021256446838
598,"Beweg dich, alter Mann!","Get moving, old goat.","Bewegen Sie sich, alte Ziege.",0.876932680606842
599,Generaldirektor für Landwirtschaft und ländliche Entwicklung,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,1.0
600,"Man befürchtet, dass immer mehr Arbeitsplätze ins Ausland wandern oder von illegalen Einwanderern eingenommen werden.",Stop it...,Stoppt es...,0.7109501361846924
601,Sie und Adele?,You and adele?,Du und Adele?,0.9213103652000427
602,Nein?,No?,Nicht wahr?,0.8041929006576538
603,Amerikas Rückzug aus Asien,America\u0027s Retreat from Asia,Amerika u0027s Rückzug aus Asien,0.9290805459022522
604,Sieh nur.,There it is.,Es ist vorbei.,0.7289516925811768
605,Macht schon!,Come on! Let's go!,Komm schon! Los geht 's!,0.8195058107376099
606,Wir zogen unsere Stofftiere an und versorgten sie mit besten Essen.,"We would dress up our stuffed animals, we would feed them the finest cuisine.","Wir würden unsere ausgestopften Tiere verkleiden, wir würden sie mit feinster Küche füttern.",0.8778938055038452
607,- Kann ich Ihnen helfen?,- Can I help you?,- Kann ich Ihnen helfen?,1.0
608,Was ist passiert?,What is this?,Was ist das?,0.915438711643219
609,"Ein abgewichster, kleiner Dealer.","He's a smalltime dealer,","Er ist ein kleiner Händler,",0.8719969987869263
610,"Nein, gar nichts.","No, nothing. Nothing.","Nein, nichts. Nichts.",0.954963743686676
611,Ich kann Ihnen helfen.,I can help you.,Ich kann dir helfen.,0.9613099694252014
612,Lange Geschichte.,It's a long story.,Es ist eine lange Geschichte.,0.8507409691810608
613,"Ach, das ist aber schön! Willkommen.",What a surprise!,Welch eine Überraschung!,0.8023303151130676
614,In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, Hamas’s coup makes things clearer.",In gewisser Weise macht der Putsch der Hamas die Dinge klarer.,0.889441192150116
615,Ich hol die Kinder.,I'll get the kids.,Ich werde die Kinder bekommen.,0.9002317786216736
616,Regina als Kathryns neue Freundin wäre kaum beglückt.,"Given her new friendship with Kathryn, I don't think Regina would be happy.","Angesichts ihrer neuen Freundschaft mit Kathryn glaube ich nicht, dass Regina glücklich wäre.",0.8677598834037781
617,Wir müssen weg.,"We got to get out of here, right now!","Wir müssen hier raus, genau jetzt!",0.9084389209747314
618,"Du kannst wohnen, wo du willst.",You've a right to live where you please.,"Du hast das Recht zu leben, wo du willst.",0.9115967750549316
619,"Ich denke, Sie sollten versuchen die Sachen zu beschleunigen.",Guess you should try to expedite things.,"Sie sollten versuchen, die Dinge zu beschleunigen.",0.9556125402450562
620,- Wieso klappt's nicht?,- Why isn't it? - I don't know.,Warum nicht? - Ich weiß es nicht.,0.832301676273346
621,Datei:,Additional service:,Zusätzlicher Service:,0.666954755783081
622,"Phantasie, die, wer wurde Liebe von fern","Fancy, the one who would love from afar","Fancy, derjenige, der aus der Ferne lieben würde",0.8565321564674377
623,Er hat die erste Explosion überlebt.,He survived the first explosion.,Er überlebte die erste Explosion.,0.9406310319900513
624,"Gute Nacht, Senor.","Goodnight, sir.","Gute Nacht, Sir.",0.9312596917152405
625,- Ein Jahr?,- A year?,- Ein Jahr?,1.0000001192092896
626,Wir brauchen Ihre Hilfe.,We need your help.,Wir brauchen Ihre Hilfe.,0.9999999403953552
627,"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,","gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,",1.0
628,Sechs.,Six.,Sechs davon.,0.867009162902832
629,Ich verstehe das nicht.,I don't get it.,Ich verstehe es nicht.,0.9814832210540771
630,Was ist hier eigentlich los?,What the hell is going on?,Was zum Teufel ist hier los?,0.9234456419944763
631,Ich zähle bis drei.,I'll count to three.,Ich zähle bis drei.,1.0
632,Stimmt das?,Is that right?,Ist das richtig?,0.8550865650177002
633,"Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache bekommen, sondern helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.","And if you join us, you will not only have your revenge, but you will help write a new chapter in American history.","Und wenn Sie sich uns anschließen, werden Sie nicht nur Rache nehmen, sondern auch dazu beitragen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.",0.9718023538589478
634,"Genug, um dich und deine ganze Familie 10-mal zu töten.",Enough to kill you and your whole family ten times over.,"Genug, um dich und deine ganze Familie zehnmal zu töten.",0.9647838473320007
635,Wir haben telefoniert.,We spoke on the phone.,Wir sprachen am Telefon.,0.8568165898323059
636,"Kommen wir zum Punkt: Ich will, dass Sie den Ball flach halten.","Moving forward, I want you to keep your head down.","Wenn ich vorwärts gehe, möchte ich, dass du deinen Kopf unten hältst.",0.887448787689209
637,"- Nun, das freut mich für sie.",So what do you want from me?,"Also, was willst du von mir?",0.7928187847137451
638,- Haben Sie?,- This girl who did?,"- Dieses Mädchen, das tat?",0.8854886889457703
639,Tu mir einen Gefallen.,Do me a favor.,Tu mir einen Gefallen.,0.9999999403953552
640,Ich mache es.,I will.,Ich werde.,0.8549589514732361
641,- Ich habe es gehört.,- I heard.,- Ich hörte.,0.9009954929351807
642,Bist du verrückt?,Are you crazy?,Bist du verrückt?,0.9999999403953552
643,- Das ist Unsinn.,- That's bullshit.,- Das ist Bullshit.,0.8890873789787292
644,Er ist groß.,- It's big.,- Es ist groß.,0.9375979900360107
645,Klinische Studien bei Kindern mit chronischer Hepatitis C:,Clinical trials in paediatric patients with chronic hepatitis C:,Klinische Studien bei pädiatrischen Patienten mit chronischer Hepatitis C:,0.953757643699646
646,Du weißt es nicht wahr ?,"You know, don't you?","Weißt du, nicht wahr?",0.9845656156539917
647,- Ich weiß es.,- l know.,Ich weiß es.,0.9630329012870789
648,WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,STATEMENT OF ACTIVE AND OTHER SUBSTANCES,Erklärung von Wirkstoffen und anderen Stoffen,0.8237044811248779
649,"Wunderbar, oder?",Isn't it beautiful?,Ist es nicht schön?,0.7898144125938416
650,Kann ich die haben?,Can I take it?,Kann ich es nehmen?,0.9357904195785522
651,Ich muss Ihnen etwas gestehen.,"Dear lady, I have a small confession to make.","Liebe Dame, ich habe ein kleines Geständnis zu machen.",0.8527488708496094
652,Ich hasse dich!,I hate you!,Ich hasse dich!,1.0
653,- Schön.,- Beautiful.,- schön.,1.0000001192092896
654,Wir können nichts tun.,"Well, you can't do anything.","Nun, du kannst nichts tun.",0.9226141571998596
655,Ich bin ein Mensch.,Human.,Menschlich.,0.7755720019340515
656,Oh mein...,"Oh, my...","Oh, meine...",0.8920133113861084
657,Was zum Teufel willst du?,What the hell do you want?,Was zum Teufel willst du?,0.9999998807907104
658,"Dies ist eine Frage, die weit über bloße Zahlen und technische Details und sogar über die Unterstützung der nationalen Sparpolitiken hinausgeht.",This is something which goes well beyond figures and technicalities and even support for national austerity policies.,Das geht weit über Zahlen und Formalitäten hinaus und sogar über die Unterstützung nationaler Sparpolitiken.,0.9306193590164185
659,"- Nein, dafür ist keine Zeit mehr.","No, there's no time.","Nein, es gibt keine Zeit.",0.916288435459137
660,Das kannst du nicht ernst meinen.,You can't mean that.,Du kannst das nicht meinen.,0.9605587124824524
661,"Es gesteht uns nichts zu, nur, wenn es darum geht, uns mit Schande zu belegen.",It does not acknowledge us if only to shame us.,"Es erkennt uns nicht an, wenn auch nur, um uns zu beschämen.",0.9071330428123474
662,- Mach schon.,- Go ahead.,- Gehen Sie voran.,0.8084725737571716
663,"Na ja, da gibt es abhauen und ""abhauen""","Well, there's goin' and there's goin'.","Nun, es gibt goin 'und es gibt goin'.",0.8148660659790039
664,Die Wachen sind dort im Sommerlager.,The guards are in summer camp at Tsarskoe.,Die Wachen sind im Sommerlager in Tsarskoe.,0.9207340478897095
665,Also Vorsicht.,So be careful.,Sei also vorsichtig.,0.9070280194282532
666,Aber wir brauchen Beweise.,We need proof.,Wir brauchen Beweise.,0.9802670478820801
667,Wollen Sie jetzt den falschen Weg der EU in Richtung auf einen Liberalisierungsfundamentalismus weiter gehen?,Are you now going to continue down the EU 's incorrect road towards deregulation fundamentalism?,Werden Sie jetzt den falschen Weg der EU in Richtung Deregulierungsfundamentalismus fortsetzen?,0.9513552188873291
668,Lösungen in diesem Sektor brauchen Zeit.,Solutions in this sector take time.,Lösungen in diesem Bereich brauchen Zeit.,0.9588863253593445
669,ca. 7.000 Einwohner,"approx. 7,000 inhabitants",ca. 7.000 Einwohner,1.0000001192092896
670,"Ist es Sumpffieber, wird ihre Temperatur fallen.","If it's swamp fever, her temperature will break.","Wenn es Sumpffieber ist, wird ihre Temperatur brechen.",0.9511368274688721
671,"Zu guter letzt einige Selbstverständlichkeiten... Hunde, Fahrräder und Alkohol sollten auf Demos nichts verloren haben.","Finally some matters of course... Dogs, bicycles and alcohol should not be brought to demonstrations.","Schließlich einige Dinge natürlich... Hunde, Fahrräder und Alkohol sollten nicht zu Demonstrationen gebracht werden.",0.8956926465034485
672,"Es wäre eine Schande, wenn die Europäische Union und die Mitgliedstaaten an einer Politik festhielten, die das Militärregime nicht schwächt, sondern im Gegenteil eindeutig stärkt.","It would be a disgrace for the European Union and the Member States to continue a policy that does not weaken but, on the contrary, clearly strengthens the military regime.","Es wäre eine Schande für die Europäische Union und die Mitgliedstaaten, eine Politik fortzusetzen, die das Militärregime nicht schwächt, sondern im Gegenteil eindeutig stärkt.",0.9692197442054749
673,- Und wozu soll das gut sein?,I don't understand.,Ich verstehe nicht.,0.8238618969917297
674,"Aber er hat mich benutzt. Um auf dem Stand bei der Untersuchung zu bleiben, zu wissen, wann er wegrennen muss.","But he used me... to stay ahead of the investigation, to know when to make a run for it.","Aber er benutzte mich... um den Ermittlungen einen Schritt voraus zu sein, um zu wissen, wann man sich darauf einlassen muss.",0.909146249294281
675,Auf jeden Fall: 'Ne ganze Menge von den Attentaten sind wirklich an einem 23. passiert.,"Either way, the part on assassinations is true. Many occurred on the 23rd.","So oder so, der Teil über Attentate ist wahr. Viele ereigneten sich am 23..",0.8624115586280823
676,Es tut mir für Sie beide leid.,I'm sorry for you both.,Tut mir leid für euch beide.,0.9449805021286011
677,In beiden Residenzen BOUGANVILLAGE und LE VELE können die Wohnungen jeweils im Erdgeschoss mit Patio als auch im ersten Stockwerk mit Veranda liegen (jeweils mit Tisch und Stühlen ausgestattet).,"At the Bouganvillage and Le Vele Residence accommodation can be on the ground floor with patio or on the first floor with veranda, both equipped with table and chairs.","Im Bouganvillage und in der Residence Le Vele befinden sich die Unterkünfte im Erdgeschoss mit Terrasse oder im ersten Stock mit Veranda, beide mit Tisch und Stühlen ausgestattet.",0.9057589173316956
678,"Also haben der Schnelle und Darhk das, was Darhk vom KGB bekam?","So the speedster and Darhk, they have whatever the KGB gave Darhk?","Also der Flitzer und Darhk, sie haben alles, was der KGB Darhk gegeben hat?",0.9166333675384521
679,An diesem speziellen Tag lief er Mr. Woodhaus über den Weg und verschwand daraufhin im nächsten Klassenzimmer.,"On this particular day, he avoided Mr Woodhouse by ducking into a class.","An diesem besonderen Tag vermied er Mr. Woodhouse, indem er sich in eine Klasse duckte.",0.8647176623344421
680,"Wie ein Stoßgebet,","As a matter of fact, my friend","In der Tat, mein Freund ist",0.810651957988739
681,"Ich muss zugeben, dass ich ein wenig beeindruckt bin.","Don't look at me. Uno, dos, tres. Keep it pounding.","Schau mich nicht an. Uno, dos, tres. Mach weiter so.",0.8430815935134888
682,Er ist hier.,He is here.,Er ist hier.,1.0
683,iF - International Forum Design Hannover: Homepage Druckansicht,iF - International Forum Design Hannover: iF WORLD DESIGN GUIDE,iF - Internationales Forum Design Hannover: ffnungszeiten und Preise,0.8762431144714355
684,"- Manche sagen, du bist geschieden.",- Others say you're divorced.,"Andere sagen, du bist geschieden.",0.9462857246398926
685,"Es wurde gesucht nach:Holländer, Friedrich (INTERPRET)","Searched for:Wal-Berg, (composer)","Es wurde gesucht nach: Wal-Berg, (Komponist)",0.8966764211654663
686,- Was ist?,What is it?,Was ist das?,0.8252658247947693
687,- Es wird brüderlich geteilt.,- Share and share alike.,Teilen und teilen gleichermaßen.,0.7932528257369995
688,Augenblick.,"Hey, wait a minute.","Hey, warte eine Minute.",0.710070013999939
